pc_id,pc_name,ac_id,ac_name,Serial No.of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,No.of rejected votes,NOTA,Total,No.of tendered votes
12,Nabarangpur,83,Malkangiri,237,,,,,,,,8.0,6.0,565.0,73.0,2.0,2.0,2.0,0.0,1.0,659.0,0.0
12,Nabarangpur,83,Malkangiri,238,,,,,,,,0.0,1.0,357.0,22.0,1.0,0.0,11.0,0.0,1.0,393.0,0.0
12,Nabarangpur,83,Malkangiri,239,,,,,,,,2.0,2.0,527.0,28.0,1.0,0.0,1.0,0.0,1.0,562.0,0.0
12,Nabarangpur,83,Malkangiri,240,,,,,,,,56.0,4.0,430.0,102.0,9.0,7.0,7.0,0.0,7.0,622.0,0.0
12,Nabarangpur,83,Malkangiri,241,,,,,,,,8.0,4.0,324.0,81.0,3.0,5.0,4.0,0.0,4.0,433.0,0.0
12,Nabarangpur,83,Malkangiri,242,,,,,,,,163.0,1.0,276.0,100.0,1.0,0.0,16.0,0.0,4.0,561.0,0.0
12,Nabarangpur,83,Malkangiri,243,,,,,,,,312.0,1.0,204.0,100.0,8.0,4.0,3.0,0.0,2.0,634.0,0.0
12,Nabarangpur,83,Malkangiri,244,,,,,,,,56.0,5.0,201.0,199.0,8.0,3.0,10.0,0.0,2.0,484.0,0.0
12,Nabarangpur,83,Malkangiri,245,,,,,,,,34.0,5.0,275.0,254.0,6.0,7.0,3.0,0.0,5.0,589.0,0.0
12,Nabarangpur,83,Malkangiri,246,,,,,,,,222.0,5.0,35.0,236.0,7.0,3.0,5.0,0.0,5.0,518.0,0.0
12,Nabarangpur,83,Malkangiri,247,,,,,,,,266.0,9.0,55.0,83.0,4.0,0.0,10.0,0.0,1.0,428.0,0.0
12,Nabarangpur,83,Malkangiri,248,,,,,,,,68.0,10.0,58.0,148.0,5.0,6.0,9.0,0.0,5.0,309.0,0.0
12,Nabarangpur,83,Malkangiri,249,,,,,,,,46.0,7.0,143.0,140.0,5.0,2.0,77.0,0.0,5.0,425.0,0.0
12,Nabarangpur,83,Malkangiri,250,,,,,,,,3.0,1.0,91.0,9.0,2.0,0.0,1.0,0.0,0.0,107.0,0.0
12,Nabarangpur,83,Malkangiri,251,,,,,,,,5.0,0.0,184.0,19.0,0.0,1.0,6.0,0.0,2.0,217.0,0.0
