pc_id,pc_name,ac_id,ac_name,Sl. No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Total of Valid votes,No. of rejected Votes(Test votes),Votes for NOTA option,Total,No. of tendered votes
2,Sundargar,10,Biramitrapur,33,,,,,,,,10,31,323,20,3,98,5,0,490,nan,2.0,492,nan
2,Sundargar,10,Biramitrapur,34,,,,,,,,8,37,191,52,3,166,3,4,464,nan,11.0,475,nan
2,Sundargar,10,Biramitrapur,35,,,,,,,,7,69,522,77,4,18,2,3,702,nan,4.0,706,nan
2,Sundargar,10,Biramitrapur,36,,,,,,,,7,45,584,22,10,47,3,2,720,nan,10.0,730,nan
2,Sundargar,10,Biramitrapur,37,,,,,,,,6,7,401,20,1,2,4,2,443,nan,4.0,447,nan
2,Sundargar,10,Biramitrapur,38,,,,,,,,11,27,235,21,49,149,113,1,606,nan,3.0,609,nan
2,Sundargar,10,Biramitrapur,39,,,,,,,,13,70,257,46,2,6,3,3,400,nan,3.0,403,nan
2,Sundargar,10,Biramitrapur,40,,,,,,,,15,54,318,31,9,15,3,7,452,nan,7.0,459,nan
2,Sundargar,10,Biramitrapur,41,,,,,,,,9,152,184,45,8,12,4,2,416,nan,12.0,428,nan
2,Sundargar,10,Biramitrapur,42,,,,,,,,4,90,364,8,29,19,2,6,522,nan,8.0,530,nan
2,Sundargar,10,Biramitrapur,43,,,,,,,,7,267,518,81,1,6,4,0,884,nan,2.0,886,nan
2,Sundargar,10,Biramitrapur,44,,,,,,,,10,55,209,271,7,35,3,5,595,nan,9.0,604,nan
2,Sundargar,10,Biramitrapur,45,,,,,,,,4,104,162,248,7,29,6,4,564,nan,10.0,574,nan
2,Sundargar,10,Biramitrapur,46,,,,,,,,23,160,329,452,13,18,6,6,1007,nan,15.0,1022,nan
2,Sundargar,10,Biramitrapur,47,,,,,,,,13,94,168,310,9,19,120,10,743,nan,7.0,750,nan
2,Sundargar,10,Biramitrapur,48,,,,,,,,11,126,372,376,10,71,8,2,976,nan,1.0,977,nan
2,Sundargar,10,Biramitrapur,49,,,,,,,,12,196,167,224,7,3,5,6,620,nan,6.0,626,nan
2,Sundargar,10,Biramitrapur,50,,,,,,,,6,158,188,214,6,15,43,7,637,nan,9.0,646,nan
2,Sundargar,10,Biramitrapur,51,,,,,,,,11,222,218,337,8,40,48,5,889,nan,7.0,896,nan
2,Sundargar,10,Biramitrapur,52,,,,,,,,9,178,154,232,10,15,4,1,603,nan,4.0,607,nan
