pc_id,pc_name,ac_id,ac_name,Sl NO OF POLLING STATION,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,TOTAL OF VALID VOTES,NO OF REJECTED VOTES(TEST VOTES),VOTES FOR NOTA OPTION,TOTAL,NO. OF TENDERED VOTES
3,Sambalpur,20,Chhendipada,1.0,,,,,,,,171.0,41.0,150.0,13.0,4.0,10.0,5.0,394.0,0.0,28.0,422.0,0.0
3,Sambalpur,20,Chhendipada,2.0,,,,,,,,96.0,17.0,252.0,4.0,3.0,2.0,2.0,376.0,0.0,6.0,382.0,0.0
3,Sambalpur,20,Chhendipada,3.0,,,,,,,,74.0,17.0,119.0,3.0,2.0,6.0,10.0,231.0,0.0,6.0,237.0,0.0
3,Sambalpur,20,Chhendipada,4.0,,,,,,,,75.0,41.0,285.0,23.0,6.0,11.0,9.0,450.0,0.0,8.0,458.0,0.0
3,Sambalpur,20,Chhendipada,5.0,,,,,,,,34.0,52.0,162.0,5.0,3.0,6.0,3.0,265.0,0.0,7.0,272.0,0.0
3,Sambalpur,20,Chhendipada,6.0,,,,,,,,60.0,3.0,4.0,1.0,1.0,0.0,0.0,69.0,0.0,0.0,69.0,0.0
3,Sambalpur,20,Chhendipada,7.0,,,,,,,,75.0,15.0,91.0,2.0,0.0,6.0,12.0,201.0,0.0,22.0,223.0,0.0
3,Sambalpur,20,Chhendipada,8.0,,,,,,,,84.0,9.0,120.0,3.0,2.0,3.0,5.0,226.0,0.0,24.0,250.0,0.0
3,Sambalpur,20,Chhendipada,9.0,,,,,,,,336.0,33.0,202.0,5.0,4.0,6.0,14.0,600.0,0.0,10.0,610.0,0.0
3,Sambalpur,20,Chhendipada,10.0,,,,,,,,174.0,17.0,113.0,4.0,5.0,9.0,14.0,336.0,0.0,38.0,374.0,0.0
3,Sambalpur,20,Chhendipada,11.0,,,,,,,,252.0,35.0,204.0,8.0,2.0,1.0,6.0,508.0,0.0,6.0,514.0,0.0
3,Sambalpur,20,Chhendipada,12.0,,,,,,,,148.0,37.0,167.0,25.0,2.0,11.0,10.0,400.0,0.0,45.0,445.0,0.0
3,Sambalpur,20,Chhendipada,13.0,,,,,,,,119.0,10.0,153.0,6.0,0.0,2.0,0.0,290.0,0.0,5.0,295.0,0.0
3,Sambalpur,20,Chhendipada,14.0,,,,,,,,211.0,53.0,310.0,7.0,2.0,10.0,11.0,604.0,0.0,22.0,626.0,0.0
3,Sambalpur,20,Chhendipada,15.0,,,,,,,,118.0,42.0,277.0,16.0,2.0,4.0,5.0,464.0,0.0,22.0,486.0,0.0
3,Sambalpur,20,Chhendipada,17.0,,,,,,,,254.0,18.0,167.0,31.0,1.0,5.0,6.0,482.0,0.0,20.0,502.0,0.0
3,Sambalpur,20,Chhendipada,18.0,,,,,,,,85.0,15.0,135.0,4.0,4.0,6.0,13.0,262.0,0.0,32.0,294.0,0.0
3,Sambalpur,20,Chhendipada,19.0,,,,,,,,138.0,52.0,344.0,28.0,15.0,9.0,9.0,595.0,0.0,5.0,600.0,0.0
3,Sambalpur,20,Chhendipada,20.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Sambalpur,20,Chhendipada,21.0,,,,,,,,94.0,9.0,285.0,4.0,4.0,8.0,16.0,420.0,0.0,32.0,452.0,0.0
3,Sambalpur,20,Chhendipada,22.0,,,,,,,,115.0,8.0,175.0,13.0,2.0,4.0,11.0,328.0,0.0,32.0,360.0,0.0
3,Sambalpur,20,Chhendipada,23.0,,,,,,,,146.0,22.0,294.0,6.0,3.0,1.0,4.0,476.0,0.0,9.0,485.0,0.0
3,Sambalpur,20,Chhendipada,24.0,,,,,,,,301.0,31.0,243.0,19.0,3.0,6.0,7.0,610.0,0.0,48.0,658.0,0.0
3,Sambalpur,20,Chhendipada,25.0,,,,,,,,312.0,51.0,350.0,17.0,7.0,3.0,13.0,753.0,0.0,25.0,778.0,0.0
3,Sambalpur,20,Chhendipada,26.0,,,,,,,,339.0,130.0,357.0,18.0,10.0,15.0,11.0,880.0,0.0,64.0,944.0,0.0
3,Sambalpur,20,Chhendipada,27.0,,,,,,,,154.0,9.0,126.0,34.0,4.0,4.0,11.0,342.0,0.0,23.0,365.0,0.0
3,Sambalpur,20,Chhendipada,28.0,,,,,,,,226.0,28.0,374.0,9.0,5.0,3.0,13.0,658.0,0.0,23.0,681.0,0.0
3,Sambalpur,20,Chhendipada,29.0,,,,,,,,225.0,19.0,286.0,8.0,2.0,2.0,3.0,545.0,0.0,12.0,557.0,0.0
3,Sambalpur,20,Chhendipada,30.0,,,,,,,,164.0,31.0,202.0,11.0,5.0,4.0,4.0,421.0,0.0,17.0,438.0,0.0
3,Sambalpur,20,Chhendipada,31.0,,,,,,,,97.0,52.0,304.0,4.0,2.0,7.0,9.0,475.0,0.0,12.0,487.0,0.0
3,Sambalpur,20,Chhendipada,32.0,,,,,,,,109.0,19.0,236.0,9.0,1.0,2.0,4.0,380.0,0.0,8.0,388.0,0.0
3,Sambalpur,20,Chhendipada,33.0,,,,,,,,234.0,67.0,123.0,5.0,3.0,0.0,10.0,442.0,0.0,46.0,488.0,0.0
3,Sambalpur,20,Chhendipada,34.0,,,,,,,,103.0,28.0,169.0,5.0,1.0,2.0,2.0,310.0,0.0,5.0,315.0,0.0
3,Sambalpur,20,Chhendipada,35.0,,,,,,,,216.0,30.0,218.0,8.0,8.0,12.0,17.0,509.0,0.0,30.0,539.0,0.0
3,Sambalpur,20,Chhendipada,36.0,,,,,,,,145.0,40.0,337.0,4.0,6.0,9.0,10.0,551.0,0.0,38.0,589.0,0.0
3,Sambalpur,20,Chhendipada,37.0,,,,,,,,203.0,27.0,108.0,2.0,0.0,2.0,3.0,345.0,0.0,5.0,350.0,0.0
3,Sambalpur,20,Chhendipada,38.0,,,,,,,,200.0,14.0,66.0,1.0,2.0,4.0,1.0,288.0,0.0,5.0,293.0,0.0
3,Sambalpur,20,Chhendipada,39.0,,,,,,,,251.0,89.0,60.0,7.0,6.0,10.0,4.0,427.0,0.0,17.0,444.0,0.0
3,Sambalpur,20,Chhendipada,40.0,,,,,,,,264.0,21.0,145.0,3.0,2.0,1.0,5.0,441.0,0.0,20.0,461.0,0.0
3,Sambalpur,20,Chhendipada,41.0,,,,,,,,160.0,12.0,153.0,4.0,1.0,6.0,11.0,347.0,0.0,3.0,350.0,0.0
3,Sambalpur,20,Chhendipada,42.0,,,,,,,,247.0,48.0,206.0,13.0,9.0,12.0,14.0,549.0,0.0,34.0,583.0,0.0
3,Sambalpur,20,Chhendipada,43.0,,,,,,,,491.0,62.0,306.0,16.0,12.0,12.0,23.0,922.0,0.0,57.0,979.0,0.0
3,Sambalpur,20,Chhendipada,44.0,,,,,,,,143.0,24.0,129.0,10.0,8.0,5.0,8.0,327.0,0.0,25.0,352.0,0.0
3,Sambalpur,20,Chhendipada,45.0,,,,,,,,235.0,79.0,295.0,11.0,9.0,7.0,12.0,648.0,0.0,13.0,661.0,0.0
3,Sambalpur,20,Chhendipada,46.0,,,,,,,,135.0,39.0,92.0,7.0,8.0,0.0,15.0,296.0,0.0,20.0,316.0,0.0
3,Sambalpur,20,Chhendipada,47.0,,,,,,,,123.0,17.0,94.0,5.0,4.0,7.0,8.0,258.0,0.0,17.0,275.0,0.0
3,Sambalpur,20,Chhendipada,48.0,,,,,,,,167.0,23.0,272.0,3.0,2.0,2.0,2.0,471.0,0.0,3.0,474.0,0.0
3,Sambalpur,20,Chhendipada,49.0,,,,,,,,419.0,52.0,130.0,13.0,4.0,6.0,6.0,630.0,0.0,20.0,650.0,0.0
3,Sambalpur,20,Chhendipada,50.0,,,,,,,,114.0,45.0,104.0,6.0,4.0,5.0,8.0,286.0,0.0,21.0,307.0,0.0
3,Sambalpur,20,Chhendipada,51.0,,,,,,,,220.0,19.0,385.0,10.0,8.0,5.0,19.0,666.0,0.0,34.0,700.0,0.0
3,Sambalpur,20,Chhendipada,52.0,,,,,,,,184.0,27.0,93.0,6.0,2.0,0.0,5.0,317.0,0.0,11.0,328.0,0.0
3,Sambalpur,20,Chhendipada,53.0,,,,,,,,143.0,84.0,191.0,5.0,1.0,3.0,11.0,438.0,0.0,30.0,468.0,0.0
3,Sambalpur,20,Chhendipada,54.0,,,,,,,,197.0,36.0,248.0,6.0,6.0,5.0,9.0,507.0,0.0,15.0,522.0,0.0
3,Sambalpur,20,Chhendipada,55.0,,,,,,,,277.0,24.0,253.0,1.0,9.0,5.0,14.0,583.0,0.0,26.0,609.0,0.0
3,Sambalpur,20,Chhendipada,56.0,,,,,,,,219.0,33.0,217.0,6.0,4.0,5.0,14.0,498.0,0.0,20.0,518.0,0.0
3,Sambalpur,20,Chhendipada,57.0,,,,,,,,101.0,16.0,158.0,9.0,4.0,2.0,6.0,296.0,0.0,11.0,307.0,0.0
3,Sambalpur,20,Chhendipada,58.0,,,,,,,,99.0,58.0,175.0,1.0,4.0,3.0,8.0,348.0,0.0,15.0,363.0,0.0
3,Sambalpur,20,Chhendipada,59.0,,,,,,,,127.0,58.0,214.0,10.0,7.0,11.0,12.0,439.0,0.0,19.0,458.0,0.0
3,Sambalpur,20,Chhendipada,60.0,,,,,,,,59.0,21.0,121.0,6.0,2.0,7.0,3.0,219.0,0.0,13.0,232.0,0.0
3,Sambalpur,20,Chhendipada,61.0,,,,,,,,191.0,58.0,330.0,14.0,11.0,21.0,25.0,650.0,0.0,57.0,707.0,0.0
3,Sambalpur,20,Chhendipada,62.0,,,,,,,,137.0,80.0,306.0,14.0,11.0,13.0,20.0,581.0,0.0,42.0,623.0,0.0
3,Sambalpur,20,Chhendipada,63.0,,,,,,,,287.0,22.0,77.0,3.0,1.0,3.0,6.0,399.0,0.0,13.0,412.0,0.0
3,Sambalpur,20,Chhendipada,64.0,,,,,,,,202.0,43.0,56.0,5.0,5.0,2.0,5.0,318.0,0.0,14.0,332.0,0.0
3,Sambalpur,20,Chhendipada,65.0,,,,,,,,183.0,32.0,254.0,2.0,1.0,3.0,4.0,479.0,0.0,23.0,502.0,0.0
3,Sambalpur,20,Chhendipada,66.0,,,,,,,,272.0,26.0,357.0,15.0,11.0,16.0,30.0,727.0,0.0,77.0,804.0,0.0
3,Sambalpur,20,Chhendipada,67.0,,,,,,,,248.0,53.0,336.0,9.0,15.0,12.0,35.0,708.0,0.0,52.0,760.0,0.0
3,Sambalpur,20,Chhendipada,68.0,,,,,,,,138.0,8.0,30.0,2.0,3.0,2.0,5.0,188.0,0.0,12.0,200.0,0.0
3,Sambalpur,20,Chhendipada,69.0,,,,,,,,34.0,16.0,195.0,0.0,2.0,2.0,4.0,253.0,0.0,1.0,254.0,0.0
3,Sambalpur,20,Chhendipada,70.0,,,,,,,,104.0,5.0,19.0,2.0,1.0,1.0,3.0,135.0,0.0,8.0,143.0,0.0
3,Sambalpur,20,Chhendipada,71.0,,,,,,,,26.0,1.0,88.0,2.0,0.0,1.0,5.0,123.0,0.0,8.0,131.0,0.0
3,Sambalpur,20,Chhendipada,72.0,,,,,,,,169.0,25.0,127.0,4.0,4.0,7.0,33.0,369.0,0.0,78.0,447.0,0.0
3,Sambalpur,20,Chhendipada,73.0,,,,,,,,362.0,46.0,170.0,4.0,1.0,5.0,6.0,594.0,0.0,17.0,611.0,0.0
3,Sambalpur,20,Chhendipada,74.0,,,,,,,,554.0,47.0,185.0,3.0,3.0,1.0,0.0,793.0,0.0,1.0,794.0,0.0
