pc_id,pc_name,ac_id,ac_name,Sl. No.of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Total of Valid Votes,No.of rejected votes       (Test Votes),Votes for NOTA option,Total,No.of Tendered Votes
11,Kalahandi,73,Lanjigarh,193.0,,,,,,,,331.0,59.0,13.0,157.0,7.0,567.0,0.0,6.0,573.0,0.0
11,Kalahandi,73,Lanjigarh,194.0,,,,,,,,336.0,83.0,7.0,209.0,9.0,644.0,0.0,16.0,660.0,0.0
11,Kalahandi,73,Lanjigarh,195.0,,,,,,,,387.0,34.0,4.0,91.0,0.0,516.0,0.0,1.0,517.0,0.0
11,Kalahandi,73,Lanjigarh,196.0,,,,,,,,488.0,108.0,8.0,242.0,2.0,848.0,0.0,2.0,850.0,0.0
11,Kalahandi,73,Lanjigarh,197.0,,,,,,,,476.0,70.0,14.0,267.0,11.0,838.0,0.0,11.0,849.0,0.0
11,Kalahandi,73,Lanjigarh,198.0,,,,,,,,312.0,77.0,7.0,225.0,6.0,627.0,0.0,10.0,637.0,0.0
11,Kalahandi,73,Lanjigarh,199.0,,,,,,,,217.0,41.0,5.0,141.0,2.0,406.0,0.0,7.0,413.0,0.0
11,Kalahandi,73,Lanjigarh,200.0,,,,,,,,432.0,82.0,10.0,255.0,8.0,787.0,0.0,4.0,791.0,0.0
11,Kalahandi,73,Lanjigarh,201.0,,,,,,,,360.0,54.0,3.0,216.0,2.0,635.0,0.0,6.0,641.0,0.0
11,Kalahandi,73,Lanjigarh,202.0,,,,,,,,347.0,77.0,13.0,210.0,9.0,656.0,0.0,7.0,663.0,0.0
11,Kalahandi,73,Lanjigarh,203.0,,,,,,,,389.0,67.0,7.0,220.0,4.0,687.0,0.0,6.0,693.0,0.0
11,Kalahandi,73,Lanjigarh,204.0,,,,,,,,234.0,51.0,6.0,190.0,5.0,486.0,0.0,10.0,496.0,0.0
11,Kalahandi,73,Lanjigarh,205.0,,,,,,,,268.0,213.0,8.0,238.0,10.0,737.0,0.0,11.0,748.0,0.0
11,Kalahandi,73,Lanjigarh,206.0,,,,,,,,212.0,267.0,18.0,308.0,14.0,819.0,0.0,23.0,842.0,0.0
11,Kalahandi,73,Lanjigarh,207.0,,,,,,,,403.0,212.0,10.0,311.0,10.0,946.0,0.0,10.0,956.0,0.0
11,Kalahandi,73,Lanjigarh,208.0,,,,,,,,308.0,121.0,4.0,58.0,4.0,495.0,0.0,10.0,505.0,0.0
11,Kalahandi,73,Lanjigarh,209.0,,,,,,,,639.0,87.0,7.0,204.0,5.0,942.0,0.0,7.0,949.0,0.0
11,Kalahandi,73,Lanjigarh,210.0,,,,,,,,242.0,40.0,2.0,257.0,6.0,547.0,0.0,17.0,564.0,0.0
11,Kalahandi,73,Lanjigarh,211.0,,,,,,,,651.0,156.0,10.0,89.0,4.0,910.0,0.0,6.0,916.0,0.0
11,Kalahandi,73,Lanjigarh,212.0,,,,,,,,242.0,98.0,2.0,167.0,1.0,510.0,0.0,5.0,515.0,0.0
11,Kalahandi,73,Lanjigarh,213.0,,,,,,,,209.0,89.0,0.0,232.0,1.0,531.0,0.0,7.0,538.0,0.0
11,Kalahandi,73,Lanjigarh,214.0,,,,,,,,260.0,73.0,7.0,137.0,5.0,482.0,0.0,7.0,489.0,0.0
11,Kalahandi,73,Lanjigarh,215.0,,,,,,,,254.0,63.0,5.0,119.0,2.0,443.0,0.0,4.0,447.0,0.0
11,Kalahandi,73,Lanjigarh,216.0,,,,,,,,283.0,253.0,20.0,352.0,27.0,935.0,0.0,32.0,967.0,0.0
11,Kalahandi,73,Lanjigarh,217.0,,,,,,,,317.0,92.0,12.0,189.0,11.0,621.0,0.0,30.0,651.0,0.0
11,Kalahandi,73,Lanjigarh,218.0,,,,,,,,366.0,51.0,24.0,405.0,22.0,868.0,0.0,33.0,901.0,0.0
11,Kalahandi,73,Lanjigarh,219.0,,,,,,,,165.0,25.0,5.0,169.0,8.0,372.0,0.0,7.0,379.0,0.0
11,Kalahandi,73,Lanjigarh,220.0,,,,,,,,392.0,150.0,34.0,280.0,23.0,879.0,0.0,26.0,905.0,0.0
