pc_id,pc_name,ac_id,ac_name,Sl. No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Total of Valid votes,No. of rejected Votes(Test votes),Votes for NOTA option,Total,No. of tendered votes
2,Sundargar,12,Rourkela,29.0,,,,,,,,437.0,59.0,2.0,354.0,0.0,2.0,0.0,1.0,1.0,0.0,856.0,0.0,3.0,859.0,0.0
2,Sundargar,12,Rourkela,30.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Sundargar,12,Rourkela,31.0,,,,,,,,165.0,51.0,2.0,476.0,2.0,1.0,0.0,0.0,9.0,1.0,707.0,0.0,1.0,708.0,0.0
2,Sundargar,12,Rourkela,32.0,,,,,,,,189.0,30.0,3.0,431.0,1.0,0.0,2.0,1.0,3.0,2.0,662.0,0.0,11.0,673.0,0.0
2,Sundargar,12,Rourkela,33.0,,,,,,,,358.0,38.0,0.0,361.0,1.0,0.0,0.0,0.0,1.0,2.0,761.0,0.0,3.0,764.0,0.0
2,Sundargar,12,Rourkela,34.0,,,,,,,,249.0,46.0,6.0,242.0,0.0,1.0,0.0,1.0,0.0,0.0,545.0,0.0,2.0,547.0,0.0
2,Sundargar,12,Rourkela,35.0,,,,,,,,158.0,87.0,6.0,247.0,1.0,1.0,1.0,1.0,2.0,3.0,507.0,0.0,3.0,510.0,0.0
2,Sundargar,12,Rourkela,36.0,,,,,,,,277.0,31.0,2.0,301.0,1.0,1.0,1.0,0.0,24.0,0.0,638.0,0.0,3.0,641.0,0.0
2,Sundargar,12,Rourkela,37.0,,,,,,,,207.0,23.0,4.0,248.0,0.0,6.0,2.0,0.0,4.0,1.0,495.0,0.0,1.0,496.0,0.0
2,Sundargar,12,Rourkela,38.0,,,,,,,,164.0,19.0,1.0,169.0,2.0,9.0,0.0,0.0,7.0,2.0,373.0,0.0,2.0,375.0,0.0
2,Sundargar,12,Rourkela,39.0,,,,,,,,259.0,33.0,1.0,281.0,3.0,1.0,0.0,1.0,8.0,0.0,587.0,0.0,5.0,592.0,0.0
2,Sundargar,12,Rourkela,40.0,,,,,,,,270.0,20.0,2.0,273.0,2.0,0.0,0.0,5.0,3.0,0.0,575.0,0.0,3.0,578.0,0.0
2,Sundargar,12,Rourkela,41.0,,,,,,,,312.0,51.0,0.0,262.0,1.0,0.0,0.0,4.0,0.0,0.0,630.0,0.0,5.0,635.0,0.0
2,Sundargar,12,Rourkela,42.0,,,,,,,,243.0,54.0,0.0,260.0,2.0,0.0,1.0,3.0,8.0,0.0,571.0,0.0,5.0,576.0,0.0
2,Sundargar,12,Rourkela,43.0,,,,,,,,293.0,30.0,2.0,252.0,0.0,1.0,0.0,1.0,1.0,1.0,581.0,0.0,3.0,584.0,0.0
2,Sundargar,12,Rourkela,44.0,,,,,,,,280.0,53.0,0.0,533.0,1.0,1.0,1.0,1.0,7.0,1.0,878.0,0.0,2.0,880.0,0.0
2,Sundargar,12,Rourkela,45.0,,,,,,,,55.0,209.0,0.0,364.0,0.0,0.0,0.0,1.0,8.0,0.0,637.0,0.0,1.0,638.0,0.0
2,Sundargar,12,Rourkela,46.0,,,,,,,,51.0,157.0,5.0,309.0,0.0,0.0,0.0,0.0,6.0,0.0,528.0,0.0,1.0,529.0,0.0
2,Sundargar,12,Rourkela,47.0,,,,,,,,170.0,192.0,5.0,333.0,1.0,0.0,0.0,0.0,2.0,0.0,703.0,0.0,4.0,707.0,0.0
2,Sundargar,12,Rourkela,48.0,,,,,,,,227.0,285.0,6.0,442.0,1.0,6.0,1.0,2.0,3.0,0.0,973.0,0.0,2.0,975.0,0.0
2,Sundargar,12,Rourkela,49.0,,,,,,,,217.0,218.0,3.0,424.0,0.0,0.0,2.0,2.0,1.0,2.0,869.0,0.0,8.0,877.0,0.0
2,Sundargar,12,Rourkela,50.0,,,,,,,,151.0,98.0,1.0,252.0,1.0,4.0,0.0,0.0,1.0,1.0,509.0,0.0,2.0,511.0,0.0
2,Sundargar,12,Rourkela,51.0,,,,,,,,205.0,331.0,2.0,372.0,3.0,4.0,1.0,3.0,7.0,4.0,932.0,0.0,3.0,935.0,0.0
2,Sundargar,12,Rourkela,52.0,,,,,,,,137.0,162.0,3.0,304.0,7.0,0.0,1.0,1.0,2.0,0.0,617.0,0.0,2.0,619.0,0.0
2,Sundargar,12,Rourkela,53.0,,,,,,,,119.0,55.0,1.0,303.0,3.0,2.0,0.0,1.0,3.0,1.0,488.0,0.0,3.0,491.0,0.0
2,Sundargar,12,Rourkela,54.0,,,,,,,,140.0,131.0,1.0,336.0,0.0,1.0,0.0,5.0,4.0,0.0,618.0,0.0,5.0,623.0,0.0
2,Sundargar,12,Rourkela,55.0,,,,,,,,188.0,120.0,4.0,404.0,1.0,1.0,0.0,8.0,3.0,0.0,729.0,0.0,5.0,734.0,0.0
2,Sundargar,12,Rourkela,56.0,,,,,,,,248.0,69.0,5.0,296.0,1.0,0.0,0.0,0.0,2.0,3.0,624.0,0.0,5.0,629.0,0.0
2,Sundargar,12,Rourkela,57.0,,,,,,,,245.0,74.0,3.0,239.0,0.0,0.0,1.0,0.0,2.0,1.0,565.0,0.0,5.0,570.0,0.0
2,Sundargar,12,Rourkela,58.0,,,,,,,,205.0,93.0,0.0,306.0,1.0,2.0,1.0,0.0,7.0,0.0,615.0,0.0,5.0,620.0,0.0
2,Sundargar,12,Rourkela,59.0,,,,,,,,135.0,59.0,7.0,138.0,3.0,1.0,0.0,1.0,1.0,1.0,346.0,0.0,2.0,348.0,0.0
2,Sundargar,12,Rourkela,60.0,,,,,,,,152.0,66.0,1.0,203.0,0.0,0.0,0.0,0.0,0.0,2.0,424.0,0.0,1.0,425.0,0.0
2,Sundargar,12,Rourkela,61.0,,,,,,,,204.0,216.0,9.0,312.0,0.0,1.0,2.0,0.0,5.0,0.0,749.0,0.0,5.0,754.0,0.0
2,Sundargar,12,Rourkela,62.0,,,,,,,,333.0,112.0,2.0,338.0,1.0,2.0,1.0,2.0,6.0,0.0,797.0,0.0,6.0,803.0,0.0
2,Sundargar,12,Rourkela,63.0,,,,,,,,280.0,94.0,0.0,284.0,4.0,2.0,0.0,1.0,7.0,0.0,672.0,0.0,5.0,677.0,0.0
2,Sundargar,12,Rourkela,64.0,,,,,,,,244.0,182.0,2.0,310.0,1.0,1.0,2.0,1.0,4.0,1.0,748.0,0.0,9.0,757.0,0.0
2,Sundargar,12,Rourkela,65.0,,,,,,,,242.0,97.0,0.0,276.0,0.0,1.0,0.0,0.0,8.0,1.0,625.0,0.0,0.0,625.0,0.0
2,Sundargar,12,Rourkela,66.0,,,,,,,,217.0,43.0,2.0,338.0,0.0,0.0,0.0,0.0,3.0,0.0,603.0,0.0,4.0,607.0,0.0
2,Sundargar,12,Rourkela,67.0,,,,,,,,142.0,36.0,5.0,212.0,0.0,0.0,0.0,0.0,3.0,1.0,399.0,0.0,2.0,401.0,0.0
2,Sundargar,12,Rourkela,68.0,,,,,,,,255.0,81.0,3.0,409.0,4.0,1.0,0.0,3.0,6.0,0.0,762.0,0.0,6.0,768.0,0.0
