pc_id,pc_name,ac_id,ac_name,BOOTH NO,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,TOTAL VALID VOTES,No of rejected votes,NOTA,Total,No of Tendered votes
14,Cuttack,92,Baramba,21,,,,,,,,142.0,214.0,77.0,2.0,1.0,0.0,0.0,1.0,437.0,0.0,0.0,437.0,0.0
14,Cuttack,92,Baramba,22,,,,,,,,154.0,181.0,12.0,0.0,0.0,0.0,0.0,1.0,348.0,0.0,0.0,348.0,0.0
14,Cuttack,92,Baramba,23,,,,,,,,163.0,201.0,0.0,0.0,1.0,4.0,2.0,2.0,373.0,0.0,2.0,375.0,0.0
14,Cuttack,92,Baramba,24,,,,,,,,228.0,505.0,10.0,3.0,1.0,1.0,0.0,1.0,749.0,0.0,1.0,750.0,0.0
14,Cuttack,92,Baramba,25,,,,,,,,344.0,403.0,26.0,6.0,1.0,0.0,0.0,2.0,782.0,0.0,9.0,791.0,0.0
14,Cuttack,92,Baramba,26,,,,,,,,162.0,176.0,28.0,5.0,1.0,1.0,0.0,1.0,374.0,0.0,1.0,375.0,0.0
14,Cuttack,92,Baramba,27,,,,,,,,163.0,402.0,248.0,9.0,2.0,1.0,1.0,6.0,832.0,0.0,6.0,838.0,0.0
14,Cuttack,92,Baramba,28,,,,,,,,68.0,323.0,214.0,1.0,1.0,2.0,0.0,4.0,613.0,0.0,2.0,615.0,0.0
14,Cuttack,92,Baramba,29,,,,,,,,145.0,280.0,50.0,2.0,1.0,1.0,1.0,1.0,481.0,0.0,4.0,485.0,0.0
14,Cuttack,92,Baramba,30,,,,,,,,106.0,164.0,20.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,2.0,292.0,0.0
14,Cuttack,92,Baramba,31,,,,,,,,197.0,219.0,18.0,0.0,1.0,0.0,1.0,1.0,437.0,0.0,0.0,437.0,0.0
14,Cuttack,92,Baramba,32,,,,,,,,359.0,517.0,81.0,4.0,1.0,4.0,0.0,1.0,967.0,0.0,6.0,973.0,0.0
14,Cuttack,92,Baramba,33,,,,,,,,469.0,530.0,40.0,0.0,3.0,1.0,1.0,3.0,1047.0,0.0,4.0,1051.0,0.0
14,Cuttack,92,Baramba,34,,,,,,,,229.0,445.0,128.0,2.0,1.0,0.0,2.0,2.0,809.0,0.0,2.0,811.0,0.0
14,Cuttack,92,Baramba,35,,,,,,,,424.0,488.0,67.0,0.0,1.0,1.0,0.0,4.0,985.0,0.0,4.0,989.0,0.0
14,Cuttack,92,Baramba,36,,,,,,,,214.0,583.0,40.0,1.0,0.0,2.0,2.0,2.0,844.0,0.0,4.0,848.0,0.0
14,Cuttack,92,Baramba,37,,,,,,,,207.0,243.0,68.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,2.0,520.0,0.0
14,Cuttack,92,Baramba,38,,,,,,,,126.0,364.0,21.0,1.0,0.0,1.0,1.0,0.0,514.0,0.0,1.0,515.0,0.0
14,Cuttack,92,Baramba,39,,,,,,,,52.0,483.0,217.0,0.0,2.0,0.0,1.0,0.0,755.0,0.0,5.0,760.0,0.0
14,Cuttack,92,Baramba,40,,,,,,,,202.0,483.0,110.0,2.0,3.0,6.0,1.0,5.0,812.0,0.0,9.0,821.0,0.0
14,Cuttack,92,Baramba,41,,,,,,,,195.0,245.0,45.0,0.0,1.0,2.0,0.0,2.0,490.0,0.0,2.0,492.0,0.0
14,Cuttack,92,Baramba,42,,,,,,,,282.0,496.0,97.0,4.0,0.0,0.0,1.0,3.0,883.0,0.0,0.0,883.0,0.0
14,Cuttack,92,Baramba,43,,,,,,,,296.0,372.0,60.0,4.0,1.0,1.0,0.0,5.0,739.0,0.0,5.0,744.0,0.0
14,Cuttack,92,Baramba,44,,,,,,,,103.0,168.0,53.0,0.0,2.0,0.0,0.0,0.0,326.0,0.0,0.0,326.0,0.0
14,Cuttack,92,Baramba,45,,,,,,,,301.0,384.0,26.0,0.0,2.0,1.0,0.0,2.0,716.0,0.0,0.0,716.0,0.0
14,Cuttack,92,Baramba,46,,,,,,,,158.0,259.0,29.0,2.0,1.0,0.0,0.0,1.0,450.0,0.0,0.0,450.0,0.0
14,Cuttack,92,Baramba,47,,,,,,,,149.0,153.0,18.0,1.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,321.0,0.0
14,Cuttack,92,Baramba,48,,,,,,,,166.0,473.0,107.0,4.0,1.0,0.0,0.0,2.0,753.0,0.0,4.0,757.0,0.0
14,Cuttack,92,Baramba,49,,,,,,,,48.0,109.0,7.0,2.0,2.0,1.0,0.0,1.0,170.0,0.0,1.0,171.0,0.0
14,Cuttack,92,Baramba,50,,,,,,,,254.0,568.0,33.0,1.0,1.0,0.0,0.0,0.0,857.0,0.0,4.0,861.0,0.0
14,Cuttack,92,Baramba,51,,,,,,,,136.0,466.0,34.0,1.0,0.0,2.0,0.0,0.0,639.0,0.0,3.0,642.0,0.0
14,Cuttack,92,Baramba,52,,,,,,,,285.0,419.0,83.0,1.0,0.0,0.0,0.0,0.0,788.0,0.0,1.0,789.0,0.0
14,Cuttack,92,Baramba,53,,,,,,,,268.0,384.0,22.0,0.0,2.0,0.0,2.0,0.0,678.0,0.0,1.0,679.0,0.0
14,Cuttack,92,Baramba,54,,,,,,,,305.0,334.0,30.0,1.0,2.0,2.0,2.0,0.0,676.0,0.0,14.0,690.0,0.0
14,Cuttack,92,Baramba,55,,,,,,,,295.0,367.0,52.0,0.0,0.0,1.0,3.0,1.0,719.0,0.0,4.0,723.0,0.0
14,Cuttack,92,Baramba,56,,,,,,,,131.0,99.0,1.0,0.0,0.0,0.0,0.0,1.0,232.0,0.0,1.0,233.0,0.0
14,Cuttack,92,Baramba,57,,,,,,,,346.0,266.0,22.0,1.0,3.0,0.0,1.0,0.0,639.0,0.0,2.0,641.0,0.0
14,Cuttack,92,Baramba,58,,,,,,,,373.0,537.0,21.0,2.0,1.0,0.0,1.0,1.0,936.0,0.0,2.0,938.0,0.0
14,Cuttack,92,Baramba,59,,,,,,,,302.0,463.0,24.0,0.0,1.0,0.0,2.0,3.0,795.0,0.0,9.0,804.0,0.0
14,Cuttack,92,Baramba,60,,,,,,,,338.0,506.0,14.0,6.0,3.0,2.0,1.0,6.0,876.0,0.0,6.0,882.0,0.0
14,Cuttack,92,Baramba,61,,,,,,,,351.0,289.0,10.0,2.0,2.0,1.0,1.0,0.0,656.0,0.0,1.0,657.0,0.0
14,Cuttack,92,Baramba,62,,,,,,,,137.0,229.0,4.0,0.0,0.0,1.0,1.0,1.0,373.0,0.0,1.0,374.0,0.0
14,Cuttack,92,Baramba,63,,,,,,,,302.0,248.0,4.0,2.0,0.0,0.0,0.0,1.0,557.0,0.0,4.0,561.0,0.0
14,Cuttack,92,Baramba,64,,,,,,,,305.0,395.0,31.0,2.0,0.0,0.0,1.0,0.0,734.0,0.0,1.0,735.0,0.0
14,Cuttack,92,Baramba,65,,,,,,,,339.0,452.0,13.0,1.0,3.0,0.0,0.0,0.0,808.0,0.0,1.0,809.0,0.0
14,Cuttack,92,Baramba,66,,,,,,,,89.0,141.0,8.0,2.0,0.0,0.0,1.0,0.0,241.0,0.0,0.0,241.0,0.0
14,Cuttack,92,Baramba,67,,,,,,,,449.0,508.0,55.0,3.0,3.0,2.0,3.0,3.0,1026.0,0.0,1.0,1027.0,0.0
14,Cuttack,92,Baramba,68,,,,,,,,454.0,466.0,60.0,6.0,0.0,5.0,0.0,3.0,994.0,0.0,4.0,998.0,0.0
14,Cuttack,92,Baramba,69,,,,,,,,194.0,319.0,27.0,4.0,0.0,1.0,1.0,0.0,546.0,0.0,5.0,551.0,0.0
14,Cuttack,92,Baramba,70,,,,,,,,275.0,384.0,50.0,3.0,2.0,1.0,0.0,0.0,715.0,0.0,1.0,716.0,0.0
14,Cuttack,92,Baramba,71,,,,,,,,270.0,408.0,23.0,1.0,0.0,0.0,0.0,2.0,704.0,0.0,4.0,708.0,0.0
14,Cuttack,92,Baramba,72,,,,,,,,416.0,442.0,31.0,2.0,0.0,3.0,1.0,1.0,896.0,0.0,4.0,900.0,0.0
14,Cuttack,92,Baramba,73,,,,,,,,251.0,268.0,33.0,2.0,2.0,1.0,2.0,2.0,561.0,0.0,0.0,561.0,0.0
14,Cuttack,92,Baramba,74,,,,,,,,268.0,350.0,17.0,0.0,1.0,2.0,0.0,0.0,638.0,0.0,2.0,640.0,0.0
14,Cuttack,92,Baramba,75,,,,,,,,314.0,563.0,42.0,2.0,4.0,1.0,0.0,2.0,928.0,0.0,0.0,928.0,0.0
14,Cuttack,92,Baramba,76,,,,,,,,85.0,191.0,89.0,1.0,0.0,1.0,0.0,0.0,367.0,0.0,0.0,367.0,0.0
14,Cuttack,92,Baramba,77,,,,,,,,330.0,364.0,160.0,2.0,2.0,4.0,3.0,3.0,868.0,0.0,3.0,871.0,0.0
14,Cuttack,92,Baramba,78,,,,,,,,258.0,439.0,44.0,16.0,1.0,0.0,1.0,1.0,760.0,0.0,2.0,762.0,0.0
14,Cuttack,92,Baramba,79,,,,,,,,193.0,324.0,17.0,2.0,0.0,1.0,0.0,1.0,538.0,0.0,2.0,540.0,0.0
14,Cuttack,92,Baramba,80,,,,,,,,467.0,474.0,40.0,2.0,6.0,0.0,1.0,2.0,992.0,0.0,4.0,996.0,0.0
14,Cuttack,92,Baramba,81,,,,,,,,340.0,317.0,141.0,10.0,0.0,0.0,1.0,0.0,809.0,0.0,2.0,811.0,0.0
14,Cuttack,92,Baramba,82,,,,,,,,258.0,403.0,55.0,4.0,0.0,1.0,1.0,3.0,725.0,0.0,8.0,733.0,0.0
14,Cuttack,92,Baramba,83,,,,,,,,236.0,248.0,93.0,4.0,2.0,0.0,1.0,1.0,585.0,0.0,3.0,588.0,0.0
14,Cuttack,92,Baramba,84,,,,,,,,401.0,436.0,91.0,2.0,1.0,0.0,0.0,2.0,933.0,0.0,4.0,937.0,0.0
14,Cuttack,92,Baramba,85,,,,,,,,111.0,117.0,45.0,2.0,2.0,0.0,0.0,4.0,281.0,0.0,5.0,286.0,0.0
14,Cuttack,92,Baramba,86,,,,,,,,423.0,531.0,57.0,4.0,4.0,6.0,0.0,2.0,1027.0,0.0,3.0,1030.0,0.0
14,Cuttack,92,Baramba,87,,,,,,,,139.0,258.0,178.0,2.0,1.0,1.0,1.0,0.0,580.0,0.0,1.0,581.0,0.0
14,Cuttack,92,Baramba,88,,,,,,,,162.0,327.0,61.0,1.0,1.0,4.0,0.0,0.0,556.0,0.0,0.0,556.0,0.0
14,Cuttack,92,Baramba,89,,,,,,,,227.0,283.0,57.0,3.0,2.0,1.0,1.0,1.0,575.0,0.0,3.0,578.0,0.0
14,Cuttack,92,Baramba,90,,,,,,,,102.0,375.0,2.0,3.0,0.0,0.0,1.0,1.0,484.0,0.0,1.0,485.0,0.0
14,Cuttack,92,Baramba,91,,,,,,,,103.0,131.0,20.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,254.0,0.0
14,Cuttack,92,Baramba,92,,,,,,,,364.0,606.0,8.0,2.0,1.0,2.0,2.0,2.0,987.0,0.0,6.0,993.0,0.0
14,Cuttack,92,Baramba,93,,,,,,,,317.0,445.0,70.0,3.0,2.0,1.0,0.0,0.0,838.0,0.0,7.0,845.0,0.0
14,Cuttack,92,Baramba,94,,,,,,,,263.0,434.0,85.0,1.0,0.0,0.0,0.0,0.0,783.0,0.0,0.0,783.0,0.0
14,Cuttack,92,Baramba,95,,,,,,,,270.0,249.0,59.0,4.0,1.0,2.0,0.0,0.0,585.0,0.0,0.0,585.0,0.0
14,Cuttack,92,Baramba,96,,,,,,,,412.0,357.0,19.0,0.0,1.0,2.0,1.0,0.0,792.0,0.0,2.0,794.0,0.0
14,Cuttack,92,Baramba,97,,,,,,,,166.0,373.0,14.0,3.0,2.0,0.0,2.0,3.0,563.0,0.0,2.0,565.0,0.0
14,Cuttack,92,Baramba,98,,,,,,,,229.0,241.0,94.0,3.0,1.0,0.0,1.0,0.0,569.0,0.0,0.0,569.0,0.0
14,Cuttack,92,Baramba,99,,,,,,,,252.0,370.0,58.0,3.0,1.0,0.0,1.0,0.0,685.0,0.0,10.0,695.0,0.0
14,Cuttack,92,Baramba,100,,,,,,,,503.0,435.0,60.0,8.0,3.0,7.0,4.0,3.0,1023.0,0.0,2.0,1025.0,0.0
14,Cuttack,92,Baramba,101,,,,,,,,196.0,526.0,54.0,2.0,2.0,0.0,0.0,3.0,783.0,0.0,6.0,789.0,0.0
14,Cuttack,92,Baramba,102,,,,,,,,352.0,485.0,53.0,8.0,2.0,4.0,0.0,1.0,905.0,0.0,4.0,909.0,0.0
14,Cuttack,92,Baramba,103,,,,,,,,263.0,494.0,40.0,0.0,0.0,0.0,0.0,1.0,798.0,0.0,5.0,803.0,0.0
14,Cuttack,92,Baramba,104,,,,,,,,390.0,537.0,88.0,3.0,2.0,1.0,6.0,1.0,1028.0,0.0,3.0,1031.0,0.0
14,Cuttack,92,Baramba,105,,,,,,,,290.0,525.0,85.0,3.0,2.0,2.0,3.0,3.0,913.0,0.0,9.0,922.0,0.0
14,Cuttack,92,Baramba,106,,,,,,,,331.0,333.0,11.0,0.0,0.0,0.0,0.0,0.0,675.0,0.0,2.0,677.0,0.0
14,Cuttack,92,Baramba,107,,,,,,,,86.0,192.0,15.0,0.0,0.0,0.0,2.0,0.0,295.0,0.0,1.0,296.0,0.0
14,Cuttack,92,Baramba,108,,,,,,,,280.0,346.0,13.0,2.0,3.0,2.0,1.0,0.0,647.0,0.0,4.0,651.0,0.0
14,Cuttack,92,Baramba,109,,,,,,,,444.0,402.0,35.0,1.0,1.0,2.0,2.0,0.0,887.0,0.0,3.0,890.0,0.0
14,Cuttack,92,Baramba,110,,,,,,,,352.0,358.0,23.0,0.0,2.0,3.0,1.0,0.0,739.0,0.0,0.0,739.0,0.0
14,Cuttack,92,Baramba,111,,,,,,,,116.0,215.0,3.0,0.0,1.0,0.0,0.0,0.0,335.0,0.0,2.0,337.0,0.0
14,Cuttack,92,Baramba,112,,,,,,,,146.0,374.0,5.0,1.0,1.0,0.0,0.0,1.0,528.0,0.0,0.0,528.0,0.0
14,Cuttack,92,Baramba,113,,,,,,,,231.0,333.0,19.0,2.0,0.0,0.0,1.0,1.0,587.0,0.0,4.0,591.0,0.0
14,Cuttack,92,Baramba,114,,,,,,,,356.0,580.0,48.0,0.0,1.0,1.0,0.0,1.0,987.0,0.0,1.0,988.0,0.0
14,Cuttack,92,Baramba,115,,,,,,,,186.0,247.0,9.0,0.0,1.0,0.0,0.0,1.0,444.0,0.0,1.0,445.0,0.0
14,Cuttack,92,Baramba,116,,,,,,,,236.0,386.0,25.0,4.0,0.0,0.0,0.0,1.0,652.0,0.0,5.0,657.0,0.0
14,Cuttack,92,Baramba,117,,,,,,,,446.0,488.0,27.0,5.0,1.0,0.0,0.0,2.0,969.0,0.0,1.0,970.0,0.0
14,Cuttack,92,Baramba,118,,,,,,,,108.0,170.0,5.0,0.0,1.0,0.0,0.0,0.0,284.0,0.0,1.0,285.0,0.0
14,Cuttack,92,Baramba,119,,,,,,,,368.0,382.0,13.0,2.0,0.0,0.0,1.0,0.0,766.0,0.0,4.0,770.0,0.0
