pc_id,pc_name,ac_id,ac_name,BOOTH NO,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,TOTAL VALID VOTES,No of rejected votes,NOTA,Total,No of Tendered votes
15,Kendrapara ,100,Mahanga,"POSTAL 
BALLOT",,,,,,,,148.0,1.0,271.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,18.0,2.0,461.0,0.0
15,Kendrapara ,100,Mahanga,1,,,,,,,,133.0,0.0,145.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,1.0,314.0,0.0
15,Kendrapara ,100,Mahanga,2,,,,,,,,434.0,2.0,285.0,109.0,0.0,1.0,0.0,0.0,0.0,1.0,832.0,0.0,0.0,832.0,0.0
15,Kendrapara ,100,Mahanga,3,,,,,,,,321.0,0.0,157.0,53.0,0.0,0.0,0.0,0.0,1.0,1.0,533.0,0.0,0.0,533.0,0.0
15,Kendrapara ,100,Mahanga,4,,,,,,,,364.0,1.0,262.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,4.0,696.0,0.0
15,Kendrapara ,100,Mahanga,5,,,,,,,,335.0,2.0,397.0,106.0,2.0,2.0,0.0,0.0,0.0,0.0,844.0,0.0,6.0,850.0,0.0
15,Kendrapara ,100,Mahanga,6,,,,,,,,266.0,3.0,258.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,0.0,1.0,565.0,0.0
15,Kendrapara ,100,Mahanga,7,,,,,,,,316.0,0.0,265.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,610.0,0.0,0.0,610.0,0.0
15,Kendrapara ,100,Mahanga,8,,,,,,,,182.0,2.0,153.0,151.0,1.0,0.0,2.0,0.0,2.0,1.0,494.0,0.0,1.0,495.0,0.0
15,Kendrapara ,100,Mahanga,9,,,,,,,,209.0,19.0,201.0,90.0,0.0,1.0,0.0,2.0,1.0,0.0,523.0,0.0,3.0,526.0,0.0
