pc_id,pc_name,ac_id,ac_name,Booth No.,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Total Valid votes,No. of Rejected Votes,Votes for NOTA option,Total,No. of Tendered Votes
4,Keonjhar,22,Telkoi,147,,,,,,,,106,158,269,4,4,2,1,0,544,0,1.0,545,0
4,Keonjhar,22,Telkoi,148,,,,,,,,18,53,206,0,1,0,0,0,278,0,0.0,278,0
4,Keonjhar,22,Telkoi,149,,,,,,,,57,76,249,2,0,0,0,0,384,0,1.0,385,0
4,Keonjhar,22,Telkoi,150,,,,,,,,47,142,319,3,0,0,1,0,512,0,0.0,512,0
4,Keonjhar,22,Telkoi,151,,,,,,,,84,244,357,4,3,2,3,1,698,0,5.0,703,0
4,Keonjhar,22,Telkoi,152,,,,,,,,61,203,301,4,0,1,0,4,574,0,2.0,576,0
4,Keonjhar,22,Telkoi,153,,,,,,,,111,157,197,6,1,0,0,0,472,0,1.0,473,0
4,Keonjhar,22,Telkoi,154,,,,,,,,31,65,190,0,0,0,0,0,286,0,0.0,286,0
4,Keonjhar,22,Telkoi,155,,,,,,,,88,182,216,0,0,0,0,1,487,0,0.0,487,0
4,Keonjhar,22,Telkoi,156,,,,,,,,73,93,116,0,0,0,0,0,282,0,2.0,284,0
4,Keonjhar,22,Telkoi,157,,,,,,,,149,243,437,1,0,0,1,0,831,0,2.0,833,0
4,Keonjhar,22,Telkoi,158,,,,,,,,45,94,168,3,2,2,0,0,314,0,0.0,314,0
4,Keonjhar,22,Telkoi,159,,,,,,,,22,121,106,0,0,0,0,0,249,0,0.0,249,0
4,Keonjhar,22,Telkoi,160,,,,,,,,131,225,295,1,1,4,0,1,658,0,0.0,658,0
4,Keonjhar,22,Telkoi,161,,,,,,,,77,153,425,6,1,1,2,0,665,0,0.0,665,0
4,Keonjhar,22,Telkoi,162,,,,,,,,76,137,317,1,0,1,1,1,534,0,1.0,535,0
4,Keonjhar,22,Telkoi,163,,,,,,,,75,202,239,0,1,2,0,0,519,0,1.0,520,0
4,Keonjhar,22,Telkoi,164,,,,,,,,83,174,396,1,0,0,0,0,654,0,2.0,656,0
4,Keonjhar,22,Telkoi,165,,,,,,,,28,179,346,2,0,1,2,1,559,0,3.0,562,0
4,Keonjhar,22,Telkoi,166,,,,,,,,96,357,424,4,1,2,0,0,884,0,1.0,885,0
4,Keonjhar,22,Telkoi,167,,,,,,,,35,128,228,2,1,1,1,0,396,0,0.0,396,0
4,Keonjhar,22,Telkoi,168,,,,,,,,44,225,282,0,0,2,0,3,556,0,1.0,557,0
4,Keonjhar,22,Telkoi,169,,,,,,,,70,287,503,1,1,2,0,0,864,0,0.0,864,0
4,Keonjhar,22,Telkoi,170,,,,,,,,123,86,309,1,1,1,1,0,522,0,6.0,528,0
4,Keonjhar,22,Telkoi,171,,,,,,,,35,91,220,1,0,0,0,0,347,0,0.0,347,0
4,Keonjhar,22,Telkoi,172,,,,,,,,89,145,235,3,0,0,1,0,473,0,7.0,480,0
4,Keonjhar,22,Telkoi,173,,,,,,,,53,178,236,1,0,0,1,0,469,0,1.0,470,0
4,Keonjhar,22,Telkoi,174,,,,,,,,154,151,156,1,1,0,0,0,463,0,5.0,468,0
4,Keonjhar,22,Telkoi,175,,,,,,,,205,147,116,1,3,0,0,3,475,0,0.0,475,0
4,Keonjhar,22,Telkoi,176,,,,,,,,173,268,340,2,0,0,0,0,783,0,1.0,784,0
4,Keonjhar,22,Telkoi,177,,,,,,,,16,785,50,0,0,0,0,0,851,0,0.0,851,0
