pc_id,pc_name,ac_id,ac_name,Serion No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Total of valid votes,No. of rejected Votes (Test Votes),Votes for NOTA option,Total,No. of tendered votes
5,Mayurbhanj,28,Morada,28,,,,,,,,4,114,175,7,268,6,9,38,5,626,nan,20,646,nan
5,Mayurbhanj,28,Morada,29,,,,,,,,4,209,131,7,85,2,2,41,11,492,nan,6,498,nan
5,Mayurbhanj,28,Morada,30,,,,,,,,0,0,0,0,0,0,0,0,0,0,nan,0,0,nan
5,Mayurbhanj,28,Morada,31,,,,,,,,7,174,181,5,88,8,5,55,7,530,nan,13,543,nan
5,Mayurbhanj,28,Morada,32,,,,,,,,10,83,109,5,204,6,1,8,4,430,nan,7,437,nan
5,Mayurbhanj,28,Morada,33,,,,,,,,12,87,128,5,50,4,1,7,2,296,nan,2,298,nan
5,Mayurbhanj,28,Morada,34,,,,,,,,4,19,91,2,279,4,3,2,1,405,nan,4,409,nan
5,Mayurbhanj,28,Morada,35,,,,,,,,4,146,179,4,34,2,2,25,2,398,nan,4,402,nan
5,Mayurbhanj,28,Morada,36,,,,,,,,19,360,232,9,58,7,3,49,12,749,nan,9,758,nan
5,Mayurbhanj,28,Morada,37,,,,,,,,13,204,206,7,14,1,4,128,6,583,nan,12,595,nan
5,Mayurbhanj,28,Morada,38,,,,,,,,9,330,130,3,21,1,1,15,2,512,nan,17,529,nan
5,Mayurbhanj,28,Morada,39,,,,,,,,10,329,281,8,125,6,4,15,4,782,nan,17,799,nan
5,Mayurbhanj,28,Morada,40,,,,,,,,14,466,236,1,41,5,2,5,3,773,nan,21,794,nan
5,Mayurbhanj,28,Morada,41,,,,,,,,6,397,171,5,23,3,4,5,3,617,nan,10,627,nan
5,Mayurbhanj,28,Morada,42,,,,,,,,8,190,210,9,179,0,8,4,7,615,nan,6,621,nan
5,Mayurbhanj,28,Morada,43,,,,,,,,3,87,203,5,461,12,8,9,6,794,nan,4,798,nan
5,Mayurbhanj,28,Morada,44,,,,,,,,3,38,132,1,152,2,4,0,0,332,nan,1,333,nan
5,Mayurbhanj,28,Morada,45,,,,,,,,7,44,125,2,158,2,3,24,3,368,nan,3,371,nan
5,Mayurbhanj,28,Morada,46,,,,,,,,3,122,194,7,84,3,4,30,2,449,nan,5,454,nan
5,Mayurbhanj,28,Morada,47,,,,,,,,8,427,233,7,40,4,0,31,4,754,nan,4,758,nan
5,Mayurbhanj,28,Morada,48,,,,,,,,11,73,94,11,200,10,5,57,3,464,nan,0,464,nan
5,Mayurbhanj,28,Morada,49,,,,,,,,6,176,184,2,243,0,3,2,4,620,nan,4,624,nan
