pc_id,pc_name,ac_id,ac_name,Serial No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Total of valid votes,No. of rejected votes (Test votes),Votes for NOTA option,Total No. of tendered votes
3,Sambalpur,14,Athamallik,28,,,,,,,,116,16,215,269,18,12,79,8,733,nan,14,nan
3,Sambalpur,14,Athamallik,29,,,,,,,,86,2,111,312,1,4,6,3,525,nan,11,nan
3,Sambalpur,14,Athamallik,30,,,,,,,,105,0,72,148,2,0,3,1,331,nan,1,nan
3,Sambalpur,14,Athamallik,31,,,,,,,,119,1,185,351,1,6,26,9,698,nan,6,nan
3,Sambalpur,14,Athamallik,32,,,,,,,,128,5,159,340,16,14,9,5,676,nan,3,nan
3,Sambalpur,14,Athamallik,34,,,,,,,,115,13,114,265,5,2,9,44,567,nan,2,nan
3,Sambalpur,14,Athamallik,35,,,,,,,,113,10,81,51,3,3,4,101,366,nan,12,nan
3,Sambalpur,14,Athamallik,36,,,,,,,,32,15,77,156,3,2,75,40,400,nan,5,nan
3,Sambalpur,14,Athamallik,37,,,,,,,,86,14,208,143,12,4,13,159,639,nan,14,nan
3,Sambalpur,14,Athamallik,38,,,,,,,,81,10,183,354,6,7,31,4,676,nan,3,nan
3,Sambalpur,14,Athamallik,39,,,,,,,,130,1,154,175,6,4,32,6,508,nan,18,nan
3,Sambalpur,14,Athamallik,40,,,,,,,,162,7,143,152,1,2,25,8,500,nan,12,nan
3,Sambalpur,14,Athamallik,41,,,,,,,,174,5,135,14,3,6,19,0,356,nan,3,nan
3,Sambalpur,14,Athamallik,42,,,,,,,,181,23,163,196,18,10,47,5,643,nan,10,nan
3,Sambalpur,14,Athamallik,43,,,,,,,,212,18,202,231,10,3,31,5,712,nan,3,nan
3,Sambalpur,14,Athamallik,44,,,,,,,,247,10,157,129,3,8,59,8,621,nan,14,nan
3,Sambalpur,14,Athamallik,45,,,,,,,,118,11,155,363,9,6,130,8,800,nan,9,nan
3,Sambalpur,14,Athamallik,46,,,,,,,,67,6,67,150,12,6,177,11,496,nan,11,nan
3,Sambalpur,14,Athamallik,47,,,,,,,,149,13,214,114,6,9,191,6,702,nan,5,nan
3,Sambalpur,14,Athamallik,48,,,,,,,,142,12,166,260,6,6,27,6,625,nan,4,nan
3,Sambalpur,14,Athamallik,49,,,,,,,,110,4,128,135,4,1,8,1,391,nan,0,nan
3,Sambalpur,14,Athamallik,50,,,,,,,,120,4,96,149,3,3,36,4,415,nan,4,nan
3,Sambalpur,14,Athamallik,52,,,,,,,,103,8,113,168,12,7,63,52,526,nan,19,nan
3,Sambalpur,14,Athamallik,53,,,,,,,,8,1,16,101,3,2,23,77,231,nan,1,nan
3,Sambalpur,14,Athamallik,54,,,,,,,,35,3,119,159,3,2,9,5,335,nan,10,nan
3,Sambalpur,14,Athamallik,55,,,,,,,,28,10,68,295,4,5,9,1,420,nan,8,nan
3,Sambalpur,14,Athamallik,56,,,,,,,,150,10,145,251,20,7,18,223,824,nan,17,nan
3,Sambalpur,14,Athamallik,57,,,,,,,,127,4,102,143,11,1,228,1,617,nan,4,nan
3,Sambalpur,14,Athamallik,58,,,,,,,,147,7,215,365,6,2,44,4,790,nan,6,nan
3,Sambalpur,14,Athamallik,59,,,,,,,,71,4,97,186,5,7,106,5,481,nan,0,nan
3,Sambalpur,14,Athamallik,60,,,,,,,,85,8,86,159,6,2,76,4,426,nan,11,nan
3,Sambalpur,14,Athamallik,61,,,,,,,,124,15,229,205,12,9,31,73,698,nan,23,nan
3,Sambalpur,14,Athamallik,62,,,,,,,,42,13,73,435,17,7,112,3,702,nan,16,nan
3,Sambalpur,14,Athamallik,63,,,,,,,,74,3,189,76,3,1,27,0,373,nan,1,nan
3,Sambalpur,14,Athamallik,64,,,,,,,,111,6,170,124,7,5,7,3,433,nan,4,nan
3,Sambalpur,14,Athamallik,65,,,,,,,,146,7,298,204,6,4,6,1,672,nan,13,nan
3,Sambalpur,14,Athamallik,66,,,,,,,,310,8,335,118,8,7,19,5,810,nan,7,nan
3,Sambalpur,14,Athamallik,67,,,,,,,,104,5,73,172,2,1,6,2,365,nan,5,nan
3,Sambalpur,14,Athamallik,68,,,,,,,,202,5,124,157,8,3,6,4,509,nan,7,nan
3,Sambalpur,14,Athamallik,69,,,,,,,,87,7,88,597,14,16,12,13,834,nan,8,nan
3,Sambalpur,14,Athamallik,70,,,,,,,,74,9,199,306,11,7,9,13,628,nan,25,nan
3,Sambalpur,14,Athamallik,71,,,,,,,,8,13,30,153,5,3,4,153,369,nan,2,nan
3,Sambalpur,14,Athamallik,72,,,,,,,,20,4,168,295,6,4,8,3,508,nan,17,nan
3,Sambalpur,14,Athamallik,73,,,,,,,,25,3,134,134,6,2,5,14,323,nan,1,nan
3,Sambalpur,14,Athamallik,74,,,,,,,,36,0,143,172,3,0,44,3,401,nan,3,nan
