pc_id,pc_name,ac_id,ac_name,Serial No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Candidate 11,Candidate 12,Candidate 13,Candidate 14,Candidate 15,Candidate 16,Total of valid votes,No. of rejected votes,NOTA,Total,No of tendered votes
4,Keonjhar,25,Patna,189,,,,,,,,5,386,220,12,0,2,2,2,2,5,3,2,2,2,6,4,655,nan,3,658,nan
4,Keonjhar,25,Patna,190,,,,,,,,6,207,501,12,1,1,2,0,0,1,0,0,4,0,1,0,736,nan,2,738,nan
4,Keonjhar,25,Patna,191,,,,,,,,14,508,314,17,0,0,2,1,1,10,1,3,2,1,3,1,878,nan,2,880,nan
4,Keonjhar,25,Patna,192,,,,,,,,8,274,234,6,0,1,4,4,0,6,1,2,10,2,3,4,559,nan,2,561,nan
4,Keonjhar,25,Patna,193,,,,,,,,14,445,288,7,2,2,1,6,2,7,1,1,1,4,2,1,784,nan,3,787,nan
4,Keonjhar,25,Patna,194,,,,,,,,10,187,146,4,1,0,0,0,1,2,0,0,0,1,12,0,364,nan,2,366,nan
4,Keonjhar,25,Patna,195,,,,,,,,5,483,289,2,1,1,1,3,0,3,0,2,2,2,1,5,800,nan,2,802,nan
4,Keonjhar,25,Patna,196,,,,,,,,4,211,178,10,2,0,0,1,1,2,0,0,11,3,7,0,430,nan,1,431,nan
4,Keonjhar,25,Patna,197,,,,,,,,15,395,309,4,1,4,2,2,0,8,1,2,3,4,5,7,762,nan,1,763,nan
4,Keonjhar,25,Patna,198,,,,,,,,13,379,323,9,0,1,2,1,1,4,0,0,7,0,9,0,749,nan,0,749,nan
4,Keonjhar,25,Patna,199,,,,,,,,9,403,268,10,2,2,3,3,6,6,3,4,16,6,10,6,757,nan,1,758,nan
4,Keonjhar,25,Patna,200,,,,,,,,4,460,326,12,2,1,1,3,5,15,5,5,19,5,91,23,977,nan,5,982,nan
4,Keonjhar,25,Patna,201,,,,,,,,8,383,137,6,0,2,2,1,1,2,0,2,1,0,22,2,569,nan,0,569,nan
4,Keonjhar,25,Patna,202,,,,,,,,7,256,94,3,0,0,0,1,1,7,1,2,0,1,7,2,382,nan,0,382,nan
4,Keonjhar,25,Patna,203,,,,,,,,14,521,474,18,1,8,3,5,4,4,3,1,1,2,2,1,1062,nan,4,1066,nan
4,Keonjhar,25,Patna,204,,,,,,,,7,706,287,0,2,1,0,3,1,4,1,2,1,0,1,0,1016,nan,0,1016,nan
4,Keonjhar,25,Patna,205,,,,,,,,8,395,290,4,1,3,1,3,1,5,0,0,2,2,52,2,769,nan,5,774,nan
4,Keonjhar,25,Patna,206,,,,,,,,3,507,311,16,1,1,0,2,1,1,1,0,0,6,14,1,865,nan,8,873,nan
4,Keonjhar,25,Patna,207,,,,,,,,3,593,175,48,1,0,2,0,0,2,0,0,0,0,4,1,829,nan,2,831,nan
4,Keonjhar,25,Patna,208,,,,,,,,0,650,20,48,2,0,0,0,0,6,0,0,1,0,21,1,749,nan,2,751,nan
4,Keonjhar,25,Patna,209,,,,,,,,6,893,100,98,0,2,2,1,1,3,0,6,2,1,14,2,1131,nan,2,1133,nan
4,Keonjhar,25,Patna,210,,,,,,,,6,402,272,8,0,0,1,0,3,4,0,0,0,3,8,0,707,nan,2,709,nan
4,Keonjhar,25,Patna,211,,,,,,,,1,253,148,5,0,0,0,1,0,2,0,0,2,0,0,1,413,nan,0,413,nan
4,Keonjhar,25,Patna,212,,,,,,,,10,515,134,8,0,1,1,2,0,6,4,25,2,3,28,3,742,nan,10,752,nan
4,Keonjhar,25,Patna,213,,,,,,,,1,468,135,8,0,0,1,5,4,1,2,7,5,3,24,11,675,nan,2,677,nan
4,Keonjhar,25,Patna,214,,,,,,,,4,466,253,9,1,2,2,0,1,2,0,1,4,2,9,1,757,nan,2,759,nan
4,Keonjhar,25,Patna,215,,,,,,,,12,526,397,11,1,0,0,2,1,4,1,0,1,2,5,1,964,nan,1,965,nan
4,Keonjhar,25,Patna,216,,,,,,,,8,336,365,6,1,2,3,2,2,2,0,0,3,1,3,3,737,nan,1,738,nan
4,Keonjhar,25,Patna,217,,,,,,,,2,387,146,0,0,0,0,0,1,1,0,0,0,0,0,0,537,nan,4,541,nan
4,Keonjhar,25,Patna,218,,,,,,,,3,294,79,3,2,1,0,0,0,0,0,0,0,0,1,0,383,nan,2,385,nan
4,Keonjhar,25,Patna,219,,,,,,,,11,369,237,7,1,3,0,3,2,3,1,1,3,1,2,3,647,nan,3,650,nan
4,Keonjhar,25,Patna,220,,,,,,,,5,537,150,5,0,0,1,2,2,2,0,5,4,1,8,3,725,nan,2,727,nan
4,Keonjhar,25,Patna,221,,,,,,,,7,347,197,8,2,2,0,3,0,6,0,1,1,9,2,1,586,nan,1,587,nan
4,Keonjhar,25,Patna,222,,,,,,,,3,338,151,9,2,1,0,2,1,2,1,1,2,24,3,3,543,nan,0,543,nan
4,Keonjhar,25,Patna,223,,,,,,,,0,197,102,0,0,0,0,2,2,2,2,0,0,1,3,4,315,nan,1,316,nan
4,Keonjhar,25,Patna,224,,,,,,,,6,501,254,10,2,0,0,2,2,7,2,0,1,2,2,1,792,nan,0,792,nan
4,Keonjhar,25,Patna,225,,,,,,,,7,468,170,10,1,1,1,2,4,5,0,0,1,2,5,3,680,nan,4,684,nan
4,Keonjhar,25,Patna,226,,,,,,,,2,219,171,2,0,0,0,0,0,1,0,0,0,4,3,1,403,nan,0,403,nan
4,Keonjhar,25,Patna,227,,,,,,,,7,493,273,11,1,4,1,6,2,7,5,2,8,2,4,1,827,nan,3,830,nan
4,Keonjhar,25,Patna,228,,,,,,,,11,471,276,6,2,2,1,1,2,6,0,0,7,45,10,7,847,nan,0,847,nan
4,Keonjhar,25,Patna,229,,,,,,,,3,363,145,4,3,0,0,0,0,6,0,1,1,4,5,3,538,nan,1,539,nan
4,Keonjhar,25,Patna,230,,,,,,,,15,530,407,12,1,2,0,0,1,2,1,0,1,4,9,1,986,nan,0,986,nan
4,Keonjhar,25,Patna,231,,,,,,,,5,403,190,2,1,0,0,2,1,11,3,0,0,0,1,3,622,nan,1,623,nan
4,Keonjhar,25,Patna,232,,,,,,,,10,390,96,8,0,1,0,1,0,1,0,0,1,0,4,0,512,nan,1,513,nan
4,Keonjhar,25,Patna,233,,,,,,,,9,520,226,5,4,4,0,1,1,4,1,1,1,3,7,1,788,nan,0,788,nan
4,Keonjhar,25,Patna,234,,,,,,,,14,243,165,23,0,0,0,1,0,4,0,2,2,3,5,4,466,nan,4,470,nan
4,Keonjhar,25,Patna,235,,,,,,,,7,376,217,6,3,0,0,1,1,8,2,0,4,1,4,1,631,nan,0,631,nan
4,Keonjhar,25,Patna,236,,,,,,,,5,409,326,49,3,6,2,7,3,13,8,6,42,7,6,15,907,nan,7,914,nan
4,Keonjhar,25,Patna,237,,,,,,,,9,457,234,22,6,2,3,3,0,4,3,1,2,2,9,6,763,nan,0,763,nan
4,Keonjhar,25,Patna,238,,,,,,,,24,433,358,13,0,1,0,0,0,0,0,1,0,3,28,2,863,nan,9,872,nan
4,Keonjhar,25,Patna,239,,,,,,,,21,504,258,11,1,3,3,0,0,3,0,0,5,1,7,1,818,nan,0,818,nan
4,Keonjhar,25,Patna,240,,,,,,,,9,305,249,25,2,0,0,1,2,2,0,0,0,0,1,1,597,nan,4,601,nan
4,Keonjhar,25,Patna,241,,,,,,,,6,225,227,13,0,1,0,2,1,2,0,2,6,0,3,0,488,nan,0,488,nan
4,Keonjhar,25,Patna,242,,,,,,,,13,529,267,28,0,4,1,1,3,6,0,0,3,2,4,0,861,nan,5,866,nan
4,Keonjhar,25,Patna,243,,,,,,,,11,471,279,69,4,5,2,4,1,7,5,2,5,1,6,5,877,nan,3,880,nan
4,Keonjhar,25,Patna,244,,,,,,,,11,395,264,28,1,2,0,0,4,4,1,1,0,0,6,0,717,nan,7,724,nan
4,Keonjhar,25,Patna,245,,,,,,,,6,564,296,38,0,0,1,3,1,5,1,1,1,1,4,1,923,nan,1,924,nan
4,Keonjhar,25,Patna,246,,,,,,,,10,331,206,15,2,2,1,0,0,0,0,0,2,0,2,1,572,nan,2,574,nan
4,Keonjhar,25,Patna,247,,,,,,,,6,251,221,6,0,1,0,2,0,3,1,0,0,0,3,2,496,nan,7,503,nan
4,Keonjhar,25,Patna,248,,,,,,,,12,335,147,14,1,0,0,1,0,1,0,0,0,1,1,0,513,nan,2,515,nan
4,Keonjhar,25,Patna,249,,,,,,,,6,614,213,92,0,2,4,1,0,1,2,7,3,6,9,1,961,nan,0,961,nan
4,Keonjhar,25,Patna,250,,,,,,,,7,389,196,9,1,0,0,2,0,5,1,2,0,2,12,1,627,nan,3,630,nan
4,Keonjhar,25,Patna,251,,,,,,,,10,392,303,10,2,4,0,2,1,2,2,1,2,0,4,1,736,nan,2,738,nan
4,Keonjhar,25,Patna,252,,,,,,,,7,379,248,5,0,2,0,0,0,0,1,0,0,1,1,0,644,nan,0,644,nan
