pc_id,pc_name,ac_id,ac_name,Serial No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Total Valid Votes,Number of Rejected Votes (Test Votes),Votes for NOTA option,Total,No of Tendered Votes
6,Balasore,35,Nilgiri,210,,,,,,,,576.0,388.0,1.0,88.0,1.0,3.0,0.0,0.0,2.0,1059.0,0.0,4.0,1063.0,0.0
6,Balasore,35,Nilgiri,211,,,,,,,,298.0,158.0,0.0,124.0,1.0,0.0,1.0,2.0,0.0,584.0,0.0,6.0,590.0,0.0
6,Balasore,35,Nilgiri,212,,,,,,,,513.0,294.0,3.0,135.0,0.0,0.0,0.0,3.0,2.0,950.0,0.0,3.0,953.0,0.0
6,Balasore,35,Nilgiri,213,,,,,,,,219.0,103.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,1.0,325.0,0.0
6,Balasore,35,Nilgiri,214,,,,,,,,449.0,159.0,1.0,103.0,2.0,1.0,1.0,5.0,0.0,721.0,0.0,3.0,724.0,0.0
6,Balasore,35,Nilgiri,215,,,,,,,,462.0,201.0,1.0,77.0,2.0,1.0,0.0,9.0,6.0,759.0,0.0,3.0,762.0,0.0
6,Balasore,35,Nilgiri,216,,,,,,,,244.0,203.0,0.0,264.0,0.0,1.0,2.0,0.0,9.0,723.0,0.0,2.0,725.0,0.0
6,Balasore,35,Nilgiri,217,,,,,,,,326.0,145.0,1.0,241.0,1.0,0.0,3.0,1.0,0.0,718.0,0.0,0.0,718.0,0.0
6,Balasore,35,Nilgiri,218,,,,,,,,333.0,177.0,2.0,210.0,0.0,2.0,1.0,1.0,5.0,731.0,0.0,3.0,734.0,0.0
6,Balasore,35,Nilgiri,219,,,,,,,,459.0,106.0,0.0,387.0,4.0,1.0,4.0,0.0,43.0,1004.0,0.0,2.0,1006.0,0.0
6,Balasore,35,Nilgiri,220,,,,,,,,132.0,57.0,1.0,173.0,1.0,0.0,0.0,0.0,0.0,364.0,0.0,2.0,366.0,0.0
6,Balasore,35,Nilgiri,221,,,,,,,,426.0,200.0,2.0,245.0,2.0,0.0,0.0,0.0,8.0,883.0,0.0,1.0,884.0,0.0
6,Balasore,35,Nilgiri,222,,,,,,,,336.0,116.0,0.0,201.0,1.0,0.0,1.0,1.0,2.0,658.0,0.0,3.0,661.0,0.0
6,Balasore,35,Nilgiri,223,,,,,,,,343.0,166.0,1.0,184.0,0.0,0.0,2.0,2.0,2.0,700.0,0.0,0.0,700.0,0.0
6,Balasore,35,Nilgiri,224,,,,,,,,294.0,161.0,1.0,224.0,0.0,1.0,0.0,1.0,2.0,684.0,0.0,0.0,684.0,0.0
6,Balasore,35,Nilgiri,225,,,,,,,,356.0,163.0,0.0,160.0,1.0,0.0,0.0,1.0,13.0,694.0,0.0,3.0,697.0,0.0
6,Balasore,35,Nilgiri,226,,,,,,,,344.0,288.0,2.0,194.0,1.0,0.0,1.0,2.0,2.0,834.0,0.0,2.0,836.0,0.0
6,Balasore,35,Nilgiri,227,,,,,,,,316.0,341.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,668.0,0.0,1.0,669.0,0.0
6,Balasore,35,Nilgiri,228,,,,,,,,323.0,280.0,2.0,8.0,0.0,0.0,2.0,0.0,3.0,618.0,0.0,2.0,620.0,0.0
6,Balasore,35,Nilgiri,229,,,,,,,,247.0,299.0,1.0,217.0,0.0,0.0,1.0,1.0,2.0,768.0,0.0,3.0,771.0,0.0
6,Balasore,35,Nilgiri,230,,,,,,,,290.0,245.0,2.0,307.0,2.0,1.0,0.0,3.0,1.0,851.0,0.0,4.0,855.0,0.0
6,Balasore,35,Nilgiri,231,,,,,,,,231.0,265.0,1.0,316.0,1.0,1.0,1.0,1.0,1.0,818.0,0.0,1.0,819.0,0.0
6,Balasore,35,Nilgiri,232,,,,,,,,103.0,116.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,272.0,0.0,2.0,274.0,0.0
6,Balasore,35,Nilgiri,233,,,,,,,,353.0,251.0,1.0,211.0,1.0,1.0,2.0,1.0,2.0,823.0,0.0,3.0,826.0,0.0
6,Balasore,35,Nilgiri,234,,,,,,,,236.0,249.0,3.0,141.0,0.0,0.0,0.0,2.0,1.0,632.0,0.0,2.0,634.0,0.0
6,Balasore,35,Nilgiri,235,,,,,,,,188.0,70.0,0.0,133.0,1.0,0.0,0.0,0.0,9.0,401.0,0.0,0.0,401.0,0.0
6,Balasore,35,Nilgiri,236,,,,,,,,386.0,221.0,0.0,235.0,0.0,0.0,0.0,8.0,1.0,851.0,0.0,4.0,855.0,0.0
6,Balasore,35,Nilgiri,237,,,,,,,,282.0,273.0,0.0,273.0,3.0,0.0,2.0,1.0,1.0,835.0,0.0,5.0,840.0,0.0
6,Balasore,35,Nilgiri,238,,,,,,,,326.0,150.0,2.0,150.0,0.0,1.0,0.0,1.0,1.0,631.0,0.0,1.0,632.0,0.0
6,Balasore,35,Nilgiri,239,,,,,,,,304.0,210.0,0.0,254.0,1.0,0.0,0.0,2.0,8.0,779.0,0.0,2.0,781.0,0.0
6,Balasore,35,Nilgiri,240,,,,,,,,301.0,138.0,3.0,156.0,0.0,2.0,0.0,1.0,0.0,601.0,0.0,5.0,606.0,0.0
6,Balasore,35,Nilgiri,241,,,,,,,,354.0,149.0,3.0,240.0,1.0,0.0,0.0,1.0,2.0,750.0,0.0,2.0,752.0,0.0
6,Balasore,35,Nilgiri,242,,,,,,,,356.0,145.0,3.0,345.0,1.0,1.0,1.0,0.0,2.0,854.0,0.0,4.0,858.0,0.0
6,Balasore,35,Nilgiri,243,,,,,,,,278.0,215.0,2.0,200.0,1.0,1.0,0.0,0.0,0.0,697.0,0.0,3.0,700.0,0.0
6,Balasore,35,Nilgiri,244,,,,,,,,323.0,261.0,2.0,247.0,0.0,0.0,1.0,1.0,1.0,836.0,0.0,3.0,839.0,0.0
6,Balasore,35,Nilgiri,245,,,,,,,,90.0,308.0,1.0,329.0,2.0,0.0,0.0,0.0,0.0,730.0,0.0,1.0,731.0,0.0
6,Balasore,35,Nilgiri,246,,,,,,,,168.0,373.0,0.0,173.0,1.0,0.0,0.0,0.0,1.0,716.0,0.0,0.0,716.0,0.0
6,Balasore,35,Nilgiri,247,,,,,,,,233.0,235.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,547.0,0.0,1.0,548.0,0.0
6,Balasore,35,Nilgiri,248,,,,,,,,232.0,152.0,0.0,83.0,0.0,0.0,1.0,0.0,0.0,468.0,0.0,0.0,468.0,0.0
6,Balasore,35,Nilgiri,249,,,,,,,,176.0,352.0,1.0,116.0,2.0,0.0,1.0,1.0,1.0,650.0,0.0,2.0,652.0,0.0
