pc_id,pc_name,ac_id,ac_name,Sl.No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Total of valid votes,No. of rejected votes,NOTA,Total,No. of tendered votes
19,Aska,127,Polasara,191,,,,,,,,102.0,214.0,16.0,396.0,7.0,2.0,0.0,2.0,739.0,0,2.0,741.0,0
19,Aska,127,Polasara,192,,,,,,,,215.0,210.0,9.0,197.0,13.0,10.0,2.0,3.0,659.0,0,0.0,659.0,0
19,Aska,127,Polasara,193,,,,,,,,4.0,9.0,3.0,631.0,0.0,0.0,2.0,1.0,650.0,0,1.0,651.0,0
19,Aska,127,Polasara,194,,,,,,,,98.0,107.0,2.0,499.0,2.0,2.0,3.0,3.0,716.0,0,4.0,720.0,0
19,Aska,127,Polasara,195,,,,,,,,27.0,230.0,3.0,84.0,2.0,1.0,3.0,0.0,350.0,0,2.0,352.0,0
19,Aska,127,Polasara,196,,,,,,,,35.0,222.0,15.0,412.0,10.0,12.0,9.0,10.0,725.0,0,10.0,735.0,0
19,Aska,127,Polasara,197,,,,,,,,20.0,76.0,6.0,157.0,4.0,1.0,6.0,2.0,272.0,0,2.0,274.0,0
19,Aska,127,Polasara,198,,,,,,,,3.0,109.0,6.0,388.0,1.0,0.0,1.0,0.0,508.0,0,5.0,513.0,0
19,Aska,127,Polasara,199,,,,,,,,135.0,226.0,5.0,428.0,8.0,5.0,10.0,7.0,824.0,0,7.0,831.0,0
19,Aska,127,Polasara,200,,,,,,,,213.0,82.0,6.0,179.0,3.0,1.0,1.0,0.0,485.0,0,1.0,486.0,0
19,Aska,127,Polasara,201,,,,,,,,12.0,111.0,3.0,102.0,2.0,1.0,1.0,1.0,233.0,0,3.0,236.0,0
19,Aska,127,Polasara,202,,,,,,,,24.0,260.0,18.0,328.0,6.0,3.0,2.0,4.0,645.0,0,10.0,655.0,0
19,Aska,127,Polasara,203,,,,,,,,2.0,102.0,11.0,159.0,7.0,3.0,3.0,2.0,289.0,0,1.0,290.0,0
19,Aska,127,Polasara,204,,,,,,,,107.0,180.0,22.0,517.0,8.0,7.0,3.0,7.0,851.0,0,4.0,855.0,0
19,Aska,127,Polasara,205,,,,,,,,8.0,52.0,3.0,268.0,1.0,2.0,5.0,0.0,339.0,0,0.0,339.0,0
19,Aska,127,Polasara,206,,,,,,,,206.0,284.0,8.0,298.0,11.0,6.0,10.0,9.0,832.0,0,10.0,842.0,0
19,Aska,127,Polasara,nan,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,nan,0,nan,nan,0
19,Aska,127,Polasara,207,,,,,,,,47.0,387.0,10.0,360.0,9.0,6.0,9.0,15.0,843.0,0,27.0,870.0,0
19,Aska,127,Polasara,208,,,,,,,,31.0,449.0,11.0,309.0,3.0,2.0,3.0,2.0,810.0,0,7.0,817.0,0
19,Aska,127,Polasara,209,,,,,,,,178.0,282.0,6.0,230.0,3.0,4.0,7.0,3.0,713.0,0,4.0,717.0,0
19,Aska,127,Polasara,210,,,,,,,,19.0,374.0,8.0,254.0,2.0,5.0,0.0,1.0,663.0,0,1.0,664.0,0
19,Aska,127,Polasara,211,,,,,,,,46.0,331.0,7.0,402.0,2.0,3.0,3.0,1.0,795.0,0,4.0,799.0,0
19,Aska,127,Polasara,212,,,,,,,,120.0,196.0,4.0,223.0,2.0,6.0,5.0,1.0,557.0,0,7.0,564.0,0
19,Aska,127,Polasara,213,,,,,,,,162.0,152.0,9.0,152.0,3.0,4.0,2.0,1.0,485.0,0,5.0,490.0,0
19,Aska,127,Polasara,214,,,,,,,,118.0,263.0,7.0,152.0,3.0,1.0,2.0,1.0,547.0,0,14.0,561.0,0
19,Aska,127,Polasara,215,,,,,,,,28.0,296.0,11.0,306.0,10.0,10.0,10.0,10.0,681.0,0,19.0,700.0,0
19,Aska,127,Polasara,216,,,,,,,,31.0,197.0,95.0,194.0,3.0,1.0,2.0,4.0,527.0,0,9.0,536.0,0
19,Aska,127,Polasara,217,,,,,,,,11.0,544.0,15.0,420.0,7.0,4.0,5.0,4.0,1010.0,0,4.0,1014.0,0
19,Aska,127,Polasara,218,,,,,,,,8.0,497.0,11.0,267.0,5.0,2.0,7.0,7.0,804.0,0,6.0,810.0,0
19,Aska,127,Polasara,219,,,,,,,,23.0,277.0,4.0,263.0,9.0,1.0,0.0,1.0,578.0,0,5.0,583.0,0
19,Aska,127,Polasara,220,,,,,,,,9.0,389.0,13.0,326.0,5.0,9.0,6.0,4.0,761.0,0,15.0,776.0,0
19,Aska,127,Polasara,221,,,,,,,,84.0,168.0,21.0,187.0,8.0,5.0,3.0,3.0,479.0,0,1.0,480.0,0
19,Aska,127,Polasara,222,,,,,,,,26.0,280.0,8.0,558.0,10.0,8.0,3.0,7.0,900.0,0,7.0,907.0,0
19,Aska,127,Polasara,223,,,,,,,,8.0,75.0,4.0,300.0,12.0,4.0,3.0,1.0,407.0,0,6.0,413.0,0
19,Aska,127,Polasara,224,,,,,,,,52.0,247.0,5.0,213.0,5.0,2.0,7.0,7.0,538.0,0,4.0,542.0,0
19,Aska,127,Polasara,225,,,,,,,,26.0,389.0,12.0,438.0,10.0,4.0,6.0,5.0,890.0,0,6.0,896.0,0
19,Aska,127,Polasara,nan,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,nan,0,nan,nan,0
19,Aska,127,Polasara,226,,,,,,,,78.0,362.0,11.0,374.0,8.0,7.0,8.0,11.0,859.0,0,13.0,872.0,0
19,Aska,127,Polasara,227,,,,,,,,439.0,43.0,5.0,198.0,4.0,1.0,2.0,2.0,694.0,0,10.0,704.0,0
19,Aska,127,Polasara,228,,,,,,,,43.0,95.0,6.0,161.0,2.0,0.0,1.0,1.0,309.0,0,3.0,312.0,0
19,Aska,127,Polasara,229,,,,,,,,4.0,38.0,0.0,317.0,1.0,0.0,0.0,0.0,360.0,0,0.0,360.0,0
19,Aska,127,Polasara,230,,,,,,,,90.0,162.0,8.0,299.0,14.0,24.0,6.0,14.0,617.0,0,12.0,629.0,0
19,Aska,127,Polasara,231,,,,,,,,23.0,175.0,1.0,191.0,1.0,1.0,0.0,0.0,392.0,0,1.0,393.0,0
19,Aska,127,Polasara,232,,,,,,,,7.0,256.0,9.0,337.0,7.0,3.0,1.0,5.0,625.0,0,4.0,629.0,0
19,Aska,127,Polasara,233,,,,,,,,16.0,92.0,4.0,286.0,0.0,1.0,1.0,2.0,402.0,0,1.0,403.0,0
19,Aska,127,Polasara,234,,,,,,,,43.0,357.0,19.0,554.0,4.0,8.0,5.0,16.0,1006.0,0,9.0,1015.0,0
19,Aska,127,Polasara,235,,,,,,,,90.0,186.0,4.0,378.0,6.0,4.0,2.0,7.0,677.0,0,8.0,685.0,0
19,Aska,127,Polasara,236,,,,,,,,122.0,249.0,7.0,428.0,14.0,10.0,9.0,3.0,842.0,0,14.0,856.0,0
19,Aska,127,Polasara,237,,,,,,,,36.0,296.0,10.0,286.0,9.0,3.0,2.0,6.0,648.0,0,20.0,668.0,0
19,Aska,127,Polasara,238,,,,,,,,39.0,266.0,9.0,281.0,12.0,1.0,5.0,2.0,615.0,0,4.0,619.0,0
19,Aska,127,Polasara,239,,,,,,,,0.0,44.0,1.0,119.0,0.0,0.0,1.0,0.0,165.0,0,0.0,165.0,0
19,Aska,127,Polasara,240,,,,,,,,6.0,246.0,4.0,110.0,1.0,1.0,0.0,1.0,369.0,0,2.0,371.0,0
19,Aska,127,Polasara,241,,,,,,,,43.0,379.0,20.0,323.0,3.0,2.0,2.0,4.0,776.0,0,0.0,776.0,0
19,Aska,127,Polasara,242,,,,,,,,13.0,111.0,3.0,83.0,0.0,0.0,0.0,1.0,211.0,0,1.0,212.0,0
19,Aska,127,Polasara,243,,,,,,,,2.0,76.0,5.0,159.0,0.0,0.0,1.0,0.0,243.0,0,3.0,246.0,0
19,Aska,127,Polasara,244,,,,,,,,66.0,186.0,6.0,592.0,11.0,10.0,8.0,2.0,881.0,0,10.0,891.0,0
