pc_id,pc_name,ac_id,ac_name,Sl. No. Of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Total valid votes,No. Of rejected votes (Test Votes),Votes for NOTA option,Total,No. of Tendered Votes
9,Dhenkanal,62,Talcher,205,,,,,,,,288.0,8.0,68.0,297.0,0.0,0.0,2.0,1.0,664.0,0.0,6.0,670.0,0.0
9,Dhenkanal,62,Talcher,206,,,,,,,,172.0,2.0,43.0,161.0,1.0,2.0,3.0,4.0,388.0,0.0,6.0,394.0,0.0
9,Dhenkanal,62,Talcher,207,,,,,,,,193.0,9.0,79.0,346.0,2.0,1.0,1.0,0.0,631.0,0.0,11.0,642.0,0.0
9,Dhenkanal,62,Talcher,208,,,,,,,,181.0,5.0,78.0,343.0,2.0,3.0,2.0,3.0,617.0,0.0,9.0,626.0,0.0
9,Dhenkanal,62,Talcher,209,,,,,,,,273.0,3.0,135.0,222.0,1.0,5.0,4.0,9.0,652.0,0.0,10.0,662.0,0.0
9,Dhenkanal,62,Talcher,210,,,,,,,,191.0,6.0,142.0,185.0,0.0,0.0,0.0,3.0,527.0,0.0,6.0,533.0,0.0
9,Dhenkanal,62,Talcher,211,,,,,,,,317.0,12.0,187.0,499.0,5.0,2.0,1.0,1.0,1024.0,0.0,6.0,1030.0,0.0
9,Dhenkanal,62,Talcher,212,,,,,,,,396.0,3.0,50.0,291.0,1.0,0.0,2.0,1.0,744.0,0.0,7.0,751.0,0.0
9,Dhenkanal,62,Talcher,213,,,,,,,,252.0,1.0,33.0,225.0,1.0,1.0,0.0,0.0,513.0,0.0,3.0,516.0,0.0
9,Dhenkanal,62,Talcher,214,,,,,,,,419.0,5.0,36.0,492.0,2.0,6.0,5.0,8.0,973.0,0.0,29.0,1002.0,0.0
9,Dhenkanal,62,Talcher,215,,,,,,,,369.0,6.0,43.0,296.0,1.0,3.0,2.0,4.0,724.0,0.0,8.0,732.0,0.0
9,Dhenkanal,62,Talcher,216,,,,,,,,398.0,4.0,25.0,245.0,0.0,1.0,0.0,4.0,677.0,0.0,6.0,683.0,0.0
9,Dhenkanal,62,Talcher,217,,,,,,,,368.0,4.0,61.0,298.0,1.0,1.0,3.0,3.0,739.0,0.0,8.0,747.0,0.0
9,Dhenkanal,62,Talcher,218,,,,,,,,488.0,7.0,90.0,451.0,4.0,7.0,6.0,4.0,1057.0,0.0,13.0,1070.0,0.0
9,Dhenkanal,62,Talcher,219,,,,,,,,457.0,7.0,46.0,371.0,1.0,3.0,2.0,2.0,889.0,0.0,8.0,897.0,0.0
9,Dhenkanal,62,Talcher,220,,,,,,,,102.0,2.0,91.0,164.0,2.0,1.0,2.0,1.0,365.0,0.0,3.0,368.0,0.0
9,Dhenkanal,62,Talcher,221,,,,,,,,203.0,6.0,12.0,181.0,0.0,0.0,2.0,0.0,404.0,0.0,0.0,404.0,0.0
9,Dhenkanal,62,Talcher,222,,,,,,,,350.0,6.0,52.0,303.0,2.0,3.0,2.0,1.0,719.0,0.0,4.0,723.0,0.0
9,Dhenkanal,62,Talcher,223,,,,,,,,427.0,3.0,47.0,311.0,0.0,3.0,1.0,3.0,795.0,0.0,4.0,799.0,0.0
9,Dhenkanal,62,Talcher,224,,,,,,,,434.0,10.0,66.0,282.0,2.0,5.0,2.0,3.0,804.0,0.0,4.0,808.0,0.0
9,Dhenkanal,62,Talcher,225,,,,,,,,226.0,9.0,51.0,264.0,1.0,2.0,0.0,1.0,554.0,0.0,2.0,556.0,0.0
9,Dhenkanal,62,Talcher,226,,,,,,,,167.0,16.0,87.0,285.0,0.0,1.0,2.0,11.0,569.0,0.0,1.0,570.0,0.0
9,Dhenkanal,62,Talcher,227,,,,,,,,138.0,37.0,66.0,166.0,2.0,74.0,5.0,2.0,490.0,0.0,10.0,500.0,0.0
