pc_id,pc_name,ac_id,ac_name,Sl. No of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Total Valid Votes,No. of rejected votes,Votes for NOTA,Total no. of tendered votes,Total votes
20,Berhampur,138,Chikiti,31,,,,,,,,27.0,60.0,358.0,64.0,39.0,15.0,563.0,0.0,22.0,0.0,585.0
20,Berhampur,138,Chikiti,32,,,,,,,,31.0,225.0,106.0,16.0,17.0,13.0,408.0,0.0,10.0,0.0,418.0
20,Berhampur,138,Chikiti,33,,,,,,,,31.0,178.0,428.0,44.0,46.0,27.0,754.0,0.0,18.0,0.0,772.0
20,Berhampur,138,Chikiti,34,,,,,,,,22.0,111.0,175.0,17.0,59.0,24.0,408.0,0.0,35.0,0.0,443.0
20,Berhampur,138,Chikiti,35,,,,,,,,9.0,547.0,42.0,19.0,19.0,14.0,650.0,0.0,12.0,0.0,662.0
20,Berhampur,138,Chikiti,36,,,,,,,,19.0,199.0,438.0,114.0,77.0,44.0,891.0,0.0,17.0,0.0,908.0
20,Berhampur,138,Chikiti,37,,,,,,,,15.0,110.0,176.0,89.0,28.0,17.0,435.0,0.0,19.0,0.0,454.0
20,Berhampur,138,Chikiti,38,,,,,,,,18.0,362.0,115.0,28.0,104.0,13.0,640.0,0.0,15.0,0.0,655.0
20,Berhampur,138,Chikiti,39,,,,,,,,33.0,164.0,204.0,80.0,9.0,17.0,507.0,0.0,8.0,0.0,515.0
20,Berhampur,138,Chikiti,40,,,,,,,,31.0,220.0,397.0,73.0,39.0,11.0,771.0,0.0,24.0,0.0,795.0
20,Berhampur,138,Chikiti,41,,,,,,,,24.0,282.0,252.0,45.0,50.0,22.0,675.0,0.0,35.0,0.0,710.0
20,Berhampur,138,Chikiti,42,,,,,,,,14.0,282.0,52.0,18.0,23.0,18.0,407.0,0.0,14.0,0.0,421.0
20,Berhampur,138,Chikiti,43,,,,,,,,5.0,57.0,167.0,26.0,51.0,5.0,311.0,0.0,16.0,0.0,327.0
20,Berhampur,138,Chikiti,44,,,,,,,,16.0,194.0,415.0,91.0,40.0,16.0,772.0,0.0,33.0,0.0,805.0
20,Berhampur,138,Chikiti,45,,,,,,,,15.0,77.0,131.0,45.0,4.0,4.0,276.0,0.0,6.0,0.0,282.0
20,Berhampur,138,Chikiti,46,,,,,,,,15.0,97.0,144.0,33.0,273.0,11.0,573.0,0.0,11.0,0.0,584.0
20,Berhampur,138,Chikiti,47,,,,,,,,18.0,133.0,224.0,16.0,172.0,13.0,576.0,0.0,11.0,0.0,587.0
20,Berhampur,138,Chikiti,48,,,,,,,,42.0,133.0,166.0,32.0,202.0,15.0,590.0,0.0,28.0,0.0,618.0
20,Berhampur,138,Chikiti,49,,,,,,,,17.0,206.0,66.0,25.0,161.0,18.0,493.0,0.0,20.0,0.0,513.0
20,Berhampur,138,Chikiti,50,,,,,,,,30.0,134.0,198.0,35.0,134.0,47.0,578.0,0.0,76.0,0.0,654.0
20,Berhampur,138,Chikiti,51,,,,,,,,13.0,49.0,346.0,9.0,195.0,4.0,616.0,0.0,3.0,0.0,619.0
20,Berhampur,138,Chikiti,52,,,,,,,,12.0,111.0,224.0,73.0,197.0,20.0,637.0,0.0,10.0,0.0,647.0
20,Berhampur,138,Chikiti,53,,,,,,,,10.0,33.0,84.0,29.0,149.0,10.0,315.0,0.0,4.0,0.0,319.0
20,Berhampur,138,Chikiti,54,,,,,,,,13.0,88.0,211.0,118.0,120.0,13.0,563.0,0.0,6.0,0.0,569.0
20,Berhampur,138,Chikiti,55,,,,,,,,5.0,22.0,109.0,60.0,62.0,7.0,265.0,0.0,10.0,0.0,275.0
20,Berhampur,138,Chikiti,56,,,,,,,,10.0,49.0,224.0,86.0,62.0,17.0,448.0,0.0,10.0,0.0,458.0
20,Berhampur,138,Chikiti,57,,,,,,,,9.0,59.0,228.0,80.0,140.0,6.0,522.0,0.0,0.0,0.0,522.0
20,Berhampur,138,Chikiti,58,,,,,,,,4.0,25.0,104.0,59.0,123.0,28.0,343.0,0.0,7.0,0.0,350.0
20,Berhampur,138,Chikiti,59,,,,,,,,6.0,29.0,100.0,60.0,59.0,14.0,268.0,0.0,7.0,0.0,275.0
20,Berhampur,138,Chikiti,60,,,,,,,,22.0,95.0,210.0,196.0,213.0,22.0,758.0,0.0,20.0,0.0,778.0
20,Berhampur,138,Chikiti,61,,,,,,,,5.0,128.0,104.0,27.0,91.0,7.0,362.0,0.0,24.0,0.0,386.0
20,Berhampur,138,Chikiti,62,,,,,,,,1.0,115.0,174.0,34.0,90.0,9.0,423.0,0.0,4.0,0.0,427.0
20,Berhampur,138,Chikiti,63,,,,,,,,9.0,98.0,219.0,21.0,35.0,31.0,413.0,0.0,3.0,0.0,416.0
20,Berhampur,138,Chikiti,64,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Berhampur,138,Chikiti,65,,,,,,,,14.0,77.0,728.0,35.0,30.0,6.0,890.0,0.0,18.0,0.0,908.0
20,Berhampur,138,Chikiti,66,,,,,,,,10.0,211.0,115.0,13.0,17.0,8.0,374.0,0.0,8.0,0.0,382.0
20,Berhampur,138,Chikiti,67,,,,,,,,28.0,124.0,127.0,13.0,18.0,11.0,321.0,0.0,35.0,0.0,356.0
20,Berhampur,138,Chikiti,68,,,,,,,,16.0,260.0,175.0,53.0,57.0,23.0,584.0,0.0,45.0,0.0,629.0
20,Berhampur,138,Chikiti,69,,,,,,,,13.0,280.0,218.0,48.0,11.0,7.0,577.0,0.0,13.0,0.0,590.0
20,Berhampur,138,Chikiti,70,,,,,,,,16.0,207.0,193.0,44.0,33.0,17.0,510.0,0.0,32.0,0.0,542.0
20,Berhampur,138,Chikiti,71,,,,,,,,30.0,313.0,234.0,40.0,133.0,21.0,771.0,0.0,34.0,0.0,805.0
20,Berhampur,138,Chikiti,72,,,,,,,,15.0,56.0,39.0,43.0,110.0,15.0,278.0,0.0,13.0,0.0,291.0
20,Berhampur,138,Chikiti,73,,,,,,,,10.0,16.0,220.0,15.0,5.0,3.0,269.0,0.0,11.0,0.0,280.0
20,Berhampur,138,Chikiti,74,,,,,,,,12.0,225.0,200.0,81.0,236.0,5.0,759.0,0.0,13.0,0.0,772.0
20,Berhampur,138,Chikiti,75,,,,,,,,14.0,218.0,313.0,65.0,75.0,10.0,695.0,0.0,1.0,0.0,696.0
20,Berhampur,138,Chikiti,76,,,,,,,,12.0,216.0,168.0,23.0,11.0,28.0,458.0,0.0,4.0,0.0,462.0
20,Berhampur,138,Chikiti,77,,,,,,,,2.0,190.0,33.0,12.0,11.0,7.0,255.0,0.0,4.0,0.0,259.0
20,Berhampur,138,Chikiti,78,,,,,,,,7.0,197.0,44.0,30.0,69.0,16.0,363.0,0.0,21.0,0.0,384.0
20,Berhampur,138,Chikiti,79,,,,,,,,2.0,26.0,165.0,32.0,53.0,9.0,287.0,0.0,1.0,0.0,288.0
20,Berhampur,138,Chikiti,80,,,,,,,,8.0,232.0,208.0,46.0,29.0,10.0,533.0,0.0,4.0,0.0,537.0
20,Berhampur,138,Chikiti,81,,,,,,,,2.0,63.0,144.0,24.0,11.0,4.0,248.0,0.0,1.0,0.0,249.0
20,Berhampur,138,Chikiti,82,,,,,,,,9.0,194.0,174.0,94.0,91.0,10.0,572.0,0.0,8.0,0.0,580.0
