pc_id,pc_name,ac_id,ac_name,Sl. No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Total of valid votes,No. of rejected Votes (Test votes),Votes for NOTA option,Total,No. of tendered votes
12,Nabarangpur,79,Jharigam,1,,,,,,,,27.0,17.0,37.0,0.0,1.0,1.0,1.0,2.0,765.0,851,0,2.0,853,0
12,Nabarangpur,79,Jharigam,2,,,,,,,,78.0,208.0,213.0,10.0,10.0,9.0,7.0,7.0,280.0,822,0,10.0,832,0
12,Nabarangpur,79,Jharigam,3,,,,,,,,189.0,110.0,228.0,13.0,16.0,7.0,8.0,10.0,214.0,795,0,13.0,808,0
12,Nabarangpur,79,Jharigam,4,,,,,,,,55.0,42.0,140.0,9.0,9.0,3.0,3.0,3.0,270.0,534,0,8.0,542,0
12,Nabarangpur,79,Jharigam,5,,,,,,,,101.0,23.0,142.0,6.0,1.0,2.0,4.0,2.0,128.0,409,0,5.0,414,0
12,Nabarangpur,79,Jharigam,6,,,,,,,,53.0,54.0,111.0,2.0,11.0,4.0,7.0,8.0,482.0,732,0,8.0,740,0
12,Nabarangpur,79,Jharigam,7,,,,,,,,66.0,9.0,79.0,1.0,12.0,6.0,6.0,3.0,210.0,392,0,6.0,398,0
12,Nabarangpur,79,Jharigam,8,,,,,,,,84.0,144.0,154.0,4.0,5.0,3.0,10.0,20.0,528.0,952,0,9.0,961,0
12,Nabarangpur,79,Jharigam,9,,,,,,,,42.0,53.0,72.0,7.0,8.0,4.0,5.0,13.0,460.0,664,0,4.0,668,0
12,Nabarangpur,79,Jharigam,10,,,,,,,,33.0,12.0,19.0,2.0,4.0,1.0,7.0,1.0,320.0,399,0,9.0,408,0
12,Nabarangpur,79,Jharigam,11,,,,,,,,49.0,154.0,95.0,7.0,9.0,5.0,7.0,5.0,352.0,683,0,8.0,691,0
12,Nabarangpur,79,Jharigam,12,,,,,,,,112.0,190.0,320.0,5.0,8.0,4.0,7.0,4.0,162.0,812,0,12.0,824,0
12,Nabarangpur,79,Jharigam,13,,,,,,,,125.0,110.0,339.0,6.0,13.0,3.0,8.0,6.0,187.0,797,0,13.0,810,0
12,Nabarangpur,79,Jharigam,14,,,,,,,,113.0,182.0,164.0,5.0,10.0,8.0,3.0,6.0,378.0,869,0,3.0,872,0
12,Nabarangpur,79,Jharigam,15,,,,,,,,125.0,22.0,94.0,0.0,6.0,5.0,4.0,8.0,545.0,809,0,3.0,812,0
12,Nabarangpur,79,Jharigam,16,,,,,,,,64.0,157.0,91.0,4.0,12.0,3.0,3.0,6.0,174.0,514,0,2.0,516,0
12,Nabarangpur,79,Jharigam,17,,,,,,,,131.0,23.0,251.0,3.0,4.0,13.0,8.0,6.0,57.0,496,0,12.0,508,0
12,Nabarangpur,79,Jharigam,18,,,,,,,,144.0,29.0,195.0,6.0,9.0,10.0,4.0,6.0,235.0,638,0,6.0,644,0
12,Nabarangpur,79,Jharigam,19,,,,,,,,98.0,255.0,81.0,6.0,8.0,7.0,4.0,6.0,169.0,634,0,10.0,644,0
12,Nabarangpur,79,Jharigam,20,,,,,,,,79.0,13.0,96.0,4.0,1.0,5.0,1.0,3.0,67.0,269,0,7.0,276,0
12,Nabarangpur,79,Jharigam,21,,,,,,,,228.0,25.0,307.0,10.0,7.0,10.0,9.0,5.0,215.0,816,0,13.0,829,0
12,Nabarangpur,79,Jharigam,22,,,,,,,,179.0,89.0,379.0,10.0,2.0,6.0,4.0,1.0,41.0,711,0,8.0,719,0
12,Nabarangpur,79,Jharigam,23,,,,,,,,333.0,240.0,85.0,2.0,1.0,1.0,12.0,4.0,69.0,747,0,4.0,751,0
12,Nabarangpur,79,Jharigam,24,,,,,,,,320.0,169.0,173.0,5.0,4.0,4.0,10.0,6.0,62.0,753,0,3.0,756,0
12,Nabarangpur,79,Jharigam,25,,,,,,,,353.0,164.0,118.0,8.0,5.0,7.0,6.0,7.0,64.0,732,0,7.0,739,0
12,Nabarangpur,79,Jharigam,26,,,,,,,,163.0,48.0,249.0,5.0,5.0,2.0,1.0,3.0,14.0,490,0,4.0,494,0
12,Nabarangpur,79,Jharigam,27,,,,,,,,240.0,109.0,168.0,10.0,0.0,2.0,3.0,1.0,4.0,537,0,0.0,537,0
12,Nabarangpur,79,Jharigam,28,,,,,,,,247.0,156.0,147.0,5.0,2.0,2.0,2.0,3.0,26.0,590,0,1.0,591,0
12,Nabarangpur,79,Jharigam,29,,,,,,,,230.0,90.0,251.0,7.0,8.0,3.0,2.0,5.0,51.0,647,0,2.0,649,0
12,Nabarangpur,79,Jharigam,30,,,,,,,,281.0,15.0,155.0,5.0,6.0,4.0,2.0,4.0,7.0,479,0,8.0,487,0
12,Nabarangpur,79,Jharigam,31,,,,,,,,207.0,227.0,340.0,8.0,12.0,8.0,6.0,12.0,207.0,1027,0,7.0,1034,0
12,Nabarangpur,79,Jharigam,32,,,,,,,,358.0,200.0,443.0,13.0,15.0,6.0,6.0,3.0,124.0,1168,0,12.0,1180,0
12,Nabarangpur,79,Jharigam,33,,,,,,,,93.0,127.0,181.0,11.0,4.0,1.0,4.0,3.0,69.0,493,0,1.0,494,0
12,Nabarangpur,79,Jharigam,34,,,,,,,,75.0,145.0,139.0,9.0,6.0,5.0,1.0,15.0,90.0,485,0,4.0,489,0
12,Nabarangpur,79,Jharigam,35,,,,,,,,285.0,125.0,308.0,11.0,9.0,6.0,12.0,13.0,84.0,853,0,30.0,883,0
12,Nabarangpur,79,Jharigam,36,,,,,,,,151.0,218.0,216.0,6.0,5.0,7.0,8.0,14.0,42.0,667,0,8.0,675,0
12,Nabarangpur,79,Jharigam,37,,,,,,,,110.0,234.0,282.0,8.0,12.0,4.0,8.0,12.0,230.0,900,0,9.0,909,0
12,Nabarangpur,79,Jharigam,38,,,,,,,,24.0,309.0,38.0,5.0,3.0,3.0,2.0,8.0,162.0,554,0,2.0,556,0
12,Nabarangpur,79,Jharigam,39,,,,,,,,142.0,169.0,145.0,12.0,7.0,3.0,6.0,4.0,236.0,724,0,5.0,729,0
12,Nabarangpur,79,Jharigam,40,,,,,,,,294.0,54.0,291.0,4.0,8.0,3.0,3.0,3.0,113.0,773,0,3.0,776,0
12,Nabarangpur,79,Jharigam,41,,,,,,,,102.0,74.0,66.0,2.0,1.0,11.0,1.0,1.0,103.0,361,0,2.0,363,0
12,Nabarangpur,79,Jharigam,42,,,,,,,,82.0,305.0,74.0,5.0,5.0,7.0,10.0,3.0,36.0,527,0,3.0,530,0
12,Nabarangpur,79,Jharigam,43,,,,,,,,253.0,29.0,232.0,3.0,2.0,5.0,7.0,3.0,37.0,571,0,10.0,581,0
12,Nabarangpur,79,Jharigam,44,,,,,,,,404.0,103.0,275.0,16.0,12.0,10.0,15.0,13.0,136.0,984,0,22.0,1006,0
12,Nabarangpur,79,Jharigam,45,,,,,,,,173.0,36.0,227.0,1.0,3.0,4.0,6.0,9.0,66.0,525,0,12.0,537,0
12,Nabarangpur,79,Jharigam,46,,,,,,,,61.0,127.0,105.0,5.0,7.0,3.0,2.0,3.0,126.0,439,0,4.0,443,0
12,Nabarangpur,79,Jharigam,47,,,,,,,,213.0,67.0,186.0,4.0,2.0,2.0,5.0,7.0,52.0,538,0,8.0,546,0
12,Nabarangpur,79,Jharigam,48,,,,,,,,153.0,184.0,328.0,5.0,3.0,7.0,2.0,6.0,7.0,695,0,18.0,713,0
12,Nabarangpur,79,Jharigam,49,,,,,,,,234.0,102.0,216.0,1.0,2.0,5.0,4.0,22.0,58.0,644,0,7.0,651,0
12,Nabarangpur,79,Jharigam,50,,,,,,,,115.0,25.0,84.0,3.0,2.0,1.0,0.0,15.0,48.0,293,0,0.0,293,0
12,Nabarangpur,79,Jharigam,51,,,,,,,,549.0,97.0,293.0,5.0,4.0,2.0,6.0,5.0,19.0,980,0,14.0,994,0
12,Nabarangpur,79,Jharigam,52,,,,,,,,244.0,268.0,209.0,5.0,2.0,0.0,6.0,44.0,26.0,804,0,6.0,810,0
12,Nabarangpur,79,Jharigam,53,,,,,,,,186.0,68.0,160.0,1.0,1.0,1.0,0.0,25.0,61.0,503,0,4.0,507,0
12,Nabarangpur,79,Jharigam,54,,,,,,,,133.0,47.0,195.0,0.0,2.0,0.0,3.0,7.0,101.0,488,0,2.0,490,0
12,Nabarangpur,79,Jharigam,55,,,,,,,,10.0,273.0,77.0,1.0,0.0,76.0,1.0,3.0,13.0,454,0,3.0,457,0
12,Nabarangpur,79,Jharigam,56,,,,,,,,170.0,145.0,274.0,2.0,3.0,3.0,6.0,11.0,65.0,679,0,4.0,683,0
12,Nabarangpur,79,Jharigam,57,,,,,,,,310.0,32.0,375.0,5.0,1.0,5.0,3.0,1.0,17.0,749,0,5.0,754,0
12,Nabarangpur,79,Jharigam,58,,,,,,,,195.0,152.0,187.0,4.0,2.0,4.0,3.0,0.0,17.0,564,0,2.0,566,0
12,Nabarangpur,79,Jharigam,59,,,,,,,,163.0,115.0,167.0,5.0,5.0,1.0,9.0,5.0,118.0,588,0,7.0,595,0
12,Nabarangpur,79,Jharigam,60,,,,,,,,337.0,132.0,149.0,7.0,11.0,6.0,12.0,4.0,135.0,793,0,15.0,808,0
12,Nabarangpur,79,Jharigam,61,,,,,,,,202.0,86.0,139.0,3.0,2.0,1.0,6.0,2.0,48.0,489,0,4.0,493,0
12,Nabarangpur,79,Jharigam,62,,,,,,,,202.0,136.0,288.0,6.0,7.0,5.0,11.0,9.0,40.0,704,0,15.0,719,0
12,Nabarangpur,79,Jharigam,63,,,,,,,,245.0,238.0,96.0,6.0,4.0,6.0,6.0,12.0,55.0,668,0,14.0,682,0
12,Nabarangpur,79,Jharigam,64,,,,,,,,229.0,179.0,129.0,6.0,7.0,3.0,9.0,6.0,17.0,585,0,2.0,587,0
12,Nabarangpur,79,Jharigam,65,,,,,,,,315.0,252.0,240.0,6.0,4.0,2.0,5.0,2.0,18.0,844,0,4.0,848,0
12,Nabarangpur,79,Jharigam,66,,,,,,,,306.0,106.0,403.0,10.0,8.0,10.0,9.0,7.0,38.0,897,0,13.0,910,0
12,Nabarangpur,79,Jharigam,67,,,,,,,,189.0,64.0,323.0,9.0,11.0,2.0,4.0,12.0,68.0,682,0,12.0,694,0
12,Nabarangpur,79,Jharigam,68,,,,,,,,117.0,79.0,266.0,6.0,3.0,0.0,2.0,4.0,14.0,491,0,9.0,500,0
12,Nabarangpur,79,Jharigam,69,,,,,,,,246.0,131.0,250.0,7.0,4.0,7.0,0.0,6.0,18.0,669,0,10.0,679,0
12,Nabarangpur,79,Jharigam,70,,,,,,,,160.0,16.0,209.0,10.0,13.0,6.0,4.0,6.0,288.0,712,0,4.0,716,0
12,Nabarangpur,79,Jharigam,71,,,,,,,,141.0,298.0,230.0,11.0,13.0,2.0,12.0,6.0,103.0,816,0,7.0,823,0
12,Nabarangpur,79,Jharigam,72,,,,,,,,104.0,159.0,139.0,4.0,9.0,4.0,6.0,5.0,364.0,794,0,12.0,806,0
12,Nabarangpur,79,Jharigam,73,,,,,,,,290.0,85.0,304.0,10.0,11.0,15.0,14.0,14.0,82.0,825,0,12.0,837,0
12,Nabarangpur,79,Jharigam,74,,,,,,,,116.0,56.0,168.0,5.0,9.0,5.0,9.0,11.0,162.0,541,0,5.0,546,0
12,Nabarangpur,79,Jharigam,75,,,,,,,,57.0,178.0,101.0,6.0,4.0,8.0,3.0,5.0,227.0,589,0,5.0,594,0
12,Nabarangpur,79,Jharigam,76,,,,,,,,138.0,49.0,232.0,2.0,5.0,8.0,3.0,11.0,69.0,517,0,3.0,520,0
12,Nabarangpur,79,Jharigam,77,,,,,,,,68.0,311.0,89.0,4.0,5.0,5.0,5.0,4.0,111.0,602,0,2.0,604,0
12,Nabarangpur,79,Jharigam,78,,,,,,,,148.0,145.0,158.0,4.0,0.0,3.0,3.0,1.0,15.0,477,0,4.0,481,0
12,Nabarangpur,79,Jharigam,79,,,,,,,,192.0,109.0,318.0,3.0,0.0,4.0,1.0,11.0,9.0,647,0,6.0,653,0
12,Nabarangpur,79,Jharigam,80,,,,,,,,156.0,389.0,250.0,12.0,9.0,12.0,8.0,14.0,71.0,921,0,20.0,941,0
12,Nabarangpur,79,Jharigam,81,,,,,,,,95.0,407.0,160.0,7.0,6.0,13.0,14.0,9.0,15.0,726,0,11.0,737,0
12,Nabarangpur,79,Jharigam,82,,,,,,,,54.0,359.0,182.0,2.0,3.0,7.0,4.0,0.0,16.0,627,0,4.0,631,0
12,Nabarangpur,79,Jharigam,83,,,,,,,,420.0,157.0,266.0,13.0,3.0,2.0,6.0,6.0,26.0,899,0,6.0,905,0
12,Nabarangpur,79,Jharigam,84,,,,,,,,159.0,328.0,292.0,8.0,12.0,8.0,10.0,6.0,141.0,964,0,9.0,973,0
12,Nabarangpur,79,Jharigam,85,,,,,,,,232.0,308.0,130.0,3.0,13.0,14.0,2.0,6.0,97.0,805,0,3.0,808,0
12,Nabarangpur,79,Jharigam,86,,,,,,,,92.0,118.0,22.0,4.0,4.0,0.0,4.0,1.0,46.0,291,0,2.0,293,0
12,Nabarangpur,79,Jharigam,87,,,,,,,,242.0,135.0,314.0,3.0,2.0,2.0,3.0,0.0,15.0,716,0,5.0,721,0
12,Nabarangpur,79,Jharigam,88,,,,,,,,206.0,97.0,374.0,9.0,1.0,1.0,7.0,3.0,28.0,726,0,7.0,733,0
12,Nabarangpur,79,Jharigam,89,,,,,,,,292.0,128.0,161.0,1.0,2.0,2.0,7.0,8.0,34.0,635,0,4.0,639,0
12,Nabarangpur,79,Jharigam,90,,,,,,,,264.0,207.0,135.0,8.0,8.0,9.0,5.0,7.0,182.0,825,0,12.0,837,0
12,Nabarangpur,79,Jharigam,91,,,,,,,,298.0,303.0,95.0,4.0,12.0,7.0,5.0,11.0,74.0,809,0,8.0,817,0
12,Nabarangpur,79,Jharigam,92,,,,,,,,68.0,120.0,54.0,5.0,3.0,4.0,2.0,2.0,59.0,317,0,3.0,320,0
12,Nabarangpur,79,Jharigam,93,,,,,,,,133.0,110.0,147.0,6.0,3.0,2.0,3.0,3.0,45.0,452,0,3.0,455,0
12,Nabarangpur,79,Jharigam,94,,,,,,,,100.0,59.0,193.0,3.0,10.0,2.0,9.0,2.0,77.0,455,0,3.0,458,0
12,Nabarangpur,79,Jharigam,95,,,,,,,,150.0,96.0,250.0,5.0,13.0,8.0,6.0,2.0,109.0,639,0,3.0,642,0
12,Nabarangpur,79,Jharigam,96,,,,,,,,69.0,72.0,107.0,3.0,5.0,6.0,4.0,5.0,82.0,353,0,4.0,357,0
12,Nabarangpur,79,Jharigam,97,,,,,,,,115.0,79.0,267.0,7.0,9.0,3.0,8.0,7.0,140.0,635,0,6.0,641,0
12,Nabarangpur,79,Jharigam,98,,,,,,,,120.0,122.0,173.0,4.0,5.0,0.0,5.0,2.0,145.0,576,0,6.0,582,0
12,Nabarangpur,79,Jharigam,99,,,,,,,,184.0,82.0,218.0,2.0,5.0,2.0,9.0,5.0,113.0,620,0,10.0,630,0
12,Nabarangpur,79,Jharigam,100,,,,,,,,116.0,280.0,244.0,13.0,12.0,8.0,8.0,8.0,226.0,915,0,13.0,928,0
12,Nabarangpur,79,Jharigam,101,,,,,,,,372.0,57.0,290.0,11.0,11.0,12.0,11.0,10.0,203.0,977,0,7.0,984,0
12,Nabarangpur,79,Jharigam,102,,,,,,,,60.0,116.0,153.0,3.0,5.0,4.0,6.0,4.0,82.0,433,0,7.0,440,0
12,Nabarangpur,79,Jharigam,103,,,,,,,,91.0,39.0,237.0,4.0,3.0,3.0,1.0,7.0,170.0,555,0,9.0,564,0
12,Nabarangpur,79,Jharigam,104,,,,,,,,81.0,14.0,362.0,7.0,13.0,3.0,6.0,5.0,51.0,542,0,5.0,547,0
12,Nabarangpur,79,Jharigam,105,,,,,,,,219.0,93.0,515.0,17.0,11.0,12.0,10.0,12.0,93.0,982,0,14.0,996,0
12,Nabarangpur,79,Jharigam,106,,,,,,,,169.0,222.0,348.0,12.0,14.0,1.0,8.0,12.0,120.0,906,0,10.0,916,0
12,Nabarangpur,79,Jharigam,107,,,,,,,,152.0,333.0,431.0,11.0,5.0,7.0,8.0,7.0,27.0,981,0,8.0,989,0
12,Nabarangpur,79,Jharigam,108,,,,,,,,70.0,91.0,328.0,9.0,8.0,9.0,0.0,6.0,16.0,537,0,14.0,551,0
12,Nabarangpur,79,Jharigam,109,,,,,,,,52.0,187.0,298.0,3.0,2.0,2.0,2.0,1.0,19.0,566,0,1.0,567,0
12,Nabarangpur,79,Jharigam,110,,,,,,,,89.0,74.0,249.0,5.0,8.0,2.0,5.0,4.0,63.0,499,0,14.0,513,0
12,Nabarangpur,79,Jharigam,111,,,,,,,,71.0,34.0,341.0,5.0,4.0,3.0,3.0,4.0,2.0,467,0,2.0,469,0
