pc_id,pc_name,ac_id,ac_name,BOOTH NO,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,TOTAL VALID VOTES,No of rejected votes,NOTA,Total,No of Tendered votes
1,Bargarh,1,Padampur,1,,,,,,,,2,188,337,30,4,561,0,5,566,0
1,Bargarh,1,Padampur,2,,,,,,,,2,231,323,96,44,696,0,7,703,0
1,Bargarh,1,Padampur,3,,,,,,,,1,197,142,89,15,444,0,5,449,0
1,Bargarh,1,Padampur,4,,,,,,,,5,103,105,159,38,410,0,1,411,0
1,Bargarh,1,Padampur,5,,,,,,,,3,190,255,79,4,531,0,5,536,0
1,Bargarh,1,Padampur,6,,,,,,,,3,141,345,346,9,844,0,16,860,0
1,Bargarh,1,Padampur,7,,,,,,,,2,328,315,96,37,778,0,5,783,0
1,Bargarh,1,Padampur,8,,,,,,,,4,125,127,103,31,390,0,3,393,0
1,Bargarh,1,Padampur,9,,,,,,,,4,560,234,84,33,915,0,8,923,0
1,Bargarh,1,Padampur,10,,,,,,,,2,316,315,139,7,779,0,4,783,0
1,Bargarh,1,Padampur,11,,,,,,,,1,173,228,201,9,612,0,3,615,0
1,Bargarh,1,Padampur,12,,,,,,,,2,268,182,189,40,681,0,14,695,0
1,Bargarh,1,Padampur,13,,,,,,,,2,487,385,63,4,941,0,3,944,0
1,Bargarh,1,Padampur,14,,,,,,,,5,515,124,136,9,789,0,11,800,0
1,Bargarh,1,Padampur,15,,,,,,,,0,214,113,13,0,340,0,1,341,0
1,Bargarh,1,Padampur,16,,,,,,,,4,216,405,240,12,877,0,4,881,0
1,Bargarh,1,Padampur,17,,,,,,,,2,350,167,60,5,584,0,18,602,0
1,Bargarh,1,Padampur,18,,,,,,,,3,371,282,47,11,714,0,10,724,0
1,Bargarh,1,Padampur,19,,,,,,,,9,98,387,341,50,885,0,9,894,0
1,Bargarh,1,Padampur,20,,,,,,,,2,244,312,331,20,909,0,7,916,0
1,Bargarh,1,Padampur,21,,,,,,,,5,323,233,77,8,646,0,7,653,0
1,Bargarh,1,Padampur,22,,,,,,,,1,101,144,176,6,428,0,6,434,0
1,Bargarh,1,Padampur,23,,,,,,,,6,286,332,110,5,739,0,3,742,0
1,Bargarh,1,Padampur,24,,,,,,,,1,262,207,122,19,611,0,5,616,0
1,Bargarh,1,Padampur,25,,,,,,,,4,204,174,132,10,524,0,1,525,0
1,Bargarh,1,Padampur,26,,,,,,,,3,166,274,68,5,516,0,6,522,0
1,Bargarh,1,Padampur,27,,,,,,,,0,224,129,95,5,453,0,3,456,0
1,Bargarh,1,Padampur,28,,,,,,,,1,237,301,180,7,726,0,4,730,0
1,Bargarh,1,Padampur,29,,,,,,,,2,237,66,187,7,499,0,8,507,0
1,Bargarh,1,Padampur,30,,,,,,,,1,338,197,168,13,717,0,6,723,0
1,Bargarh,1,Padampur,31,,,,,,,,3,92,113,77,6,291,0,2,293,0
1,Bargarh,1,Padampur,32,,,,,,,,6,222,129,118,10,485,0,2,487,0
1,Bargarh,1,Padampur,33,,,,,,,,4,321,156,34,11,526,0,3,529,0
1,Bargarh,1,Padampur,34,,,,,,,,7,484,276,176,14,957,0,8,965,0
1,Bargarh,1,Padampur,35,,,,,,,,2,190,313,70,9,584,0,2,586,0
1,Bargarh,1,Padampur,36,,,,,,,,1,120,279,39,1,440,0,6,446,0
