pc_id,pc_name,ac_id,ac_name,BOOTH NO,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,TOTAL VALID VOTES,No of rejected votes,NOTA,Total,No of Tendered votes
1,Bargarh,5,Bhatli,1,,,,,,,,357,2,45,270,3,677,0,4,681,0
1,Bargarh,5,Bhatli,2,,,,,,,,288,2,47,278,4,619,0,7,626,0
1,Bargarh,5,Bhatli,3,,,,,,,,327,4,55,185,5,576,0,2,578,0
1,Bargarh,5,Bhatli,4,,,,,,,,341,4,36,286,3,670,0,3,673,0
1,Bargarh,5,Bhatli,5,,,,,,,,162,2,10,230,2,406,0,1,407,0
1,Bargarh,5,Bhatli,6,,,,,,,,185,3,54,245,1,488,0,1,489,0
1,Bargarh,5,Bhatli,7,,,,,,,,72,2,12,410,0,496,0,0,496,0
1,Bargarh,5,Bhatli,8,,,,,,,,334,1,75,221,2,633,0,5,638,0
1,Bargarh,5,Bhatli,10,,,,,,,,197,1,21,112,2,333,0,4,337,0
1,Bargarh,5,Bhatli,11,,,,,,,,365,5,23,228,4,625,0,3,628,0
1,Bargarh,5,Bhatli,12,,,,,,,,123,2,3,243,2,373,0,1,374,0
1,Bargarh,5,Bhatli,13,,,,,,,,166,1,37,192,0,396,0,4,400,0
1,Bargarh,5,Bhatli,14,,,,,,,,154,1,16,185,2,358,0,1,359,0
1,Bargarh,5,Bhatli,15,,,,,,,,240,0,18,312,2,572,0,3,575,0
1,Bargarh,5,Bhatli,16,,,,,,,,414,1,31,500,3,949,0,2,951,0
1,Bargarh,5,Bhatli,17,,,,,,,,300,3,21,315,6,645,0,2,647,0
1,Bargarh,5,Bhatli,18,,,,,,,,267,4,43,220,8,542,0,10,552,0
1,Bargarh,5,Bhatli,19,,,,,,,,336,2,50,208,6,602,0,7,609,0
1,Bargarh,5,Bhatli,20,,,,,,,,286,4,53,234,3,580,0,5,585,0
1,Bargarh,5,Bhatli,21,,,,,,,,243,3,24,212,1,483,0,3,486,0
1,Bargarh,5,Bhatli,22,,,,,,,,131,0,18,179,1,329,0,5,334,0
1,Bargarh,5,Bhatli,23,,,,,,,,228,0,49,310,4,591,0,5,596,0
1,Bargarh,5,Bhatli,24,,,,,,,,192,1,29,328,2,552,0,2,554,0
1,Bargarh,5,Bhatli,25,,,,,,,,349,7,34,227,9,626,0,3,629,0
1,Bargarh,5,Bhatli,26,,,,,,,,327,4,43,297,3,674,0,5,679,0
1,Bargarh,5,Bhatli,27,,,,,,,,103,2,45,137,2,289,0,0,289,0
1,Bargarh,5,Bhatli,28,,,,,,,,225,2,16,340,1,584,0,0,584,0
1,Bargarh,5,Bhatli,29,,,,,,,,417,1,25,131,1,575,0,4,579,0
1,Bargarh,5,Bhatli,30,,,,,,,,432,7,60,396,5,900,0,7,907,0
1,Bargarh,5,Bhatli,31,,,,,,,,272,1,32,170,2,477,0,0,477,0
1,Bargarh,5,Bhatli,32,,,,,,,,427,5,53,216,2,703,0,11,714,0
1,Bargarh,5,Bhatli,33,,,,,,,,600,2,14,154,4,774,0,1,775,0
1,Bargarh,5,Bhatli,34,,,,,,,,485,7,34,126,9,661,0,6,667,0
1,Bargarh,5,Bhatli,35,,,,,,,,373,4,41,342,5,765,0,6,771,0
1,Bargarh,5,Bhatli,36,,,,,,,,426,8,42,377,8,861,0,6,867,0
1,Bargarh,5,Bhatli,37,,,,,,,,112,0,6,202,1,321,0,0,321,0
1,Bargarh,5,Bhatli,38,,,,,,,,315,1,12,278,2,608,0,7,615,0
1,Bargarh,5,Bhatli,39,,,,,,,,148,2,6,289,3,448,0,3,451,0
1,Bargarh,5,Bhatli,40,,,,,,,,247,5,22,315,3,592,0,4,596,0
1,Bargarh,5,Bhatli,41,,,,,,,,268,2,26,298,2,596,0,2,598,0
1,Bargarh,5,Bhatli,42,,,,,,,,249,2,30,188,3,472,0,5,477,0
1,Bargarh,5,Bhatli,43,,,,,,,,368,4,20,510,5,907,0,5,912,0
1,Bargarh,5,Bhatli,44,,,,,,,,322,1,18,559,0,900,0,7,907,0
1,Bargarh,5,Bhatli,45,,,,,,,,248,4,57,346,4,659,0,11,670,0
1,Bargarh,5,Bhatli,46,,,,,,,,222,4,28,164,4,422,0,3,425,0
1,Bargarh,5,Bhatli,47,,,,,,,,254,4,69,365,2,694,0,6,700,0
1,Bargarh,5,Bhatli,48,,,,,,,,330,2,45,458,4,839,0,7,846,0
1,Bargarh,5,Bhatli,49,,,,,,,,149,5,13,226,4,397,0,7,404,0
1,Bargarh,5,Bhatli,50,,,,,,,,244,0,8,204,0,456,0,2,458,0
1,Bargarh,5,Bhatli,51,,,,,,,,116,1,18,373,2,510,0,2,512,0
1,Bargarh,5,Bhatli,52,,,,,,,,343,1,81,153,6,584,0,7,591,0
1,Bargarh,5,Bhatli,53,,,,,,,,169,2,52,188,3,414,0,0,414,0
1,Bargarh,5,Bhatli,54,,,,,,,,375,4,51,280,3,713,0,4,717,0
1,Bargarh,5,Bhatli,55,,,,,,,,262,1,69,263,5,600,0,8,608,0
1,Bargarh,5,Bhatli,56,,,,,,,,127,0,17,188,1,333,0,1,334,0
1,Bargarh,5,Bhatli,57,,,,,,,,320,5,68,279,2,674,0,6,680,0
1,Bargarh,5,Bhatli,58,,,,,,,,295,4,66,351,4,720,0,2,722,0
1,Bargarh,5,Bhatli,59,,,,,,,,263,2,64,250,5,584,0,2,586,0
1,Bargarh,5,Bhatli,60,,,,,,,,143,0,30,132,4,309,0,0,309,0
1,Bargarh,5,Bhatli,61,,,,,,,,195,3,49,171,6,424,0,3,427,0
1,Bargarh,5,Bhatli,62,,,,,,,,219,3,41,275,2,540,0,2,542,0
1,Bargarh,5,Bhatli,63,,,,,,,,325,2,101,243,5,676,0,2,678,0
1,Bargarh,5,Bhatli,64,,,,,,,,259,2,40,205,3,509,0,1,510,0
1,Bargarh,5,Bhatli,65,,,,,,,,478,5,40,231,4,758,0,14,772,0
1,Bargarh,5,Bhatli,66,,,,,,,,276,3,13,166,2,460,0,6,466,0
1,Bargarh,5,Bhatli,67,,,,,,,,198,5,33,474,2,712,0,4,716,0
1,Bargarh,5,Bhatli,68,,,,,,,,157,3,62,439,3,664,0,3,667,0
1,Bargarh,5,Bhatli,69,,,,,,,,266,2,39,218,1,526,0,4,530,0
1,Bargarh,5,Bhatli,70,,,,,,,,116,1,33,229,4,383,0,0,383,0
1,Bargarh,5,Bhatli,71,,,,,,,,336,2,34,247,6,625,0,3,628,0
1,Bargarh,5,Bhatli,72,,,,,,,,352,2,46,417,7,824,0,6,830,0
1,Bargarh,5,Bhatli,73,,,,,,,,312,4,42,414,7,779,0,16,795,0
1,Bargarh,5,Bhatli,74,,,,,,,,227,1,24,166,2,420,0,7,427,0
1,Bargarh,5,Bhatli,75,,,,,,,,235,6,82,359,3,685,0,7,692,0
1,Bargarh,5,Bhatli,76,,,,,,,,337,8,44,240,4,633,0,2,635,0
1,Bargarh,5,Bhatli,77,,,,,,,,172,2,25,278,3,480,0,1,481,0
1,Bargarh,5,Bhatli,78,,,,,,,,299,1,25,202,3,530,0,1,531,0
1,Bargarh,5,Bhatli,79,,,,,,,,215,4,21,166,2,408,0,4,412,0
1,Bargarh,5,Bhatli,80,,,,,,,,194,1,10,246,2,453,0,6,459,0
1,Bargarh,5,Bhatli,81,,,,,,,,188,3,26,415,1,633,0,7,640,0
1,Bargarh,5,Bhatli,82,,,,,,,,257,2,11,290,2,562,0,3,565,0
1,Bargarh,5,Bhatli,83,,,,,,,,177,2,36,522,5,742,0,5,747,0
1,Bargarh,5,Bhatli,84,,,,,,,,473,3,26,368,3,873,0,7,880,0
1,Bargarh,5,Bhatli,85,,,,,,,,301,7,23,326,4,661,0,7,668,0
1,Bargarh,5,Bhatli,86,,,,,,,,222,1,17,267,0,507,0,4,511,0
1,Bargarh,5,Bhatli,87,,,,,,,,257,0,34,70,0,361,0,0,361,0
1,Bargarh,5,Bhatli,88,,,,,,,,260,2,35,144,1,442,0,8,450,0
1,Bargarh,5,Bhatli,89,,,,,,,,524,5,41,452,4,1026,0,9,1035,0
1,Bargarh,5,Bhatli,90,,,,,,,,259,9,32,443,5,748,0,6,754,0
1,Bargarh,5,Bhatli,91,,,,,,,,273,3,26,319,5,626,0,7,633,0
1,Bargarh,5,Bhatli,92,,,,,,,,416,8,49,528,4,1005,0,5,1010,0
1,Bargarh,5,Bhatli,93,,,,,,,,567,2,17,427,1,1014,0,7,1021,0
1,Bargarh,5,Bhatli,94,,,,,,,,431,3,63,429,7,933,0,8,941,0
1,Bargarh,5,Bhatli,95,,,,,,,,259,2,12,188,3,464,0,6,470,0
1,Bargarh,5,Bhatli,96,,,,,,,,383,7,41,521,9,961,0,8,969,0
1,Bargarh,5,Bhatli,97,,,,,,,,329,4,19,362,6,720,0,7,727,0
1,Bargarh,5,Bhatli,98,,,,,,,,542,4,25,457,1,1029,0,6,1035,0
1,Bargarh,5,Bhatli,99,,,,,,,,348,5,21,383,3,760,0,10,770,0
1,Bargarh,5,Bhatli,100,,,,,,,,280,5,86,281,5,657,0,8,665,0
1,Bargarh,5,Bhatli,101,,,,,,,,49,0,9,273,0,331,0,2,333,0
1,Bargarh,5,Bhatli,102,,,,,,,,286,3,26,203,0,518,0,2,520,0
1,Bargarh,5,Bhatli,103,,,,,,,,382,2,17,454,4,859,0,5,864,0
1,Bargarh,5,Bhatli,104,,,,,,,,469,5,13,184,5,676,0,5,681,0
1,Bargarh,5,Bhatli,105,,,,,,,,424,3,13,192,5,637,0,9,646,0
1,Bargarh,5,Bhatli,106,,,,,,,,216,2,15,324,5,562,0,3,565,0
1,Bargarh,5,Bhatli,107,,,,,,,,535,4,16,214,6,775,0,6,781,0
1,Bargarh,5,Bhatli,108,,,,,,,,400,5,57,326,2,790,0,6,796,0
1,Bargarh,5,Bhatli,109,,,,,,,,458,2,15,174,4,653,0,7,660,0
1,Bargarh,5,Bhatli,110,,,,,,,,503,1,11,197,6,718,0,4,722,0
1,Bargarh,5,Bhatli,111,,,,,,,,582,3,19,171,4,779,0,8,787,0
1,Bargarh,5,Bhatli,112,,,,,,,,385,5,19,125,3,537,0,9,546,0
1,Bargarh,5,Bhatli,113,,,,,,,,390,4,16,327,2,739,0,2,741,0
1,Bargarh,5,Bhatli,114,,,,,,,,464,3,26,260,4,757,0,2,759,0
1,Bargarh,5,Bhatli,115,,,,,,,,287,1,19,363,4,674,0,5,679,0
1,Bargarh,5,Bhatli,116,,,,,,,,116,3,175,387,4,685,0,7,692,0
1,Bargarh,5,Bhatli,117,,,,,,,,168,2,31,571,2,774,0,1,775,0
1,Bargarh,5,Bhatli,118,,,,,,,,258,4,20,280,3,565,0,5,570,0
1,Bargarh,5,Bhatli,119,,,,,,,,247,0,8,293,5,553,0,5,558,0
1,Bargarh,5,Bhatli,120,,,,,,,,296,1,11,468,2,778,0,15,793,0
1,Bargarh,5,Bhatli,121,,,,,,,,217,3,37,495,4,756,0,6,762,0
1,Bargarh,5,Bhatli,122,,,,,,,,206,1,19,172,1,399,0,3,402,0
1,Bargarh,5,Bhatli,123,,,,,,,,336,5,40,361,4,746,0,4,750,0
1,Bargarh,5,Bhatli,124,,,,,,,,620,3,15,291,4,933,0,7,940,0
1,Bargarh,5,Bhatli,125,,,,,,,,162,2,15,260,2,441,0,0,441,0
1,Bargarh,5,Bhatli,126,,,,,,,,335,3,6,326,1,671,0,4,675,0
1,Bargarh,5,Bhatli,127,,,,,,,,291,3,12,255,1,562,0,9,571,0
1,Bargarh,5,Bhatli,128,,,,,,,,304,3,46,207,3,563,0,4,567,0
1,Bargarh,5,Bhatli,129,,,,,,,,422,5,15,432,2,876,0,4,880,0
1,Bargarh,5,Bhatli,130,,,,,,,,429,7,45,480,1,962,0,3,965,0
1,Bargarh,5,Bhatli,131,,,,,,,,386,3,19,213,1,622,0,5,627,0
1,Bargarh,5,Bhatli,132,,,,,,,,362,4,22,342,4,734,0,5,739,0
1,Bargarh,5,Bhatli,133,,,,,,,,392,5,27,339,6,769,0,9,778,0
1,Bargarh,5,Bhatli,134,,,,,,,,329,1,14,176,1,521,0,3,524,0
1,Bargarh,5,Bhatli,135,,,,,,,,210,1,15,255,4,485,0,7,492,0
1,Bargarh,5,Bhatli,136,,,,,,,,411,14,78,394,1,898,0,15,913,0
1,Bargarh,5,Bhatli,137,,,,,,,,331,3,59,494,10,897,0,10,907,0
1,Bargarh,5,Bhatli,138,,,,,,,,279,2,21,186,2,490,0,3,493,0
1,Bargarh,5,Bhatli,139,,,,,,,,208,2,62,188,2,462,0,2,464,0
1,Bargarh,5,Bhatli,140,,,,,,,,315,7,17,449,6,794,0,14,808,0
1,Bargarh,5,Bhatli,141,,,,,,,,360,1,36,560,9,966,0,5,971,0
1,Bargarh,5,Bhatli,142,,,,,,,,118,1,10,192,0,321,0,0,321,0
1,Bargarh,5,Bhatli,143,,,,,,,,358,1,27,415,5,806,0,5,811,0
1,Bargarh,5,Bhatli,144,,,,,,,,292,2,8,547,5,854,0,8,862,0
1,Bargarh,5,Bhatli,145,,,,,,,,163,1,12,268,7,451,0,6,457,0
1,Bargarh,5,Bhatli,146,,,,,,,,178,3,22,304,1,508,0,1,509,0
1,Bargarh,5,Bhatli,147,,,,,,,,102,0,3,245,3,353,0,1,354,0
1,Bargarh,5,Bhatli,148,,,,,,,,104,3,54,326,7,494,0,6,500,0
1,Bargarh,5,Bhatli,149,,,,,,,,73,1,2,336,2,414,0,2,416,0
1,Bargarh,5,Bhatli,150,,,,,,,,162,3,6,219,1,391,0,4,395,0
1,Bargarh,5,Bhatli,151,,,,,,,,307,7,28,460,7,809,0,4,813,0
