pc_id,pc_name,ac_id,ac_name,Serial No of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Total Valid Votes,No fo rejected Votes(Test votes),Votes for NOTA Option,Total,No of Tendered votes
7,Bhadrak,45,Bhandaripokhari,251,,,,,,,,280,4,3,304,48,0,639,0,2,641,0.0
7,Bhadrak,45,Bhandaripokhari,252,,,,,,,,348,5,3,355,143,0,854,0,3,857,0.0
7,Bhadrak,45,Bhandaripokhari,253,,,,,,,,249,4,0,397,47,2,699,0,2,701,0.0
7,Bhadrak,45,Bhandaripokhari,254,,,,,,,,179,0,0,187,83,1,450,0,0,450,0.0
7,Bhadrak,45,Bhandaripokhari,255,,,,,,,,453,3,3,387,163,2,1011,0,4,1015,0.0
7,Bhadrak,45,Bhandaripokhari,256,,,,,,,,452,6,0,453,133,7,1051,0,7,1058,0.0
7,Bhadrak,45,Bhandaripokhari,257,,,,,,,,404,2,4,297,132,0,839,0,4,843,0.0
7,Bhadrak,45,Bhandaripokhari,258,,,,,,,,341,4,6,230,111,3,695,0,6,701,0.0
7,Bhadrak,45,Bhandaripokhari,259,,,,,,,,328,2,4,371,217,3,925,0,7,932,0.0
7,Bhadrak,45,Bhandaripokhari,260,,,,,,,,309,1,1,372,96,0,779,0,3,782,0.0
7,Bhadrak,45,Bhandaripokhari,261,,,,,,,,341,5,3,299,55,0,703,0,4,707,0.0
7,Bhadrak,45,Bhandaripokhari,262,,,,,,,,161,0,2,198,62,1,424,0,1,425,0.0
7,Bhadrak,45,Bhandaripokhari,263,,,,,,,,236,2,1,58,49,1,347,0,2,349,0.0
7,Bhadrak,45,Bhandaripokhari,264,,,,,,,,318,3,1,354,134,1,811,0,3,814,0.0
7,Bhadrak,45,Bhandaripokhari,265,,,,,,,,392,3,3,380,94,2,874,0,4,878,0.0
7,Bhadrak,45,Bhandaripokhari,266,,,,,,,,380,1,2,428,59,2,872,0,4,876,0.0
