pc_id,pc_name,ac_id,ac_name,Serial No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Unnamed: 10,Total Valid Votes,No. of Rejected Votes,NOTA,Total,No. of tendered votes
3,Sambalpur,17,Sambalpur,nan,,,,,,,,nan,"Dr. Aswini 
Kumar 
Pujahari","Jaya 
Narayan 
Mishra",Dilip Singh,"Dr. 
Raseswari 
Panigrahi","Laxman 
Kumar 
Bhoi","Jayabrata 
Dey","Jayashree 
Mishra","Prabhas 
Pruseth","Pragnya 
Patnaik",nan,nan,nan,nan,nan
3,Sambalpur,17,Sambalpur,39.0,,,,,,,,nan,"Durgamandir Chhak -2
98",382,3,258,0,3,0,2,5,751.0,0.0,5.0,756.0,0.0
3,Sambalpur,17,Sambalpur,40.0,,,,,,,,Rerolling Mill Colony,90,133,8,186,0,1,0,2,2,422.0,0.0,4.0,426.0,0.0
3,Sambalpur,17,Sambalpur,41.0,,,,,,,,Hirakud-1,66,304,2,257,1,1,2,0,4,637.0,0.0,8.0,645.0,0.0
3,Sambalpur,17,Sambalpur,42.0,,,,,,,,Hirakud-6,69,262,6,165,0,1,0,3,2,508.0,0.0,1.0,509.0,0.0
3,Sambalpur,17,Sambalpur,43.0,,,,,,,,Hirakud-2,73,448,6,287,2,5,0,2,2,825.0,0.0,14.0,839.0,0.0
3,Sambalpur,17,Sambalpur,44.0,,,,,,,,Hirakud-3,115,428,2,338,0,21,0,2,3,909.0,0.0,8.0,917.0,0.0
3,Sambalpur,17,Sambalpur,45.0,,,,,,,,Hirakud-4,62,256,13,206,0,5,0,1,1,544.0,0.0,2.0,546.0,0.0
3,Sambalpur,17,Sambalpur,46.0,,,,,,,,Hirakud-5,43,403,16,302,0,6,1,2,1,774.0,0.0,6.0,780.0,0.0
3,Sambalpur,17,Sambalpur,47.0,,,,,,,,Jhankarpada-1 451,nan,121,25,264,1,9,1,2,2,876.0,0.0,5.0,881.0,0.0
3,Sambalpur,17,Sambalpur,48.0,,,,,,,,Jhankarpada-3 207,nan,373,53,271,6,30,3,5,2,950.0,0.0,5.0,955.0,0.0
3,Sambalpur,17,Sambalpur,49.0,,,,,,,,Jhankarpada-2 136,nan,434,8,282,2,4,0,4,3,873.0,0.0,4.0,877.0,0.0
3,Sambalpur,17,Sambalpur,50.0,,,,,,,,Silipathar,146,424,4,222,3,4,6,7,6,822.0,0.0,24.0,846.0,0.0
3,Sambalpur,17,Sambalpur,51.0,,,,,,,,Silipathar-2,55,402,3,233,5,57,3,2,2,762.0,0.0,2.0,764.0,0.0
3,Sambalpur,17,Sambalpur,52.0,,,,,,,,Saplahara,91,578,12,373,7,7,6,11,9,1094.0,0.0,31.0,1125.0,0.0
3,Sambalpur,17,Sambalpur,53.0,,,,,,,,Larpank-1,82,351,7,238,1,6,1,1,6,693.0,0.0,9.0,702.0,0.0
3,Sambalpur,17,Sambalpur,54.0,,,,,,,,Larpank-2,46,347,9,139,2,4,0,1,1,549.0,0.0,7.0,556.0,0.0
3,Sambalpur,17,Sambalpur,55.0,,,,,,,,Remed - 1,40,562,7,312,1,5,2,1,3,933.0,0.0,13.0,946.0,0.0
3,Sambalpur,17,Sambalpur,56.0,,,,,,,,Remed - 3,21,472,5,243,1,3,2,0,4,751.0,0.0,1.0,752.0,0.0
3,Sambalpur,17,Sambalpur,57.0,,,,,,,,Remed - 2,21,467,5,270,0,0,1,1,3,768.0,0.0,8.0,776.0,0.0
3,Sambalpur,17,Sambalpur,58.0,,,,,,,,Durgapali - 1,64,412,10,333,3,16,3,2,1,844.0,0.0,6.0,850.0,0.0
3,Sambalpur,17,Sambalpur,59.0,,,,,,,,Durgapali - 2,31,310,7,291,1,3,1,2,2,648.0,0.0,6.0,654.0,0.0
3,Sambalpur,17,Sambalpur,60.0,,,,,,,,Durgapali - 3,51,275,3,240,6,9,6,8,4,602.0,0.0,6.0,608.0,0.0
3,Sambalpur,17,Sambalpur,61.0,,,,,,,,Talbhattapada-156,nan,453,20,221,0,1,1,0,6,758.0,0.0,9.0,767.0,0.0
3,Sambalpur,17,Sambalpur,62.0,,,,,,,,Talbhattapada-357,nan,514,32,249,1,5,8,2,8,876.0,0.0,9.0,885.0,0.0
3,Sambalpur,17,Sambalpur,63.0,,,,,,,,Badabazar - 1,28,437,4,416,0,3,1,2,11,902.0,0.0,2.0,904.0,0.0
3,Sambalpur,17,Sambalpur,64.0,,,,,,,,Badabazar - 2,30,520,58,430,1,4,3,4,7,1057.0,0.0,6.0,1063.0,0.0
3,Sambalpur,17,Sambalpur,65.0,,,,,,,,Badabazar - 3,37,512,5,280,3,4,1,0,5,847.0,0.0,9.0,856.0,0.0
3,Sambalpur,17,Sambalpur,nan,,,,,,,,nan,"Dr. Aswini 
Kumar 
Pujahari","Jaya 
Narayan 
Mishra",Dilip Singh,"Dr. 
Raseswari 
Panigrahi","Laxman 
Kumar 
Bhoi","Jayabrata 
Dey","Jayashree 
Mishra","Prabhas 
Pruseth","Pragnya 
Patnaik",nan,nan,nan,nan,nan
3,Sambalpur,17,Sambalpur,66.0,,,,,,,,Badabazar - 7,29,249,4,250,0,1,0,2,0,535.0,0.0,4.0,539.0,0.0
3,Sambalpur,17,Sambalpur,67.0,,,,,,,,Talbhattapada-255,nan,551,7,266,0,6,0,0,3,888.0,0.0,9.0,897.0,0.0
3,Sambalpur,17,Sambalpur,68.0,,,,,,,,Badabazar - 4,30,509,5,329,1,39,2,2,3,920.0,0.0,5.0,925.0,1.0
3,Sambalpur,17,Sambalpur,69.0,,,,,,,,Badabazar - 5,55,401,5,388,2,21,3,1,4,880.0,0.0,4.0,884.0,1.0
3,Sambalpur,17,Sambalpur,70.0,,,,,,,,Badabazar - 6,20,324,6,182,1,8,3,4,3,551.0,0.0,4.0,555.0,0.0
3,Sambalpur,17,Sambalpur,71.0,,,,,,,,Badabazar - 8,20,308,4,180,0,10,1,1,0,524.0,0.0,1.0,525.0,0.0
3,Sambalpur,17,Sambalpur,72.0,,,,,,,,Khetrajpur - 1,12,473,1,191,2,3,1,0,2,685.0,0.0,3.0,688.0,0.0
3,Sambalpur,17,Sambalpur,73.0,,,,,,,,Khetrajpur - 2,39,316,3,305,1,5,3,1,7,680.0,0.0,10.0,690.0,0.0
3,Sambalpur,17,Sambalpur,74.0,,,,,,,,Daldalipada,13,240,3,127,0,1,0,0,5,389.0,0.0,5.0,394.0,0.0
3,Sambalpur,17,Sambalpur,75.0,,,,,,,,Khetrajpur - 3,39,414,4,275,3,52,4,0,4,795.0,0.0,4.0,799.0,0.0
