pc_id,pc_name,ac_id,ac_name,Sl No.of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Total of Valid Votes,No.of Rejected Votes (Test Votes),Votes for NOTA Option,Total,No.of Tendered Votes
21,Koraput,143,Rayagada,32,,,,,,,,8.0,32.0,242.0,373.0,2.0,0.0,2.0,0.0,659,0,5.0,664,0
21,Koraput,143,Rayagada,33,,,,,,,,12.0,205.0,154.0,250.0,2.0,2.0,1.0,6.0,632,0,17.0,649,0
21,Koraput,143,Rayagada,34,,,,,,,,4.0,106.0,120.0,254.0,3.0,5.0,4.0,4.0,500,0,14.0,514,0
21,Koraput,143,Rayagada,35,,,,,,,,17.0,99.0,307.0,465.0,3.0,6.0,1.0,8.0,906,0,21.0,927,0
21,Koraput,143,Rayagada,36,,,,,,,,12.0,68.0,192.0,280.0,8.0,3.0,4.0,2.0,569,0,10.0,579,0
21,Koraput,143,Rayagada,37,,,,,,,,14.0,61.0,113.0,413.0,4.0,3.0,5.0,7.0,620,0,11.0,631,0
21,Koraput,143,Rayagada,38,,,,,,,,11.0,70.0,216.0,220.0,5.0,1.0,4.0,2.0,529,0,15.0,544,0
21,Koraput,143,Rayagada,39,,,,,,,,31.0,179.0,193.0,347.0,8.0,4.0,15.0,12.0,789,0,15.0,804,0
21,Koraput,143,Rayagada,40,,,,,,,,13.0,123.0,188.0,354.0,11.0,11.0,7.0,8.0,715,0,13.0,728,0
21,Koraput,143,Rayagada,41,,,,,,,,5.0,100.0,281.0,193.0,8.0,5.0,3.0,9.0,604,0,18.0,622,0
21,Koraput,143,Rayagada,42,,,,,,,,11.0,177.0,67.0,171.0,3.0,5.0,2.0,4.0,440,0,4.0,444,0
21,Koraput,143,Rayagada,43,,,,,,,,20.0,135.0,203.0,486.0,7.0,5.0,6.0,16.0,878,0,16.0,894,0
21,Koraput,143,Rayagada,44,,,,,,,,14.0,122.0,280.0,320.0,3.0,6.0,3.0,5.0,753,0,7.0,760,0
21,Koraput,143,Rayagada,45,,,,,,,,16.0,208.0,181.0,292.0,5.0,6.0,4.0,1.0,713,0,4.0,717,0
21,Koraput,143,Rayagada,46,,,,,,,,18.0,204.0,110.0,476.0,7.0,6.0,8.0,11.0,840,0,25.0,865,0
21,Koraput,143,Rayagada,47,,,,,,,,23.0,22.0,194.0,178.0,8.0,6.0,10.0,11.0,452,0,29.0,481,0
21,Koraput,143,Rayagada,48,,,,,,,,57.0,105.0,301.0,307.0,22.0,16.0,14.0,47.0,869,0,74.0,943,0
21,Koraput,143,Rayagada,49,,,,,,,,22.0,89.0,165.0,349.0,12.0,12.0,14.0,14.0,677,0,53.0,730,0
21,Koraput,143,Rayagada,50,,,,,,,,18.0,104.0,108.0,133.0,2.0,3.0,1.0,4.0,373,0,8.0,381,0
21,Koraput,143,Rayagada,51,,,,,,,,21.0,47.0,333.0,407.0,9.0,4.0,7.0,10.0,838,0,18.0,856,0
21,Koraput,143,Rayagada,52,,,,,,,,13.0,91.0,168.0,235.0,5.0,4.0,4.0,10.0,530,0,8.0,538,0
21,Koraput,143,Rayagada,53,,,,,,,,9.0,141.0,95.0,169.0,6.0,0.0,4.0,0.0,424,0,11.0,435,0
21,Koraput,143,Rayagada,54,,,,,,,,9.0,275.0,206.0,235.0,3.0,1.0,3.0,3.0,735,0,0.0,735,0
21,Koraput,143,Rayagada,55,,,,,,,,14.0,90.0,189.0,361.0,4.0,2.0,1.0,3.0,664,0,3.0,667,0
21,Koraput,143,Rayagada,56,,,,,,,,16.0,59.0,162.0,162.0,2.0,1.0,3.0,3.0,408,0,5.0,413,0
21,Koraput,143,Rayagada,57,,,,,,,,1.0,248.0,257.0,273.0,5.0,1.0,1.0,2.0,788,0,3.0,791,0
21,Koraput,143,Rayagada,58,,,,,,,,9.0,160.0,218.0,255.0,0.0,1.0,0.0,0.0,643,0,5.0,648,0
21,Koraput,143,Rayagada,59,,,,,,,,2.0,166.0,214.0,145.0,0.0,1.0,1.0,1.0,530,0,3.0,533,0
21,Koraput,143,Rayagada,60,,,,,,,,4.0,165.0,186.0,185.0,2.0,2.0,0.0,0.0,544,0,1.0,545,0
21,Koraput,143,Rayagada,61,,,,,,,,8.0,161.0,221.0,99.0,1.0,1.0,0.0,0.0,491,0,3.0,494,0
21,Koraput,143,Rayagada,62,,,,,,,,3.0,81.0,448.0,252.0,5.0,2.0,3.0,5.0,799,0,7.0,806,0
21,Koraput,143,Rayagada,63,,,,,,,,13.0,151.0,516.0,176.0,11.0,11.0,7.0,7.0,892,0,20.0,912,0
21,Koraput,143,Rayagada,64,,,,,,,,8.0,153.0,431.0,165.0,10.0,3.0,11.0,5.0,786,0,11.0,797,0
21,Koraput,143,Rayagada,65,,,,,,,,18.0,238.0,220.0,262.0,8.0,7.0,13.0,19.0,785,0,2.0,787,0
21,Koraput,143,Rayagada,66,,,,,,,,13.0,136.0,117.0,272.0,3.0,7.0,4.0,5.0,557,0,6.0,563,0
21,Koraput,143,Rayagada,67,,,,,,,,10.0,123.0,288.0,162.0,6.0,3.0,6.0,3.0,601,0,8.0,609,0
21,Koraput,143,Rayagada,68,,,,,,,,4.0,25.0,379.0,291.0,4.0,4.0,2.0,2.0,711,0,2.0,713,0
21,Koraput,143,Rayagada,69,,,,,,,,7.0,165.0,245.0,223.0,5.0,18.0,15.0,18.0,696,0,17.0,713,0
21,Koraput,143,Rayagada,70,,,,,,,,6.0,16.0,164.0,145.0,4.0,4.0,2.0,8.0,349,0,11.0,360,0
21,Koraput,143,Rayagada,71,,,,,,,,21.0,149.0,199.0,393.0,7.0,4.0,2.0,4.0,779,0,8.0,787,0
21,Koraput,143,Rayagada,72,,,,,,,,10.0,113.0,91.0,140.0,2.0,0.0,4.0,2.0,362,0,12.0,374,0
21,Koraput,143,Rayagada,73,,,,,,,,18.0,106.0,257.0,351.0,6.0,2.0,9.0,6.0,755,0,13.0,768,0
21,Koraput,143,Rayagada,74,,,,,,,,6.0,105.0,144.0,172.0,2.0,0.0,3.0,5.0,437,0,9.0,446,0
21,Koraput,143,Rayagada,75,,,,,,,,4.0,126.0,273.0,129.0,9.0,1.0,3.0,2.0,547,0,2.0,549,0
21,Koraput,143,Rayagada,76,,,,,,,,24.0,127.0,228.0,249.0,13.0,5.0,8.0,4.0,658,0,7.0,665,0
21,Koraput,143,Rayagada,77,,,,,,,,24.0,129.0,241.0,418.0,9.0,7.0,8.0,4.0,840,0,12.0,852,0
21,Koraput,143,Rayagada,78,,,,,,,,7.0,263.0,433.0,321.0,10.0,7.0,8.0,8.0,1057,0,21.0,1078,0
21,Koraput,143,Rayagada,79,,,,,,,,29.0,121.0,313.0,389.0,5.0,6.0,3.0,5.0,871,0,6.0,877,0
