pc_id,pc_name,ac_id,ac_name,Serial Number of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Candidate 11,Candidate 12,Candidate 13,Total Valid Votes,Total,No. of tendered votes,Serial Number of Polling StationNo. of,Votes for NOTA option
5,Mayurbhanj,34,Baripada,225,,,,,,,,127.0,0.0,0.0,0.0,0.0,2.0,0.0,38.0,227.0,0.0,0.0,0.0,0.0,394,394,nan,nan,0.0
5,Mayurbhanj,34,Baripada,226,,,,,,,,276.0,0.0,1.0,1.0,3.0,19.0,2.0,31.0,277.0,16.0,2.0,1.0,3.0,632,639,nan,nan,7.0
5,Mayurbhanj,34,Baripada,227,,,,,,,,384.0,1.0,0.0,0.0,1.0,11.0,18.0,154.0,300.0,28.0,2.0,0.0,0.0,899,906,nan,nan,7.0
5,Mayurbhanj,34,Baripada,228,,,,,,,,328.0,5.0,7.0,9.0,5.0,7.0,8.0,169.0,328.0,38.0,8.0,4.0,2.0,918,935,nan,nan,17.0
5,Mayurbhanj,34,Baripada,229,,,,,,,,336.0,4.0,9.0,8.0,6.0,11.0,18.0,83.0,221.0,17.0,6.0,7.0,9.0,735,746,nan,nan,11.0
5,Mayurbhanj,34,Baripada,230,,,,,,,,326.0,1.0,2.0,4.0,5.0,3.0,4.0,135.0,167.0,3.0,0.0,8.0,1.0,659,663,nan,nan,4.0
5,Mayurbhanj,34,Baripada,231,,,,,,,,121.0,1.0,3.0,2.0,3.0,3.0,1.0,65.0,115.0,3.0,1.0,1.0,1.0,320,329,nan,nan,9.0
5,Mayurbhanj,34,Baripada,232,,,,,,,,351.0,0.0,0.0,2.0,1.0,2.0,0.0,110.0,294.0,5.0,1.0,0.0,0.0,766,768,nan,nan,2.0
5,Mayurbhanj,34,Baripada,233,,,,,,,,378.0,2.0,2.0,2.0,1.0,4.0,4.0,116.0,233.0,4.0,2.0,2.0,1.0,751,756,nan,nan,5.0
5,Mayurbhanj,34,Baripada,234,,,,,,,,171.0,0.0,2.0,2.0,2.0,11.0,0.0,78.0,259.0,14.0,3.0,2.0,6.0,550,553,nan,nan,3.0
5,Mayurbhanj,34,Baripada,235,,,,,,,,184.0,0.0,2.0,1.0,1.0,4.0,1.0,62.0,187.0,23.0,1.0,2.0,2.0,470,476,nan,nan,6.0
5,Mayurbhanj,34,Baripada,236,,,,,,,,413.0,2.0,0.0,1.0,2.0,2.0,4.0,50.0,482.0,19.0,1.0,1.0,1.0,978,984,nan,nan,6.0
5,Mayurbhanj,34,Baripada,237,,,,,,,,277.0,0.0,1.0,2.0,1.0,13.0,5.0,218.0,215.0,59.0,0.0,0.0,2.0,793,794,nan,nan,1.0
5,Mayurbhanj,34,Baripada,238,,,,,,,,254.0,1.0,2.0,1.0,1.0,28.0,0.0,25.0,340.0,2.0,1.0,2.0,1.0,658,658,nan,nan,0.0
5,Mayurbhanj,34,Baripada,239,,,,,,,,279.0,1.0,1.0,0.0,4.0,1.0,0.0,18.0,240.0,3.0,1.0,2.0,2.0,552,555,nan,nan,3.0
5,Mayurbhanj,34,Baripada,240,,,,,,,,269.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,230.0,1.0,0.0,1.0,0.0,508,508,nan,nan,0.0
5,Mayurbhanj,34,Baripada,241,,,,,,,,149.0,1.0,0.0,0.0,2.0,12.0,48.0,12.0,293.0,40.0,2.0,3.0,0.0,562,563,nan,nan,1.0
5,Mayurbhanj,34,Baripada,242,,,,,,,,190.0,3.0,1.0,2.0,4.0,6.0,6.0,11.0,403.0,5.0,1.0,3.0,1.0,636,648,nan,nan,12.0
5,Mayurbhanj,34,Baripada,243,,,,,,,,338.0,0.0,3.0,0.0,4.0,4.0,12.0,9.0,207.0,13.0,2.0,0.0,2.0,594,598,nan,nan,4.0
5,Mayurbhanj,34,Baripada,244,,,,,,,,185.0,0.0,2.0,3.0,1.0,14.0,5.0,22.0,104.0,16.0,3.0,0.0,1.0,356,359,nan,nan,3.0
5,Mayurbhanj,34,Baripada,245,,,,,,,,133.0,1.0,1.0,1.0,1.0,1.0,4.0,36.0,146.0,7.0,2.0,1.0,1.0,335,340,nan,nan,5.0
5,Mayurbhanj,34,Baripada,246,,,,,,,,130.0,2.0,1.0,0.0,1.0,26.0,4.0,5.0,607.0,3.0,2.0,3.0,3.0,787,789,nan,nan,2.0
5,Mayurbhanj,34,Baripada,247,,,,,,,,122.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,350.0,20.0,1.0,6.0,2.0,516,522,nan,nan,6.0
5,Mayurbhanj,34,Baripada,248,,,,,,,,210.0,0.0,2.0,2.0,6.0,18.0,0.0,23.0,598.0,29.0,3.0,1.0,1.0,893,895,nan,nan,2.0
5,Mayurbhanj,34,Baripada,249,,,,,,,,312.0,5.0,2.0,2.0,4.0,8.0,8.0,20.0,258.0,37.0,3.0,2.0,1.0,662,671,nan,nan,9.0
5,Mayurbhanj,34,Baripada,250,,,,,,,,210.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,191.0,1.0,0.0,0.0,1.0,411,413,nan,nan,2.0
5,Mayurbhanj,34,Baripada,251,,,,,,,,202.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,212.0,2.0,1.0,0.0,1.0,425,426,nan,nan,1.0
5,Mayurbhanj,34,Baripada,252,,,,,,,,237.0,1.0,4.0,1.0,3.0,11.0,56.0,66.0,200.0,118.0,6.0,1.0,2.0,706,713,nan,nan,7.0
5,Mayurbhanj,34,Baripada,253,,,,,,,,267.0,0.0,1.0,2.0,3.0,2.0,7.0,38.0,244.0,16.0,0.0,2.0,0.0,582,584,nan,nan,2.0
5,Mayurbhanj,34,Baripada,254,,,,,,,,284.0,1.0,1.0,0.0,2.0,2.0,2.0,48.0,224.0,8.0,0.0,2.0,0.0,574,575,nan,nan,1.0
5,Mayurbhanj,34,Baripada,255,,,,,,,,145.0,3.0,3.0,1.0,2.0,9.0,73.0,187.0,195.0,99.0,3.0,1.0,0.0,721,726,nan,nan,5.0
5,Mayurbhanj,34,Baripada,256,,,,,,,,199.0,0.0,0.0,3.0,2.0,0.0,1.0,33.0,257.0,4.0,2.0,3.0,2.0,506,507,nan,nan,1.0
5,Mayurbhanj,34,Baripada,257,,,,,,,,83.0,6.0,4.0,4.0,9.0,11.0,103.0,11.0,257.0,62.0,2.0,5.0,2.0,559,569,nan,nan,10.0
5,Mayurbhanj,34,Baripada,258,,,,,,,,230.0,2.0,2.0,0.0,3.0,7.0,46.0,12.0,308.0,47.0,3.0,6.0,1.0,667,673,nan,nan,6.0
5,Mayurbhanj,34,Baripada,259,,,,,,,,359.0,2.0,3.0,2.0,2.0,23.0,13.0,35.0,435.0,93.0,4.0,6.0,1.0,978,980,nan,nan,2.0
5,Mayurbhanj,34,Baripada,260,,,,,,,,306.0,2.0,2.0,1.0,1.0,3.0,61.0,9.0,213.0,20.0,1.0,1.0,0.0,620,622,nan,nan,2.0
5,Mayurbhanj,34,Baripada,261,,,,,,,,445.0,7.0,4.0,3.0,3.0,26.0,41.0,21.0,301.0,34.0,1.0,1.0,2.0,889,896,nan,nan,7.0
5,Mayurbhanj,34,Baripada,262,,,,,,,,214.0,0.0,1.0,1.0,0.0,3.0,0.0,8.0,219.0,0.0,0.0,0.0,0.0,446,447,nan,nan,1.0
5,Mayurbhanj,34,Baripada,263,,,,,,,,330.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,172.0,10.0,0.0,0.0,0.0,535,535,nan,nan,0.0
5,Mayurbhanj,34,Baripada,264,,,,,,,,174.0,0.0,1.0,1.0,0.0,71.0,0.0,38.0,158.0,2.0,0.0,1.0,1.0,447,449,nan,nan,2.0
5,Mayurbhanj,34,Baripada,265,,,,,,,,337.0,0.0,1.0,2.0,0.0,71.0,0.0,39.0,423.0,3.0,2.0,2.0,1.0,881,886,nan,nan,5.0
5,Mayurbhanj,34,Baripada,266,,,,,,,,182.0,3.0,1.0,0.0,0.0,149.0,1.0,76.0,416.0,5.0,2.0,0.0,0.0,835,836,nan,nan,1.0
5,Mayurbhanj,34,Baripada,267,,,,,,,,138.0,0.0,0.0,0.0,1.0,69.0,0.0,25.0,219.0,4.0,0.0,0.0,0.0,456,459,nan,nan,3.0
5,Mayurbhanj,34,Baripada,268,,,,,,,,318.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,279.0,2.0,0.0,0.0,0.0,617,618,nan,nan,1.0
5,Mayurbhanj,34,Baripada,269,,,,,,,,372.0,0.0,0.0,0.0,2.0,16.0,0.0,48.0,388.0,5.0,1.0,0.0,0.0,832,834,nan,nan,2.0
5,Mayurbhanj,34,Baripada,270,,,,,,,,403.0,1.0,4.0,4.0,8.0,25.0,28.0,14.0,365.0,42.0,10.0,6.0,2.0,912,931,nan,nan,19.0
5,Mayurbhanj,34,Baripada,271,,,,,,,,317.0,1.0,1.0,1.0,1.0,22.0,2.0,22.0,222.0,5.0,0.0,5.0,1.0,600,604,nan,nan,4.0
5,Mayurbhanj,34,Baripada,272,,,,,,,,205.0,2.0,1.0,1.0,1.0,25.0,0.0,24.0,196.0,4.0,0.0,1.0,1.0,461,463,nan,nan,2.0
5,Mayurbhanj,34,Baripada,273,,,,,,,,162.0,1.0,0.0,0.0,1.0,12.0,0.0,9.0,135.0,2.0,0.0,0.0,0.0,322,323,nan,nan,1.0
5,Mayurbhanj,34,Baripada,274,,,,,,,,260.0,0.0,1.0,0.0,1.0,18.0,39.0,8.0,376.0,31.0,3.0,3.0,2.0,742,747,nan,nan,5.0
5,Mayurbhanj,34,Baripada,275,,,,,,,,69.0,2.0,4.0,0.0,0.0,7.0,71.0,5.0,121.0,54.0,3.0,1.0,1.0,338,343,nan,nan,5.0
5,Mayurbhanj,34,Baripada,276,,,,,,,,227.0,4.0,0.0,2.0,2.0,13.0,1.0,21.0,321.0,11.0,1.0,0.0,0.0,603,608,nan,nan,5.0
5,Mayurbhanj,34,Baripada,277,,,,,,,,241.0,0.0,0.0,0.0,0.0,54.0,1.0,235.0,259.0,1.0,0.0,0.0,0.0,791,792,nan,nan,1.0
5,Mayurbhanj,34,Baripada,278,,,,,,,,207.0,3.0,1.0,0.0,2.0,29.0,3.0,103.0,218.0,2.0,2.0,1.0,2.0,573,574,nan,nan,1.0
5,Mayurbhanj,34,Baripada,279,,,,,,,,291.0,3.0,1.0,0.0,3.0,9.0,6.0,11.0,296.0,9.0,0.0,1.0,0.0,630,637,nan,nan,7.0
5,Mayurbhanj,34,Baripada,280,,,,,,,,399.0,2.0,0.0,1.0,2.0,25.0,10.0,81.0,331.0,12.0,2.0,2.0,0.0,867,869,nan,nan,2.0
5,Mayurbhanj,34,Baripada,281,,,,,,,,352.0,1.0,0.0,1.0,0.0,60.0,27.0,97.0,242.0,86.0,2.0,2.0,1.0,871,874,nan,nan,3.0
5,Mayurbhanj,34,Baripada,282,,,,,,,,210.0,1.0,0.0,0.0,1.0,6.0,0.0,42.0,91.0,2.0,0.0,0.0,1.0,354,357,nan,nan,3.0
