pc_id,pc_name,ac_id,ac_name,S.No.,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Total of Valid Votes,No. of Rejected Votes (Test Votes),Votes for NOTA Option,Total,Total No. of Tender Votes
15,Kendrapara ,103,Aul,302,,,,,,,,108,0,409,84,0,1,0,0,0,602,0,0,602,0
15,Kendrapara ,103,Aul,303,,,,,,,,44,0,251,30,0,0,0,0,0,325,0,1,326,0
15,Kendrapara ,103,Aul,304,,,,,,,,98,1,383,242,0,2,0,0,0,726,0,1,727,0
15,Kendrapara ,103,Aul,305,,,,,,,,90,2,387,120,0,2,1,1,1,604,0,0,604,0
15,Kendrapara ,103,Aul,306,,,,,,,,86,0,350,161,2,0,2,0,0,601,0,1,602,0
15,Kendrapara ,103,Aul,307,,,,,,,,63,1,373,244,4,3,1,1,0,690,0,1,691,0
15,Kendrapara ,103,Aul,308,,,,,,,,114,3,364,173,0,9,1,0,0,664,0,0,664,0
15,Kendrapara ,103,Aul,309,,,,,,,,83,1,463,322,1,0,1,1,1,873,0,6,879,0
15,Kendrapara ,103,Aul,310,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Kendrapara ,103,Aul,311,,,,,,,,67,0,422,272,0,1,0,1,0,763,0,0,763,0
15,Kendrapara ,103,Aul,312,,,,,,,,60,2,294,280,0,0,0,1,0,637,0,0,637,0
