pc_id,pc_name,ac_id,ac_name,Serial No of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Candidate 11,Candidate 12,Candidate 13,Candidate 14,Total valid votes,NO of rejected votes,NOTA,Total,No of tendered Votes
17,Puri,114,Brahmagiri,128,,,,,,,,279,165,2,0,29,2,0,1,0,0,0,0,1,1,480,0,2,482,0
17,Puri,114,Brahmagiri,129,,,,,,,,369,220,1,0,44,0,0,0,0,0,0,0,2,3,639,0,6,645,0
17,Puri,114,Brahmagiri,130,,,,,,,,373,249,0,0,23,1,1,1,1,0,0,0,0,2,651,0,4,655,0
17,Puri,114,Brahmagiri,131,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Puri,114,Brahmagiri,132,,,,,,,,294,165,1,0,20,1,0,1,2,1,1,0,2,1,489,0,5,494,0
17,Puri,114,Brahmagiri,133,,,,,,,,380,232,1,0,28,1,0,2,2,2,0,1,5,2,656,0,8,664,0
17,Puri,114,Brahmagiri,134,,,,,,,,384,173,3,0,20,0,0,0,1,1,0,2,1,1,586,0,6,592,0
17,Puri,114,Brahmagiri,135,,,,,,,,523,39,1,1,183,0,0,2,1,2,2,1,1,2,758,0,1,759,0
17,Puri,114,Brahmagiri,136,,,,,,,,763,19,2,1,175,4,0,1,0,0,4,3,3,4,979,0,10,989,0
17,Puri,114,Brahmagiri,137,,,,,,,,608,77,2,1,84,2,0,2,1,1,1,1,7,3,790,0,6,796,0
17,Puri,114,Brahmagiri,138,,,,,,,,244,195,1,1,38,0,0,0,1,0,0,0,0,1,481,0,2,483,0
17,Puri,114,Brahmagiri,139,,,,,,,,529,108,0,1,91,1,2,1,0,0,0,1,1,2,737,0,2,739,0
17,Puri,114,Brahmagiri,140,,,,,,,,438,470,0,1,55,0,0,3,3,3,2,4,3,3,985,0,3,988,0
17,Puri,114,Brahmagiri,141,,,,,,,,259,157,1,1,28,1,0,1,0,0,0,0,1,0,449,0,1,450,0
17,Puri,114,Brahmagiri,142,,,,,,,,334,184,1,0,50,1,0,1,1,1,1,2,2,0,578,0,1,579,0
17,Puri,114,Brahmagiri,143,,,,,,,,284,167,3,0,89,0,0,0,1,0,0,0,1,1,546,0,2,548,0
17,Puri,114,Brahmagiri,144,,,,,,,,102,58,1,0,10,0,0,0,0,0,0,0,0,0,171,0,1,172,0
17,Puri,114,Brahmagiri,145,,,,,,,,300,165,1,0,51,1,0,0,1,1,1,1,3,1,526,0,4,530,0
