pc_id,pc_name,ac_id,ac_name,Abani Kuamr Gaya,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Candidate 11,Candidate 12,Candidate 13,Total,Total Valid votes,Unnamed: 1,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Votes for NOTA option
20,Berhampur,133,Paralakhemundi,nan,,,,,,,,nan,nan,"Sl. No. Polling 
Station No.",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Ashok 
Kumar 
Sahoo",Sumit Patro,"Total Valid 
votes","Reject 
votes
 (Test 
Vote)","Votes for 
NOTA 
option",Total,"No. of 
Tendered 
votes","Kanhu 
Charan Pati","Bikram 
Kumar 
Panda","Lingaraj 
Chaudhury","Gobinda 
Chandra 
Sahu","Siba sankar 
Mishra","Abani 
Kuamr 
Gaya","Jeebano 
Patro","Siva 
Shankar 
Dash",nan
20,Berhampur,133,Paralakhemundi,1,,,,,,,,3,396,nan,0,2,116,24,0,0,2,16,108.0,2,565,562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
20,Berhampur,133,Paralakhemundi,2,,,,,,,,3,459,nan,0,16,303,19,0,0,2,32,109.0,1,839,837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
20,Berhampur,133,Paralakhemundi,0,,,,,,,,3,273,nan,1,3,210,20,0,0,1,35,110.0,0,557,546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11
20,Berhampur,133,Paralakhemundi,0,,,,,,,,1,334,nan,2,0,121,87,0,0,0,40,111.0,1,595,586,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9
20,Berhampur,133,Paralakhemundi,2,,,,,,,,0,303,nan,1,0,158,17,0,0,0,20,112.0,0,508,501,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7
20,Berhampur,133,Paralakhemundi,1,,,,,,,,3,265,nan,0,2,160,14,0,0,0,20,113.0,1,468,466,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
20,Berhampur,133,Paralakhemundi,0,,,,,,,,4,320,nan,1,0,163,26,0,0,1,17,114.0,0,532,532,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
20,Berhampur,133,Paralakhemundi,0,,,,,,,,1,340,nan,0,2,184,31,0,0,1,20,115.0,0,585,579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
20,Berhampur,133,Paralakhemundi,1,,,,,,,,3,369,nan,3,3,193,55,0,0,1,52,116.0,2,684,682,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
20,Berhampur,133,Paralakhemundi,0,,,,,,,,4,262,nan,3,2,149,16,0,0,0,53,117.0,0,500,489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11
20,Berhampur,133,Paralakhemundi,3,,,,,,,,3,393,nan,2,1,166,39,0,0,3,92,118.0,0,707,702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5
20,Berhampur,133,Paralakhemundi,3,,,,,,,,0,440,nan,2,0,146,40,0,0,2,112,119.0,1,749,746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
20,Berhampur,133,Paralakhemundi,3,,,,,,,,4,479,nan,1,1,196,85,0,0,0,134,120.0,7,926,910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16
20,Berhampur,133,Paralakhemundi,3,,,,,,,,3,339,nan,0,1,222,30,0,0,1,88,121.0,0,695,687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8
20,Berhampur,133,Paralakhemundi,2,,,,,,,,1,333,nan,0,1,171,30,0,0,3,75,122.0,3,632,619,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13
20,Berhampur,133,Paralakhemundi,1,,,,,,,,0,262,nan,1,1,158,14,0,0,1,110,123.0,2,557,550,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7
20,Berhampur,133,Paralakhemundi,2,,,,,,,,2,232,nan,2,2,161,48,0,0,0,281,124.0,2,739,732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7
20,Berhampur,133,Paralakhemundi,0,,,,,,,,5,338,nan,1,1,157,38,0,0,3,157,125.0,0,710,700,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10
20,Berhampur,133,Paralakhemundi,2,,,,,,,,2,318,nan,1,1,176,26,0,0,0,192,126.0,1,722,719,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
20,Berhampur,133,Paralakhemundi,2,,,,,,,,3,231,nan,2,1,166,40,0,0,1,236,127.0,0,687,682,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5
20,Berhampur,133,Paralakhemundi,2,,,,,,,,5,268,nan,0,3,156,35,0,0,1,343,128.0,1,822,814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8
20,Berhampur,133,Paralakhemundi,0,,,,,,,,1,135,nan,2,3,71,27,0,0,0,263,129.0,0,505,502,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
20,Berhampur,133,Paralakhemundi,G,,,,,,,,A,C,nan,E,H,B,D,O,L,F,I,nan,J,N,K,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,M
20,Berhampur,133,Paralakhemundi,5,,,,,,,,2,204,nan,0,6,123,103,0,0,1,249,130.0,4,709,697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12
20,Berhampur,133,Paralakhemundi,1,,,,,,,,2,150,nan,3,2,129,83,0,0,2,198,131.0,3,579,573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
20,Berhampur,133,Paralakhemundi,4,,,,,,,,1,266,nan,1,9,125,66,0,0,3,402,132.0,3,893,880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13
20,Berhampur,133,Paralakhemundi,3,,,,,,,,1,204,nan,2,6,100,31,0,0,2,522,133.0,7,890,878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12
20,Berhampur,133,Paralakhemundi,1,,,,,,,,3,229,nan,0,4,214,49,0,0,1,298,134.0,1,820,800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20
20,Berhampur,133,Paralakhemundi,2,,,,,,,,4,271,nan,3,1,135,50,0,0,0,193,135.0,0,664,659,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5
20,Berhampur,133,Paralakhemundi,10,,,,,,,,2,282,nan,2,1,106,30,0,0,0,168,136.0,0,606,601,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5
20,Berhampur,133,Paralakhemundi,2,,,,,,,,1,352,nan,2,2,158,65,0,0,4,65,137.0,1,660,652,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8
20,Berhampur,133,Paralakhemundi,0,,,,,,,,3,264,nan,2,0,107,53,0,0,3,104,138.0,0,538,536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
20,Berhampur,133,Paralakhemundi,7,,,,,,,,10,288,nan,6,8,151,55,0,0,6,264,139.0,4,820,799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21
20,Berhampur,133,Paralakhemundi,3,,,,,,,,6,298,nan,0,6,119,33,0,0,2,206,140.0,12,703,685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18
20,Berhampur,133,Paralakhemundi,4,,,,,,,,6,260,nan,1,1,147,42,0,0,2,123,141.0,3,595,589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
20,Berhampur,133,Paralakhemundi,0,,,,,,,,5,280,nan,0,3,148,48,0,0,1,98,142.0,0,591,583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8
20,Berhampur,133,Paralakhemundi,1,,,,,,,,3,262,nan,1,0,143,58,0,0,0,127,143.0,1,602,596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
20,Berhampur,133,Paralakhemundi,3,,,,,,,,0,333,nan,0,0,262,31,0,0,1,45,144.0,2,683,677,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
20,Berhampur,133,Paralakhemundi,1,,,,,,,,1,489,nan,2,0,181,27,0,0,5,26,145.0,0,736,732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
20,Berhampur,133,Paralakhemundi,0,,,,,,,,2,320,nan,1,0,182,16,0,0,6,54,146.0,1,589,582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7
20,Berhampur,133,Paralakhemundi,1,,,,,,,,2,280,nan,0,0,185,18,0,0,2,26,147.0,0,520,514,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
20,Berhampur,133,Paralakhemundi,1,,,,,,,,4,425,nan,1,3,187,20,0,0,2,48,148.0,3,702,694,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8
20,Berhampur,133,Paralakhemundi,3,,,,,,,,1,337,nan,0,1,213,22,0,0,6,50,149.0,1,641,634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7
20,Berhampur,133,Paralakhemundi,3,,,,,,,,1,220,nan,2,0,168,29,0,0,1,46,150.0,2,477,472,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5
20,Berhampur,133,Paralakhemundi,4,,,,,,,,3,333,nan,4,1,173,32,0,0,3,106,151.0,1,669,660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9
20,Berhampur,133,Paralakhemundi,1,,,,,,,,1,330,nan,1,0,204,11,0,0,0,45,152.0,2,601,595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
20,Berhampur,133,Paralakhemundi,2,,,,,,,,3,309,nan,8,2,270,16,0,0,0,58,153.0,5,682,673,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9
20,Berhampur,133,Paralakhemundi,1,,,,,,,,0,271,nan,1,2,243,31,0,0,2,54,154.0,1,616,606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10
20,Berhampur,133,Paralakhemundi,3,,,,,,,,0,283,nan,1,0,146,31,0,0,6,25,155.0,0,498,495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
20,Berhampur,133,Paralakhemundi,0,,,,,,,,2,508,nan,0,0,146,27,0,0,0,15,156.0,0,702,698,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
20,Berhampur,133,Paralakhemundi,0,,,,,,,,2,436,nan,0,0,147,23,0,0,1,14,157.0,2,629,625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
20,Berhampur,133,Paralakhemundi,G,,,,,,,,A,C,nan,E,H,B,D,O,L,F,I,nan,J,N,K,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,M
20,Berhampur,133,Paralakhemundi,4,,,,,,,,2,395,nan,1,2,175,22,0,0,0,22,158,1,630,624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
20,Berhampur,133,Paralakhemundi,2,,,,,,,,3,450,nan,0,1,176,29,0,0,0,22,159,1,689,684,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5
20,Berhampur,133,Paralakhemundi,1,,,,,,,,2,440,nan,0,1,196,27,0,0,0,25,160,0,699,692,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7
20,Berhampur,133,Paralakhemundi,1,,,,,,,,1,167,nan,1,1,96,15,0,0,2,20,161,0,307,304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
20,Berhampur,133,Paralakhemundi,0,,,,,,,,0,320,nan,0,3,189,26,0,0,0,13,162,0,552,551,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
20,Berhampur,133,Paralakhemundi,0,,,,,,,,3,266,nan,0,1,136,24,0,0,1,16,163,0,454,447,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7
20,Berhampur,133,Paralakhemundi,0,,,,,,,,3,235,nan,0,0,194,15,0,0,0,21,164,1,473,469,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
20,Berhampur,133,Paralakhemundi,0,,,,,,,,3,331,nan,2,1,160,17,0,0,1,20,165,1,540,536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
20,Berhampur,133,Paralakhemundi,2,,,,,,,,4,446,nan,0,1,184,27,0,0,4,32,166,0,703,700,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
20,Berhampur,133,Paralakhemundi,1,,,,,,,,0,324,nan,1,2,160,21,0,0,0,14,167,0,530,523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7
20,Berhampur,133,Paralakhemundi,0,,,,,,,,0,227,nan,0,0,159,21,0,0,0,16,168,0,432,423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9
20,Berhampur,133,Paralakhemundi,1,,,,,,,,1,220,nan,5,0,65,21,0,0,0,15,169,0,331,328,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
