pc_id,pc_name,ac_id,ac_name,BOOTH NO,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,TOTAL VALID VOTES,No of rejected votes,NOTA,Total,No of Tendered votes
15,Kendrapara ,98,Mahakalapada,"POSTAL 
BALLOT",,,,,,,,87.0,117.0,184.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,395.0,59.0,4.0,458.0,0.0
15,Kendrapara ,98,Mahakalapada,1,,,,,,,,207.0,111.0,344.0,2.0,0.0,0.0,0.0,1.0,4.0,6.0,675.0,0.0,1.0,676.0,0.0
15,Kendrapara ,98,Mahakalapada,2,,,,,,,,167.0,86.0,376.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,638.0,0.0,6.0,644.0,0.0
15,Kendrapara ,98,Mahakalapada,3,,,,,,,,137.0,31.0,176.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,347.0,0.0,1.0,348.0,0.0
15,Kendrapara ,98,Mahakalapada,4,,,,,,,,61.0,64.0,162.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,290.0,0.0
15,Kendrapara ,98,Mahakalapada,5,,,,,,,,163.0,85.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,0.0,2.0,711.0,0.0
15,Kendrapara ,98,Mahakalapada,6,,,,,,,,59.0,189.0,379.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,636.0,0.0,1.0,637.0,0.0
15,Kendrapara ,98,Mahakalapada,7,,,,,,,,128.0,46.0,314.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,1.0,492.0,0.0
15,Kendrapara ,98,Mahakalapada,8,,,,,,,,114.0,55.0,229.0,1.0,0.0,12.0,1.0,1.0,1.0,1.0,415.0,0.0,3.0,418.0,0.0
15,Kendrapara ,98,Mahakalapada,9,,,,,,,,93.0,86.0,307.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,497.0,0.0,2.0,499.0,0.0
15,Kendrapara ,98,Mahakalapada,10,,,,,,,,155.0,140.0,342.0,3.0,1.0,7.0,0.0,0.0,2.0,7.0,657.0,0.0,0.0,657.0,0.0
15,Kendrapara ,98,Mahakalapada,11,,,,,,,,118.0,103.0,424.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,647.0,0.0,2.0,649.0,0.0
15,Kendrapara ,98,Mahakalapada,12,,,,,,,,5.0,5.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,181.0,0.0
15,Kendrapara ,98,Mahakalapada,13,,,,,,,,17.0,28.0,141.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,187.0,0.0,1.0,188.0,0.0
15,Kendrapara ,98,Mahakalapada,14,,,,,,,,105.0,116.0,443.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,667.0,0.0,1.0,668.0,0.0
15,Kendrapara ,98,Mahakalapada,15,,,,,,,,97.0,60.0,147.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,310.0,0.0,2.0,312.0,0.0
15,Kendrapara ,98,Mahakalapada,16,,,,,,,,44.0,72.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,359.0,0.0,0.0,359.0,0.0
15,Kendrapara ,98,Mahakalapada,17,,,,,,,,31.0,45.0,170.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,247.0,0.0,0.0,247.0,0.0
15,Kendrapara ,98,Mahakalapada,18,,,,,,,,188.0,183.0,532.0,3.0,2.0,12.0,0.0,1.0,5.0,4.0,930.0,0.0,3.0,933.0,0.0
15,Kendrapara ,98,Mahakalapada,19,,,,,,,,123.0,32.0,189.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,347.0,0.0,0.0,347.0,0.0
15,Kendrapara ,98,Mahakalapada,20,,,,,,,,200.0,119.0,350.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,674.0,0.0,1.0,675.0,0.0
15,Kendrapara ,98,Mahakalapada,21,,,,,,,,198.0,153.0,427.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,786.0,0.0,4.0,790.0,0.0
15,Kendrapara ,98,Mahakalapada,22,,,,,,,,72.0,69.0,191.0,1.0,0.0,1.0,1.0,0.0,7.0,1.0,343.0,0.0,4.0,347.0,0.0
15,Kendrapara ,98,Mahakalapada,23,,,,,,,,217.0,83.0,276.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,579.0,0.0,0.0,579.0,0.0
15,Kendrapara ,98,Mahakalapada,24,,,,,,,,186.0,38.0,365.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,593.0,0.0,4.0,597.0,0.0
15,Kendrapara ,98,Mahakalapada,25,,,,,,,,139.0,64.0,360.0,1.0,3.0,0.0,2.0,0.0,4.0,1.0,574.0,0.0,4.0,578.0,0.0
15,Kendrapara ,98,Mahakalapada,26,,,,,,,,148.0,56.0,332.0,0.0,1.0,4.0,0.0,1.0,3.0,3.0,548.0,0.0,3.0,551.0,0.0
15,Kendrapara ,98,Mahakalapada,27,,,,,,,,132.0,66.0,406.0,1.0,0.0,1.0,1.0,1.0,5.0,3.0,616.0,0.0,2.0,618.0,0.0
15,Kendrapara ,98,Mahakalapada,28,,,,,,,,152.0,53.0,376.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,592.0,0.0,1.0,593.0,0.0
15,Kendrapara ,98,Mahakalapada,29,,,,,,,,149.0,42.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,362.0,0.0
15,Kendrapara ,98,Mahakalapada,30,,,,,,,,232.0,92.0,308.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,639.0,0.0,2.0,641.0,0.0
15,Kendrapara ,98,Mahakalapada,31,,,,,,,,87.0,51.0,213.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,358.0,0.0,1.0,359.0,0.0
15,Kendrapara ,98,Mahakalapada,32,,,,,,,,154.0,29.0,116.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0
15,Kendrapara ,98,Mahakalapada,33,,,,,,,,184.0,112.0,451.0,5.0,11.0,0.0,0.0,2.0,7.0,11.0,783.0,0.0,2.0,785.0,0.0
15,Kendrapara ,98,Mahakalapada,34,,,,,,,,202.0,111.0,422.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,741.0,0.0,2.0,743.0,0.0
15,Kendrapara ,98,Mahakalapada,35,,,,,,,,147.0,76.0,315.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,549.0,0.0,1.0,550.0,0.0
15,Kendrapara ,98,Mahakalapada,36,,,,,,,,121.0,67.0,275.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,465.0,0.0,0.0,465.0,0.0
15,Kendrapara ,98,Mahakalapada,37,,,,,,,,191.0,73.0,257.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,526.0,0.0,0.0,526.0,0.0
15,Kendrapara ,98,Mahakalapada,38,,,,,,,,161.0,56.0,152.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,372.0,0.0,1.0,373.0,0.0
15,Kendrapara ,98,Mahakalapada,39,,,,,,,,114.0,69.0,261.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,448.0,0.0,1.0,449.0,0.0
15,Kendrapara ,98,Mahakalapada,40,,,,,,,,126.0,117.0,250.0,7.0,4.0,5.0,6.0,4.0,8.0,6.0,533.0,0.0,4.0,537.0,0.0
15,Kendrapara ,98,Mahakalapada,41,,,,,,,,91.0,218.0,379.0,4.0,1.0,5.0,1.0,2.0,6.0,2.0,709.0,0.0,4.0,713.0,0.0
15,Kendrapara ,98,Mahakalapada,42,,,,,,,,118.0,120.0,384.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,629.0,0.0,0.0,629.0,0.0
15,Kendrapara ,98,Mahakalapada,43,,,,,,,,137.0,82.0,245.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,469.0,0.0,0.0,469.0,0.0
15,Kendrapara ,98,Mahakalapada,44,,,,,,,,218.0,81.0,238.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,543.0,0.0,1.0,544.0,0.0
15,Kendrapara ,98,Mahakalapada,45,,,,,,,,392.0,124.0,375.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,896.0,0.0,1.0,897.0,0.0
15,Kendrapara ,98,Mahakalapada,46,,,,,,,,211.0,131.0,451.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,796.0,0.0,0.0,796.0,0.0
15,Kendrapara ,98,Mahakalapada,47,,,,,,,,182.0,90.0,497.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,776.0,0.0,4.0,780.0,0.0
15,Kendrapara ,98,Mahakalapada,48,,,,,,,,253.0,89.0,447.0,5.0,0.0,0.0,1.0,0.0,5.0,2.0,802.0,0.0,6.0,808.0,0.0
15,Kendrapara ,98,Mahakalapada,49,,,,,,,,177.0,88.0,339.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,615.0,0.0,3.0,618.0,0.0
15,Kendrapara ,98,Mahakalapada,50,,,,,,,,134.0,119.0,346.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,604.0,0.0,2.0,606.0,0.0
15,Kendrapara ,98,Mahakalapada,51,,,,,,,,190.0,82.0,323.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,601.0,0.0,0.0,601.0,0.0
15,Kendrapara ,98,Mahakalapada,52,,,,,,,,353.0,126.0,387.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,869.0,0.0,0.0,869.0,0.0
15,Kendrapara ,98,Mahakalapada,53,,,,,,,,115.0,69.0,290.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,477.0,0.0,2.0,479.0,0.0
15,Kendrapara ,98,Mahakalapada,54,,,,,,,,58.0,65.0,421.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,548.0,0.0,2.0,550.0,0.0
15,Kendrapara ,98,Mahakalapada,55,,,,,,,,101.0,43.0,314.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,462.0,0.0,0.0,462.0,0.0
