pc_id,pc_name,ac_id,ac_name,BOOTH NO,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,NOTA,No. of Tendered votes,No. of rejected votes,Total,Total votespolled,Total of valid votes
7,Bhadrak,48,Dhamnagar,69,,,,,,,,357,394.0,14.0,2.0,4.0,5.0,0.0,0.0,776.0,nan,771.0
7,Bhadrak,48,Dhamnagar,70,,,,,,,,548,88.0,49.0,3.0,2.0,2.0,0.0,0.0,692.0,nan,690.0
7,Bhadrak,48,Dhamnagar,71,,,,,,,,533,19.0,62.0,2.0,1.0,0.0,0.0,0.0,617.0,nan,617.0
7,Bhadrak,48,Dhamnagar,72,,,,,,,,551,130.0,44.0,1.0,1.0,7.0,0.0,0.0,734.0,nan,727.0
7,Bhadrak,48,Dhamnagar,73,,,,,,,,711,25.0,53.0,1.0,2.0,2.0,0.0,0.0,794.0,nan,792.0
7,Bhadrak,48,Dhamnagar,74,,,,,,,,623,104.0,11.0,0.0,1.0,1.0,0.0,0.0,740.0,nan,739.0
7,Bhadrak,48,Dhamnagar,75,,,,,,,,812,88.0,19.0,1.0,0.0,1.0,0.0,0.0,921.0,nan,920.0
7,Bhadrak,48,Dhamnagar,76,,,,,,,,580,1.0,10.0,0.0,0.0,0.0,0.0,0.0,591.0,nan,591.0
7,Bhadrak,48,Dhamnagar,77,,,,,,,,341,537.0,17.0,8.0,7.0,23.0,0.0,0.0,933.0,nan,910.0
7,Bhadrak,48,Dhamnagar,78,,,,,,,,443,353.0,13.0,5.0,5.0,5.0,0.0,0.0,824.0,nan,819.0
