pc_id,pc_name,ac_id,ac_name,BOOTH NO,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Total of valid votes,No. of rejected votes,NOTA,Total,No. of tendered votes
13,Kandhamal,89,Boudh,78,,,,,,,,20,53,272,1,0,0,8,0,0,0,354,0,1,355,0
13,Kandhamal,89,Boudh,79,,,,,,,,11,100,431,2,1,0,38,0,0,0,583,0,0,583,0
13,Kandhamal,89,Boudh,80,,,,,,,,12,60,245,0,0,0,4,0,0,0,321,0,0,321,0
13,Kandhamal,89,Boudh,81,,,,,,,,22,135,341,0,0,0,1,0,0,1,500,0,0,500,0
13,Kandhamal,89,Boudh,82,,,,,,,,5,125,487,2,1,0,2,1,0,0,623,0,3,626,0
13,Kandhamal,89,Boudh,83,,,,,,,,144,123,301,2,5,0,5,1,0,0,581,0,3,584,0
13,Kandhamal,89,Boudh,84,,,,,,,,29,227,213,2,0,0,2,1,1,0,475,0,0,475,0
13,Kandhamal,89,Boudh,85,,,,,,,,36,23,102,0,0,0,0,1,0,0,162,0,0,162,0
13,Kandhamal,89,Boudh,86,,,,,,,,11,292,230,0,0,1,5,1,0,0,540,0,0,540,0
13,Kandhamal,89,Boudh,87,,,,,,,,22,221,280,6,0,0,46,1,1,2,579,0,1,580,0
13,Kandhamal,89,Boudh,88,,,,,,,,25,340,474,1,1,2,8,0,10,7,868,0,13,881,0
13,Kandhamal,89,Boudh,89,,,,,,,,24,327,416,7,4,2,8,0,1,0,789,0,6,795,0
13,Kandhamal,89,Boudh,90,,,,,,,,26,250,437,4,2,2,1,1,4,0,727,0,14,741,0
