pc_id,pc_name,ac_id,ac_name,Serial No.of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Total of valid Votes,No. of rejected Votes ( Test votes),Votes for NOTA option,Total,No. of tendered votes
12,Nabarangpur,81,Dabugam,237,,,,,,,,139.0,89.0,2.0,146.0,8.0,1.0,3.0,13.0,75.0,8.0,484,0,1.0,485,0
12,Nabarangpur,81,Dabugam,238,,,,,,,,228.0,146.0,6.0,146.0,6.0,5.0,7.0,9.0,115.0,9.0,677,0,4.0,681,0
12,Nabarangpur,81,Dabugam,239,,,,,,,,106.0,112.0,5.0,207.0,10.0,5.0,3.0,5.0,8.0,26.0,487,0,9.0,496,0
12,Nabarangpur,81,Dabugam,240,,,,,,,,195.0,133.0,11.0,274.0,3.0,4.0,4.0,27.0,40.0,11.0,702,0,10.0,712,0
12,Nabarangpur,81,Dabugam,241,,,,,,,,94.0,38.0,2.0,263.0,0.0,0.0,0.0,3.0,17.0,1.0,418,0,1.0,419,0
12,Nabarangpur,81,Dabugam,242,,,,,,,,158.0,113.0,6.0,297.0,10.0,6.0,7.0,75.0,13.0,14.0,699,0,15.0,714,0
12,Nabarangpur,81,Dabugam,243,,,,,,,,111.0,125.0,6.0,281.0,4.0,2.0,2.0,4.0,6.0,23.0,564,0,4.0,568,0
12,Nabarangpur,81,Dabugam,244,,,,,,,,152.0,215.0,16.0,387.0,9.0,2.0,3.0,95.0,7.0,34.0,920,0,5.0,925,0
12,Nabarangpur,81,Dabugam,245,,,,,,,,199.0,73.0,5.0,272.0,5.0,2.0,1.0,13.0,7.0,19.0,596,0,4.0,600,0
12,Nabarangpur,81,Dabugam,246,,,,,,,,207.0,192.0,5.0,344.0,11.0,2.0,4.0,10.0,12.0,8.0,795,0,5.0,800,0
12,Nabarangpur,81,Dabugam,247,,,,,,,,170.0,202.0,8.0,485.0,5.0,4.0,2.0,3.0,20.0,6.0,905,0,5.0,910,0
12,Nabarangpur,81,Dabugam,248,,,,,,,,198.0,127.0,11.0,275.0,4.0,2.0,2.0,0.0,25.0,12.0,656,0,3.0,659,0
12,Nabarangpur,81,Dabugam,249,,,,,,,,264.0,88.0,8.0,216.0,10.0,5.0,6.0,2.0,84.0,10.0,693,0,4.0,697,0
12,Nabarangpur,81,Dabugam,250,,,,,,,,174.0,75.0,1.0,285.0,6.0,2.0,4.0,3.0,26.0,22.0,598,0,7.0,605,0
12,Nabarangpur,81,Dabugam,251,,,,,,,,283.0,213.0,8.0,314.0,17.0,7.0,2.0,7.0,185.0,6.0,1042,0,8.0,1050,0
12,Nabarangpur,81,Dabugam,252,,,,,,,,307.0,277.0,8.0,263.0,16.0,6.0,11.0,15.0,124.0,9.0,1036,0,5.0,1041,0
12,Nabarangpur,81,Dabugam,253,,,,,,,,195.0,160.0,17.0,320.0,4.0,3.0,8.0,3.0,17.0,7.0,734,0,2.0,736,0
12,Nabarangpur,81,Dabugam,254,,,,,,,,102.0,300.0,8.0,202.0,14.0,7.0,13.0,6.0,221.0,10.0,883,0,8.0,891,0
12,Nabarangpur,81,Dabugam,255,,,,,,,,305.0,271.0,14.0,286.0,8.0,5.0,1.0,5.0,33.0,28.0,956,0,5.0,961,0
12,Nabarangpur,81,Dabugam,256,,,,,,,,136.0,47.0,3.0,110.0,5.0,0.0,4.0,3.0,154.0,3.0,465,0,0.0,465,0
12,Nabarangpur,81,Dabugam,257,,,,,,,,131.0,67.0,6.0,257.0,6.0,4.0,0.0,2.0,5.0,15.0,493,0,2.0,495,0
12,Nabarangpur,81,Dabugam,258,,,,,,,,137.0,238.0,4.0,203.0,2.0,2.0,5.0,12.0,50.0,66.0,719,0,1.0,720,0
12,Nabarangpur,81,Dabugam,259,,,,,,,,182.0,309.0,8.0,295.0,10.0,5.0,5.0,13.0,14.0,3.0,844,0,3.0,847,0
12,Nabarangpur,81,Dabugam,260,,,,,,,,233.0,89.0,16.0,552.0,11.0,3.0,3.0,5.0,83.0,25.0,1020,0,11.0,1031,0
12,Nabarangpur,81,Dabugam,261,,,,,,,,137.0,234.0,3.0,307.0,5.0,1.0,3.0,4.0,20.0,7.0,721,0,6.0,727,0
12,Nabarangpur,81,Dabugam,262,,,,,,,,270.0,110.0,18.0,137.0,1.0,0.0,1.0,1.0,10.0,13.0,561,0,3.0,564,0
12,Nabarangpur,81,Dabugam,263,,,,,,,,237.0,227.0,5.0,247.0,6.0,3.0,3.0,4.0,6.0,18.0,756,0,9.0,765,0
12,Nabarangpur,81,Dabugam,264,,,,,,,,177.0,195.0,17.0,305.0,3.0,2.0,2.0,3.0,8.0,5.0,717,0,1.0,718,0
12,Nabarangpur,81,Dabugam,265,,,,,,,,204.0,163.0,8.0,151.0,5.0,1.0,1.0,2.0,13.0,16.0,564,0,14.0,578,0
12,Nabarangpur,81,Dabugam,266,,,,,,,,292.0,88.0,6.0,250.0,3.0,2.0,3.0,4.0,7.0,12.0,667,0,10.0,677,0
12,Nabarangpur,81,Dabugam,267,,,,,,,,226.0,158.0,6.0,239.0,8.0,1.0,2.0,4.0,9.0,9.0,662,0,7.0,669,0
12,Nabarangpur,81,Dabugam,268,,,,,,,,201.0,317.0,10.0,290.0,11.0,3.0,0.0,21.0,3.0,12.0,868,0,1.0,869,0
12,Nabarangpur,81,Dabugam,269,,,,,,,,231.0,293.0,16.0,309.0,11.0,15.0,7.0,18.0,63.0,11.0,974,0,18.0,992,0
12,Nabarangpur,81,Dabugam,270,,,,,,,,226.0,348.0,11.0,161.0,13.0,5.0,5.0,9.0,55.0,23.0,856,0,3.0,859,0
12,Nabarangpur,81,Dabugam,271,,,,,,,,107.0,159.0,3.0,104.0,7.0,2.0,3.0,8.0,25.0,81.0,499,0,28.0,527,0
12,Nabarangpur,81,Dabugam,272,,,,,,,,63.0,221.0,10.0,166.0,6.0,5.0,6.0,10.0,35.0,50.0,572,0,16.0,588,0
12,Nabarangpur,81,Dabugam,273,,,,,,,,112.0,52.0,6.0,244.0,6.0,1.0,3.0,6.0,15.0,25.0,470,0,18.0,488,0
12,Nabarangpur,81,Dabugam,274,,,,,,,,38.0,157.0,6.0,60.0,1.0,4.0,2.0,2.0,10.0,6.0,286,0,2.0,288,0
12,Nabarangpur,81,Dabugam,275,,,,,,,,92.0,288.0,21.0,112.0,8.0,8.0,15.0,8.0,11.0,16.0,579,0,13.0,592,0
12,Nabarangpur,81,Dabugam,276,,,,,,,,20.0,404.0,13.0,21.0,1.0,3.0,1.0,0.0,1.0,5.0,469,0,3.0,472,0
12,Nabarangpur,81,Dabugam,277,,,,,,,,144.0,96.0,5.0,340.0,8.0,66.0,0.0,3.0,5.0,14.0,681,0,3.0,684,0
12,Nabarangpur,81,Dabugam,278,,,,,,,,91.0,285.0,13.0,213.0,15.0,22.0,12.0,12.0,23.0,10.0,696,0,7.0,703,0
12,Nabarangpur,81,Dabugam,279,,,,,,,,198.0,189.0,15.0,237.0,1.0,3.0,5.0,3.0,5.0,8.0,664,0,2.0,666,0
