pc_id,pc_name,ac_id,ac_name,BOOTH NO,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,TOTAL VALID VOTES,No of rejected votes,NOTA,Total,No of Tendered votes
1,Bargarh,4,Attabira,85,,,,,,,,152,405,8,286,8,859,0,23,882,0
1,Bargarh,4,Attabira,86,,,,,,,,138,425,9,259,1,832,0,19,851,0
1,Bargarh,4,Attabira,87,,,,,,,,83,316,7,342,2,750,0,8,758,0
1,Bargarh,4,Attabira,88,,,,,,,,64,212,7,229,0,512,0,3,515,0
1,Bargarh,4,Attabira,89,,,,,,,,86,365,10,227,5,693,0,9,702,0
1,Bargarh,4,Attabira,90,,,,,,,,16,143,5,251,2,417,0,5,422,0
1,Bargarh,4,Attabira,91,,,,,,,,49,460,10,390,3,912,0,9,921,0
1,Bargarh,4,Attabira,92,,,,,,,,49,317,14,275,1,656,0,1,657,0
1,Bargarh,4,Attabira,93,,,,,,,,39,495,6,351,7,898,0,9,907,0
1,Bargarh,4,Attabira,94,,,,,,,,63,456,7,364,4,894,0,3,897,0
1,Bargarh,4,Attabira,95,,,,,,,,77,271,13,304,3,668,0,10,678,0
1,Bargarh,4,Attabira,96,,,,,,,,157,296,9,251,4,717,0,12,729,0
1,Bargarh,4,Attabira,97,,,,,,,,61,174,5,255,8,503,0,10,513,0
1,Bargarh,4,Attabira,98,,,,,,,,57,330,7,355,4,753,0,10,763,0
1,Bargarh,4,Attabira,99,,,,,,,,28,242,7,272,5,554,0,2,556,0
1,Bargarh,4,Attabira,100,,,,,,,,49,378,8,443,10,888,0,9,897,0
1,Bargarh,4,Attabira,101,,,,,,,,44,296,6,236,2,584,0,1,585,0
1,Bargarh,4,Attabira,102,,,,,,,,11,122,2,264,1,400,0,2,402,0
1,Bargarh,4,Attabira,103,,,,,,,,51,352,9,302,4,718,0,1,719,0
1,Bargarh,4,Attabira,104,,,,,,,,60,128,3,402,4,597,0,7,604,0
1,Bargarh,4,Attabira,105,,,,,,,,41,309,3,371,7,731,0,6,737,0
1,Bargarh,4,Attabira,106,,,,,,,,11,87,8,429,5,540,0,2,542,0
1,Bargarh,4,Attabira,107,,,,,,,,33,412,9,415,3,872,0,7,879,0
1,Bargarh,4,Attabira,108,,,,,,,,14,215,5,428,1,663,0,4,667,0
1,Bargarh,4,Attabira,109,,,,,,,,37,109,8,210,3,367,0,5,372,0
1,Bargarh,4,Attabira,110,,,,,,,,53,302,5,457,6,823,0,7,830,0
1,Bargarh,4,Attabira,111,,,,,,,,202,324,12,431,11,980,0,16,996,0
1,Bargarh,4,Attabira,112,,,,,,,,49,228,9,227,0,513,0,6,519,0
1,Bargarh,4,Attabira,113,,,,,,,,18,202,1,340,5,566,0,4,570,0
1,Bargarh,4,Attabira,114,,,,,,,,30,219,2,331,9,591,0,7,598,0
1,Bargarh,4,Attabira,115,,,,,,,,43,282,8,348,3,684,0,8,692,0
1,Bargarh,4,Attabira,116,,,,,,,,63,277,4,438,9,791,0,9,800,0
1,Bargarh,4,Attabira,117,,,,,,,,101,261,6,368,1,737,0,2,739,0
1,Bargarh,4,Attabira,118,,,,,,,,38,416,7,339,10,810,0,1,811,0
1,Bargarh,4,Attabira,119,,,,,,,,69,187,5,226,7,494,0,9,503,0
1,Bargarh,4,Attabira,120,,,,,,,,35,236,4,379,0,654,0,1,655,0
1,Bargarh,4,Attabira,121,,,,,,,,44,128,3,232,1,408,0,1,409,0
1,Bargarh,4,Attabira,122,,,,,,,,54,250,3,368,3,678,0,4,682,0
1,Bargarh,4,Attabira,123,,,,,,,,37,282,9,489,6,823,0,5,828,0
1,Bargarh,4,Attabira,124,,,,,,,,66,280,5,373,4,728,0,17,745,0
1,Bargarh,4,Attabira,125,,,,,,,,164,251,4,376,11,806,0,5,811,0
1,Bargarh,4,Attabira,126,,,,,,,,124,237,8,552,4,925,0,3,928,0
1,Bargarh,4,Attabira,127,,,,,,,,48,336,13,516,7,920,0,5,925,0
1,Bargarh,4,Attabira,128,,,,,,,,14,345,6,516,5,886,0,12,898,0
1,Bargarh,4,Attabira,129,,,,,,,,12,338,6,217,0,573,0,2,575,0
1,Bargarh,4,Attabira,130,,,,,,,,22,259,4,257,4,546,0,6,552,0
1,Bargarh,4,Attabira,131,,,,,,,,27,161,4,210,5,407,0,6,413,0
1,Bargarh,4,Attabira,132,,,,,,,,37,234,12,287,4,574,0,7,581,0
1,Bargarh,4,Attabira,133,,,,,,,,55,266,2,220,3,546,0,2,548,0
1,Bargarh,4,Attabira,134,,,,,,,,45,302,2,327,5,681,0,9,690,0
1,Bargarh,4,Attabira,135,,,,,,,,54,175,4,539,3,775,0,1,776,0
1,Bargarh,4,Attabira,136,,,,,,,,25,263,7,461,5,761,0,9,770,0
1,Bargarh,4,Attabira,137,,,,,,,,30,188,12,662,12,904,0,19,923,0
1,Bargarh,4,Attabira,138,,,,,,,,56,191,9,480,8,744,0,11,755,0
1,Bargarh,4,Attabira,139,,,,,,,,112,255,6,297,2,672,0,6,678,0
1,Bargarh,4,Attabira,140,,,,,,,,14,324,5,150,1,494,0,0,494,0
1,Bargarh,4,Attabira,141,,,,,,,,18,143,5,336,9,511,0,3,514,0
1,Bargarh,4,Attabira,142,,,,,,,,45,185,6,750,9,995,0,8,1003,0
1,Bargarh,4,Attabira,143,,,,,,,,26,205,5,400,3,639,0,6,645,0
1,Bargarh,4,Attabira,144,,,,,,,,33,222,8,511,2,776,0,10,786,0
1,Bargarh,4,Attabira,145,,,,,,,,85,282,5,447,11,830,0,9,839,0
1,Bargarh,4,Attabira,146,,,,,,,,74,376,9,504,6,969,0,14,983,0
1,Bargarh,4,Attabira,147,,,,,,,,197,232,9,511,9,958,0,1,959,0
1,Bargarh,4,Attabira,148,,,,,,,,65,345,13,403,8,834,0,7,841,0
1,Bargarh,4,Attabira,149,,,,,,,,24,228,8,366,0,626,0,4,630,0
1,Bargarh,4,Attabira,150,,,,,,,,48,239,5,493,5,790,0,1,791,0
1,Bargarh,4,Attabira,151,,,,,,,,18,112,4,194,0,328,0,2,330,0
1,Bargarh,4,Attabira,152,,,,,,,,15,222,23,312,3,575,0,2,577,0
1,Bargarh,4,Attabira,153,,,,,,,,33,213,1,326,2,575,0,3,578,0
1,Bargarh,4,Attabira,154,,,,,,,,39,104,2,201,2,348,0,1,349,0
1,Bargarh,4,Attabira,155,,,,,,,,108,367,13,285,10,783,0,7,790,0
1,Bargarh,4,Attabira,156,,,,,,,,34,224,7,215,2,482,0,4,486,0
1,Bargarh,4,Attabira,157,,,,,,,,65,180,11,326,5,587,0,4,591,0
1,Bargarh,4,Attabira,158,,,,,,,,129,128,3,389,5,654,0,10,664,0
1,Bargarh,4,Attabira,159,,,,,,,,53,78,1,383,3,518,0,1,519,0
1,Bargarh,4,Attabira,160,,,,,,,,99,213,2,343,6,663,0,10,673,0
1,Bargarh,4,Attabira,161,,,,,,,,27,148,6,351,2,534,0,2,536,0
1,Bargarh,4,Attabira,162,,,,,,,,95,211,8,301,7,622,0,3,625,0
1,Bargarh,4,Attabira,163,,,,,,,,100,394,10,344,4,852,0,6,858,0
1,Bargarh,4,Attabira,164,,,,,,,,26,202,4,312,1,545,0,0,545,0
1,Bargarh,4,Attabira,165,,,,,,,,33,390,5,373,5,806,0,4,810,0
1,Bargarh,4,Attabira,166,,,,,,,,13,294,10,405,4,726,0,6,732,0
1,Bargarh,4,Attabira,167,,,,,,,,62,200,5,304,3,574,0,4,578,0
1,Bargarh,4,Attabira,168,,,,,,,,71,146,4,408,2,631,0,2,633,0
1,Bargarh,4,Attabira,169,,,,,,,,68,270,14,484,12,848,0,18,866,0
1,Bargarh,4,Attabira,170,,,,,,,,151,182,9,369,8,719,0,11,730,0
1,Bargarh,4,Attabira,171,,,,,,,,18,185,6,426,1,636,0,2,638,0
1,Bargarh,4,Attabira,172,,,,,,,,18,165,5,190,2,380,0,2,382,0
1,Bargarh,4,Attabira,173,,,,,,,,45,222,6,248,3,524,0,1,525,0
1,Bargarh,4,Attabira,174,,,,,,,,115,231,8,325,4,683,0,7,690,0
1,Bargarh,4,Attabira,175,,,,,,,,51,225,10,387,5,678,0,6,684,0
1,Bargarh,4,Attabira,176,,,,,,,,26,450,3,302,6,787,0,10,797,0
1,Bargarh,4,Attabira,177,,,,,,,,35,459,4,273,3,774,0,8,782,0
1,Bargarh,4,Attabira,178,,,,,,,,48,314,10,565,11,948,0,7,955,0
1,Bargarh,4,Attabira,179,,,,,,,,63,227,0,277,1,568,0,2,570,0
1,Bargarh,4,Attabira,180,,,,,,,,65,296,11,279,2,653,0,10,663,0
1,Bargarh,4,Attabira,181,,,,,,,,76,362,6,420,4,868,0,2,870,0
1,Bargarh,4,Attabira,182,,,,,,,,42,257,6,523,4,832,0,7,839,0
1,Bargarh,4,Attabira,183,,,,,,,,105,184,10,126,3,428,0,4,432,0
1,Bargarh,4,Attabira,184,,,,,,,,119,438,8,216,3,784,0,3,787,0
1,Bargarh,4,Attabira,185,,,,,,,,76,271,9,315,2,673,0,11,684,0
1,Bargarh,4,Attabira,186,,,,,,,,84,115,12,353,0,564,0,4,568,0
1,Bargarh,4,Attabira,187,,,,,,,,23,62,2,248,1,336,0,1,337,0
1,Bargarh,4,Attabira,188,,,,,,,,40,119,1,432,5,597,0,4,601,0
1,Bargarh,4,Attabira,189,,,,,,,,37,317,3,308,4,669,0,5,674,0
1,Bargarh,4,Attabira,190,,,,,,,,57,229,6,364,6,662,0,4,666,0
1,Bargarh,4,Attabira,191,,,,,,,,336,138,3,131,5,613,0,2,615,0
1,Bargarh,4,Attabira,192,,,,,,,,89,148,2,139,2,380,0,1,381,0
1,Bargarh,4,Attabira,193,,,,,,,,181,246,5,242,4,678,0,3,681,0
1,Bargarh,4,Attabira,194,,,,,,,,78,212,8,436,6,740,0,9,749,0
1,Bargarh,4,Attabira,195,,,,,,,,71,256,7,192,7,533,0,1,534,0
1,Bargarh,4,Attabira,196,,,,,,,,64,172,9,274,7,526,0,4,530,0
1,Bargarh,4,Attabira,197,,,,,,,,48,84,10,360,0,502,0,0,502,0
1,Bargarh,4,Attabira,198,,,,,,,,189,333,4,378,2,906,0,6,912,0
1,Bargarh,4,Attabira,199,,,,,,,,153,264,12,349,6,784,0,8,792,0
1,Bargarh,4,Attabira,200,,,,,,,,68,359,5,409,3,844,0,8,852,0
1,Bargarh,4,Attabira,201,,,,,,,,73,191,2,255,1,522,0,4,526,0
1,Bargarh,4,Attabira,202,,,,,,,,252,310,7,359,5,933,0,8,941,0
1,Bargarh,4,Attabira,203,,,,,,,,105,272,6,339,8,730,0,9,739,0
1,Bargarh,4,Attabira,204,,,,,,,,195,240,8,319,8,770,0,13,783,0
1,Bargarh,4,Attabira,205,,,,,,,,36,122,1,152,1,312,0,3,315,0
1,Bargarh,4,Attabira,206,,,,,,,,41,53,2,305,0,401,0,0,401,0
1,Bargarh,4,Attabira,207,,,,,,,,107,236,6,588,1,938,0,7,945,0
1,Bargarh,4,Attabira,208,,,,,,,,103,253,10,422,4,792,0,2,794,0
1,Bargarh,4,Attabira,209,,,,,,,,134,205,9,269,2,619,0,7,626,0
1,Bargarh,4,Attabira,210,,,,,,,,54,284,8,413,2,761,0,1,762,0
1,Bargarh,4,Attabira,211,,,,,,,,73,251,8,417,6,755,0,8,763,0
1,Bargarh,4,Attabira,212,,,,,,,,119,390,17,309,17,852,0,15,867,0
1,Bargarh,4,Attabira,213,,,,,,,,41,212,5,490,2,750,0,9,759,0
1,Bargarh,4,Attabira,214,,,,,,,,158,240,7,338,2,745,0,6,751,0
1,Bargarh,4,Attabira,215,,,,,,,,151,393,5,444,9,1002,0,4,1006,0
1,Bargarh,4,Attabira,216,,,,,,,,69,104,2,166,2,343,0,3,346,0
1,Bargarh,4,Attabira,217,,,,,,,,18,206,4,178,1,407,0,2,409,0
1,Bargarh,4,Attabira,218,,,,,,,,22,149,1,268,1,441,0,2,443,0
1,Bargarh,4,Attabira,219,,,,,,,,42,178,3,481,4,708,0,2,710,0
1,Bargarh,4,Attabira,220,,,,,,,,50,234,5,442,4,735,0,1,736,0
1,Bargarh,4,Attabira,221,,,,,,,,111,286,14,319,4,734,0,4,738,0
1,Bargarh,4,Attabira,222,,,,,,,,166,334,4,413,7,924,0,9,933,0
1,Bargarh,4,Attabira,223,,,,,,,,92,55,2,120,5,274,0,4,278,0
1,Bargarh,4,Attabira,224,,,,,,,,104,54,1,284,5,448,0,6,454,0
1,Bargarh,4,Attabira,225,,,,,,,,119,39,0,240,5,403,0,2,405,0
1,Bargarh,4,Attabira,226,,,,,,,,55,58,3,202,1,319,0,3,322,0
1,Bargarh,4,Attabira,227,,,,,,,,339,224,10,292,8,873,0,17,890,0
1,Bargarh,4,Attabira,228,,,,,,,,234,94,3,164,2,497,0,10,507,0
1,Bargarh,4,Attabira,229,,,,,,,,35,163,10,317,3,528,0,11,539,0
1,Bargarh,4,Attabira,230,,,,,,,,112,250,6,349,4,721,0,3,724,0
1,Bargarh,4,Attabira,231,,,,,,,,103,226,5,298,3,635,0,9,644,0
1,Bargarh,4,Attabira,232,,,,,,,,102,187,5,286,3,583,0,11,594,0
1,Bargarh,4,Attabira,233,,,,,,,,235,119,20,313,3,690,0,3,693,0
1,Bargarh,4,Attabira,234,,,,,,,,252,144,4,309,5,714,0,2,716,0
1,Bargarh,4,Attabira,235,,,,,,,,177,203,7,548,4,939,0,10,949,0
1,Bargarh,4,Attabira,236,,,,,,,,120,287,10,256,10,683,0,19,702,0
1,Bargarh,4,Attabira,237,,,,,,,,99,201,6,223,1,530,0,5,535,0
1,Bargarh,4,Attabira,238,,,,,,,,94,63,1,205,0,363,0,4,367,0
1,Bargarh,4,Attabira,239,,,,,,,,95,98,4,176,0,373,0,3,376,0
1,Bargarh,4,Attabira,240,,,,,,,,43,187,5,294,2,531,0,8,539,0
1,Bargarh,4,Attabira,241,,,,,,,,18,122,1,337,0,478,0,1,479,0
1,Bargarh,4,Attabira,242,,,,,,,,56,149,0,218,1,424,0,3,427,0
1,Bargarh,4,Attabira,243,,,,,,,,36,430,11,399,6,882,0,17,899,0
1,Bargarh,4,Attabira,244,,,,,,,,36,190,2,280,4,512,0,10,522,0
1,Bargarh,4,Attabira,245,,,,,,,,21,197,6,361,7,592,0,14,606,0
1,Bargarh,4,Attabira,246,,,,,,,,33,220,3,315,0,571,0,5,576,0
1,Bargarh,4,Attabira,247,,,,,,,,40,285,6,614,10,955,0,5,960,0
1,Bargarh,4,Attabira,248,,,,,,,,78,305,6,414,8,811,0,7,818,0
1,Bargarh,4,Attabira,249,,,,,,,,29,89,1,212,1,332,0,0,332,0
1,Bargarh,4,Attabira,250,,,,,,,,22,280,8,240,4,554,0,7,561,0
1,Bargarh,4,Attabira,251,,,,,,,,61,219,4,343,7,634,0,2,636,0
1,Bargarh,4,Attabira,252,,,,,,,,18,145,4,162,2,331,0,7,338,0
