pc_id,pc_name,ac_id,ac_name,Polling Booth No.,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Candidate 11,Candidate 12,Candidate 13,Total Valid Votes,No of rejected votes,NOTA,Total,No of tendered Votes
17,Puri,112,Nayagarh,83,,,,,,,,311,178.0,2.0,4.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,509.0,0.0,5.0,514.0,0.0
17,Puri,112,Nayagarh,84,,,,,,,,435,216.0,2.0,4.0,27.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,690.0,0.0,3.0,693.0,0.0
17,Puri,112,Nayagarh,85,,,,,,,,85,44.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,1.0,133.0,0.0
17,Puri,112,Nayagarh,86,,,,,,,,340,233.0,2.0,2.0,22.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,604.0,0.0,9.0,613.0,0.0
17,Puri,112,Nayagarh,87,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Puri,112,Nayagarh,88,,,,,,,,486,198.0,1.0,20.0,18.0,2.0,0.0,1.0,3.0,0.0,2.0,5.0,2.0,738.0,0.0,7.0,745.0,0.0
17,Puri,112,Nayagarh,89,,,,,,,,223,168.0,0.0,12.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,412.0,0.0,1.0,413.0,0.0
17,Puri,112,Nayagarh,90,,,,,,,,224,218.0,1.0,0.0,17.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,466.0,0.0,6.0,472.0,0.0
17,Puri,112,Nayagarh,91,,,,,,,,246,231.0,0.0,1.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,502.0,0.0,1.0,503.0,0.0
17,Puri,112,Nayagarh,92,,,,,,,,305,214.0,0.0,3.0,22.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,554.0,0.0,7.0,561.0,0.0
17,Puri,112,Nayagarh,93,,,,,,,,250,198.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,462.0,0.0,4.0,466.0,0.0
17,Puri,112,Nayagarh,94,,,,,,,,239,221.0,2.0,0.0,9.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,477.0,0.0,5.0,482.0,0.0
17,Puri,112,Nayagarh,95,,,,,,,,224,175.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,420.0,0.0,4.0,424.0,0.0
17,Puri,112,Nayagarh,96,,,,,,,,330,263.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,613.0,0.0,4.0,617.0,0.0
17,Puri,112,Nayagarh,97,,,,,,,,259,198.0,0.0,0.0,22.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,483.0,0.0,7.0,490.0,0.0
17,Puri,112,Nayagarh,98,,,,,,,,324,238.0,3.0,1.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,581.0,0.0,8.0,589.0,0.0
17,Puri,112,Nayagarh,99,,,,,,,,260,206.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,484.0,0.0,8.0,492.0,0.0
17,Puri,112,Nayagarh,100,,,,,,,,265,209.0,1.0,0.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,494.0,0.0,8.0,502.0,0.0
17,Puri,112,Nayagarh,101,,,,,,,,266,278.0,1.0,0.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,558.0,0.0,8.0,566.0,0.0
17,Puri,112,Nayagarh,102,,,,,,,,136,160.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,1.0,316.0,0.0
17,Puri,112,Nayagarh,103,,,,,,,,202,229.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,441.0,0.0,4.0,445.0,0.0
17,Puri,112,Nayagarh,104,,,,,,,,194,195.0,0.0,1.0,19.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,413.0,0.0,5.0,418.0,0.0
17,Puri,112,Nayagarh,105,,,,,,,,176,233.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,434.0,0.0,3.0,437.0,0.0
17,Puri,112,Nayagarh,106,,,,,,,,460,351.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,841.0,0.0,1.0,842.0,0.0
17,Puri,112,Nayagarh,107,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
