pc_id,pc_name,ac_id,ac_name,SL NO OF POLLING STATION,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,TOTAL VALID VOTES,NO. OF VOTES REJECTED (TEST VOTES),VOTES FOR NOTA OPTION,TOTAL,TOTAL NO. OF TENDERED VOTES
10,Bolangir,67,Patnagarh,38,,,,,,,,265,26,138,5,434,0,11,445,0
10,Bolangir,67,Patnagarh,39,,,,,,,,172,43,213,11,439,0,13,452,0
10,Bolangir,67,Patnagarh,40,,,,,,,,198,112,229,36,575,0,14,589,0
10,Bolangir,67,Patnagarh,41,,,,,,,,165,49,231,10,455,0,14,469,0
10,Bolangir,67,Patnagarh,42,,,,,,,,331,149,265,13,758,0,24,782,0
10,Bolangir,67,Patnagarh,43,,,,,,,,202,61,176,8,447,0,6,453,0
10,Bolangir,67,Patnagarh,44,,,,,,,,112,40,139,12,303,0,3,306,0
10,Bolangir,67,Patnagarh,45,,,,,,,,237,56,167,6,466,0,14,480,0
10,Bolangir,67,Patnagarh,46,,,,,,,,147,113,160,6,426,0,7,433,0
10,Bolangir,67,Patnagarh,47,,,,,,,,196,116,178,12,502,0,11,513,0
10,Bolangir,67,Patnagarh,48,,,,,,,,314,79,372,13,778,0,14,792,0
10,Bolangir,67,Patnagarh,49,,,,,,,,311,65,267,7,650,0,3,653,0
10,Bolangir,67,Patnagarh,50,,,,,,,,215,50,189,6,460,0,13,473,0
10,Bolangir,67,Patnagarh,51,,,,,,,,210,44,305,17,576,0,28,604,0
10,Bolangir,67,Patnagarh,52,,,,,,,,199,41,170,7,417,0,3,420,0
10,Bolangir,67,Patnagarh,53,,,,,,,,351,68,338,10,767,0,13,780,0
10,Bolangir,67,Patnagarh,54,,,,,,,,87,94,157,5,343,0,5,348,0
10,Bolangir,67,Patnagarh,55,,,,,,,,234,58,327,7,626,0,4,630,0
10,Bolangir,67,Patnagarh,56,,,,,,,,177,38,195,8,418,0,7,425,0
10,Bolangir,67,Patnagarh,57,,,,,,,,219,215,350,20,804,0,21,825,0
10,Bolangir,67,Patnagarh,58,,,,,,,,86,40,102,2,230,0,4,234,0
10,Bolangir,67,Patnagarh,59,,,,,,,,194,141,235,20,590,0,12,602,0
10,Bolangir,67,Patnagarh,60,,,,,,,,192,51,220,13,476,0,7,483,0
10,Bolangir,67,Patnagarh,61,,,,,,,,326,146,406,16,894,0,16,910,0
10,Bolangir,67,Patnagarh,62,,,,,,,,185,106,297,6,594,0,25,619,0
10,Bolangir,67,Patnagarh,63,,,,,,,,130,75,145,6,356,0,9,365,0
10,Bolangir,67,Patnagarh,64,,,,,,,,194,105,266,8,573,0,13,586,0
10,Bolangir,67,Patnagarh,65,,,,,,,,197,75,301,14,587,0,8,595,0
10,Bolangir,67,Patnagarh,66,,,,,,,,227,93,280,15,615,0,29,644,0
10,Bolangir,67,Patnagarh,67,,,,,,,,315,126,377,22,840,0,24,864,0
10,Bolangir,67,Patnagarh,68,,,,,,,,351,106,420,21,898,0,25,923,0
10,Bolangir,67,Patnagarh,69,,,,,,,,100,34,221,3,358,0,4,362,0
