pc_id,pc_name,ac_id,ac_name,BOOTH NO,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Total of valid votes,No. of rejected votes,NOTA,Total,No. of Tendered votes
13,Kandhamal,87,Phulbani,1,,,,,,,,152,3,131,4,2,1,1,1,0,1,296,0,3,299,0.0
13,Kandhamal,87,Phulbani,2,,,,,,,,226,16,221,2,3,2,1,2,1,2,476,0,2,478,0.0
13,Kandhamal,87,Phulbani,3,,,,,,,,146,2,27,1,3,1,1,1,0,0,182,0,1,183,0.0
13,Kandhamal,87,Phulbani,4,,,,,,,,94,1,50,1,0,2,0,1,1,1,151,0,0,151,0.0
13,Kandhamal,87,Phulbani,5,,,,,,,,315,24,131,2,0,1,0,1,1,3,478,0,5,483,0.0
13,Kandhamal,87,Phulbani,6,,,,,,,,392,35,415,12,4,0,4,3,2,2,869,0,5,874,0.0
13,Kandhamal,87,Phulbani,7,,,,,,,,326,14,179,2,1,3,1,2,3,2,533,0,14,547,0.0
13,Kandhamal,87,Phulbani,8,,,,,,,,189,16,125,0,1,1,1,0,0,0,333,0,2,335,0.0
13,Kandhamal,87,Phulbani,9,,,,,,,,459,45,197,7,3,2,1,2,0,1,717,0,3,720,0.0
13,Kandhamal,87,Phulbani,10,,,,,,,,520,13,171,2,1,2,1,1,0,0,711,0,2,713,0.0
13,Kandhamal,87,Phulbani,11,,,,,,,,219,39,169,1,0,0,1,0,1,0,430,0,2,432,0.0
13,Kandhamal,87,Phulbani,12,,,,,,,,101,4,37,1,0,0,0,0,1,1,145,0,0,145,0.0
13,Kandhamal,87,Phulbani,13,,,,,,,,209,3,71,1,0,0,0,0,0,0,284,0,1,285,0.0
13,Kandhamal,87,Phulbani,14,,,,,,,,449,72,273,3,0,4,2,0,2,4,809,0,3,812,0.0
13,Kandhamal,87,Phulbani,15,,,,,,,,120,42,107,0,1,0,0,1,1,0,272,0,5,277,0.0
13,Kandhamal,87,Phulbani,16,,,,,,,,231,96,172,3,2,4,1,4,2,5,520,0,14,534,0.0
13,Kandhamal,87,Phulbani,17,,,,,,,,378,20,365,2,5,2,1,6,3,9,791,0,29,820,0.0
13,Kandhamal,87,Phulbani,18,,,,,,,,95,13,62,0,1,1,1,3,1,0,177,0,5,182,0.0
13,Kandhamal,87,Phulbani,19,,,,,,,,481,17,422,3,4,1,1,0,0,3,932,0,2,934,0.0
13,Kandhamal,87,Phulbani,20,,,,,,,,401,26,258,6,2,2,1,0,1,0,697,0,1,698,0.0
