pc_id,pc_name,ac_id,ac_name,Serial No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Total of Valid votes,No. of Rejected votes,NOTA,Total,No. of Tendered Votes
4,Keonjhar,23,Ghasipura,52,,,,,,,,334.0,82.0,216.0,6.0,2.0,1.0,3.0,86.0,730.0,0.0,2.0,732.0,0.0
4,Keonjhar,23,Ghasipura,53,,,,,,,,126.0,61.0,63.0,1.0,3.0,2.0,2.0,70.0,328.0,0.0,0.0,328.0,0.0
4,Keonjhar,23,Ghasipura,54,,,,,,,,429.0,157.0,207.0,2.0,2.0,2.0,2.0,14.0,815.0,0.0,2.0,817.0,0.0
4,Keonjhar,23,Ghasipura,55,,,,,,,,318.0,16.0,175.0,6.0,4.0,4.0,2.0,72.0,597.0,0.0,3.0,600.0,0.0
4,Keonjhar,23,Ghasipura,56,,,,,,,,378.0,104.0,228.0,8.0,3.0,3.0,1.0,30.0,755.0,0.0,9.0,764.0,0.0
4,Keonjhar,23,Ghasipura,57,,,,,,,,327.0,53.0,328.0,9.0,4.0,3.0,2.0,16.0,742.0,0.0,6.0,748.0,0.0
4,Keonjhar,23,Ghasipura,58,,,,,,,,304.0,31.0,241.0,4.0,0.0,2.0,1.0,5.0,588.0,0.0,1.0,589.0,0.0
4,Keonjhar,23,Ghasipura,59,,,,,,,,269.0,120.0,453.0,3.0,12.0,9.0,11.0,96.0,973.0,0.0,21.0,994.0,0.0
4,Keonjhar,23,Ghasipura,60,,,,,,,,38.0,531.0,53.0,1.0,1.0,3.0,1.0,10.0,638.0,0.0,6.0,644.0,0.0
4,Keonjhar,23,Ghasipura,61,,,,,,,,194.0,225.0,286.0,6.0,1.0,6.0,2.0,72.0,792.0,0.0,4.0,796.0,0.0
4,Keonjhar,23,Ghasipura,62,,,,,,,,286.0,130.0,430.0,5.0,7.0,8.0,13.0,54.0,933.0,0.0,19.0,952.0,0.0
4,Keonjhar,23,Ghasipura,63,,,,,,,,212.0,42.0,154.0,0.0,1.0,1.0,2.0,23.0,435.0,0.0,1.0,436.0,0.0
4,Keonjhar,23,Ghasipura,64,,,,,,,,507.0,88.0,404.0,7.0,4.0,8.0,8.0,18.0,1044.0,0.0,5.0,1049.0,0.0
4,Keonjhar,23,Ghasipura,65,,,,,,,,148.0,13.0,180.0,7.0,1.0,1.0,0.0,57.0,407.0,0.0,1.0,408.0,0.0
4,Keonjhar,23,Ghasipura,66,,,,,,,,180.0,90.0,165.0,8.0,2.0,4.0,1.0,41.0,491.0,0.0,6.0,497.0,0.0
4,Keonjhar,23,Ghasipura,67,,,,,,,,207.0,50.0,318.0,5.0,1.0,1.0,4.0,45.0,631.0,0.0,4.0,635.0,0.0
4,Keonjhar,23,Ghasipura,68,,,,,,,,367.0,78.0,283.0,8.0,2.0,2.0,3.0,149.0,892.0,0.0,3.0,895.0,0.0
4,Keonjhar,23,Ghasipura,69,,,,,,,,263.0,49.0,197.0,3.0,1.0,2.0,3.0,22.0,540.0,0.0,4.0,544.0,0.0
4,Keonjhar,23,Ghasipura,70,,,,,,,,176.0,34.0,349.0,7.0,3.0,3.0,0.0,1.0,573.0,0.0,0.0,573.0,0.0
4,Keonjhar,23,Ghasipura,71,,,,,,,,424.0,104.0,483.0,10.0,4.0,3.0,4.0,17.0,1049.0,0.0,10.0,1059.0,0.0
4,Keonjhar,23,Ghasipura,72,,,,,,,,342.0,47.0,249.0,5.0,4.0,5.0,2.0,24.0,678.0,0.0,5.0,683.0,0.0
4,Keonjhar,23,Ghasipura,73,,,,,,,,176.0,28.0,294.0,3.0,1.0,3.0,4.0,28.0,537.0,0.0,11.0,548.0,0.0
4,Keonjhar,23,Ghasipura,74,,,,,,,,523.0,40.0,427.0,7.0,4.0,2.0,3.0,26.0,1032.0,0.0,3.0,1035.0,0.0
4,Keonjhar,23,Ghasipura,75,,,,,,,,181.0,32.0,249.0,2.0,4.0,2.0,2.0,142.0,614.0,0.0,3.0,617.0,0.0
4,Keonjhar,23,Ghasipura,76,,,,,,,,213.0,77.0,325.0,1.0,2.0,8.0,3.0,28.0,657.0,0.0,12.0,669.0,0.0
4,Keonjhar,23,Ghasipura,77,,,,,,,,181.0,68.0,196.0,4.0,6.0,23.0,3.0,98.0,579.0,0.0,7.0,586.0,0.0
4,Keonjhar,23,Ghasipura,78,,,,,,,,200.0,34.0,290.0,4.0,5.0,7.0,8.0,20.0,568.0,0.0,26.0,594.0,0.0
4,Keonjhar,23,Ghasipura,79,,,,,,,,295.0,45.0,282.0,6.0,3.0,8.0,7.0,22.0,668.0,0.0,21.0,689.0,0.0
4,Keonjhar,23,Ghasipura,80,,,,,,,,173.0,57.0,294.0,7.0,2.0,10.0,4.0,33.0,580.0,0.0,10.0,590.0,0.0
4,Keonjhar,23,Ghasipura,81,,,,,,,,103.0,26.0,190.0,3.0,1.0,5.0,0.0,1.0,329.0,0.0,2.0,331.0,0.0
4,Keonjhar,23,Ghasipura,82,,,,,,,,82.0,11.0,218.0,2.0,1.0,2.0,4.0,12.0,332.0,0.0,4.0,336.0,0.0
4,Keonjhar,23,Ghasipura,83,,,,,,,,129.0,15.0,217.0,2.0,0.0,2.0,0.0,3.0,368.0,0.0,0.0,368.0,0.0
4,Keonjhar,23,Ghasipura,84,,,,,,,,246.0,32.0,339.0,2.0,3.0,5.0,2.0,16.0,645.0,0.0,3.0,648.0,0.0
4,Keonjhar,23,Ghasipura,85,,,,,,,,217.0,30.0,257.0,6.0,4.0,3.0,2.0,32.0,551.0,0.0,3.0,554.0,0.0
4,Keonjhar,23,Ghasipura,86,,,,,,,,317.0,42.0,259.0,5.0,3.0,9.0,6.0,60.0,701.0,0.0,12.0,713.0,0.0
4,Keonjhar,23,Ghasipura,87,,,,,,,,267.0,75.0,240.0,4.0,5.0,4.0,6.0,65.0,666.0,0.0,7.0,673.0,0.0
