pc_id,pc_name,ac_id,ac_name,Sl. No.Polling,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Total Valid votes,Reject Votes,Votes for NOTA option,Total,Tendered votes
19,Aska,130,Aska,78,,,,,,,,6.0,315.0,38.0,354.0,10.0,723.0,0.0,27.0,750.0,0.0
19,Aska,130,Aska,79,,,,,,,,1.0,164.0,29.0,391.0,1.0,586.0,0.0,9.0,595.0,0.0
19,Aska,130,Aska,80,,,,,,,,6.0,427.0,86.0,185.0,10.0,714.0,0.0,21.0,735.0,0.0
19,Aska,130,Aska,81,,,,,,,,10.0,235.0,39.0,188.0,10.0,482.0,0.0,22.0,504.0,0.0
19,Aska,130,Aska,82,,,,,,,,10.0,292.0,38.0,302.0,11.0,653.0,0.0,31.0,684.0,0.0
19,Aska,130,Aska,83,,,,,,,,6.0,300.0,53.0,320.0,4.0,683.0,0.0,11.0,694.0,0.0
19,Aska,130,Aska,84,,,,,,,,6.0,323.0,36.0,219.0,8.0,592.0,0.0,16.0,608.0,0.0
19,Aska,130,Aska,85,,,,,,,,5.0,115.0,40.0,178.0,4.0,342.0,0.0,7.0,349.0,0.0
19,Aska,130,Aska,86,,,,,,,,2.0,229.0,69.0,213.0,6.0,519.0,0.0,0.0,519.0,0.0
19,Aska,130,Aska,87,,,,,,,,15.0,389.0,70.0,315.0,11.0,800.0,0.0,20.0,820.0,0.0
19,Aska,130,Aska,88,,,,,,,,6.0,458.0,62.0,267.0,21.0,814.0,0.0,28.0,842.0,0.0
19,Aska,130,Aska,89,,,,,,,,3.0,149.0,42.0,447.0,19.0,660.0,0.0,16.0,676.0,0.0
19,Aska,130,Aska,90,,,,,,,,6.0,239.0,54.0,167.0,3.0,469.0,0.0,4.0,473.0,0.0
19,Aska,130,Aska,91,,,,,,,,7.0,156.0,21.0,196.0,16.0,396.0,0.0,17.0,413.0,0.0
19,Aska,130,Aska,92,,,,,,,,18.0,90.0,108.0,351.0,14.0,581.0,0.0,20.0,601.0,0.0
19,Aska,130,Aska,93,,,,,,,,6.0,87.0,19.0,380.0,14.0,506.0,0.0,23.0,529.0,0.0
19,Aska,130,Aska,94,,,,,,,,6.0,115.0,54.0,262.0,13.0,450.0,0.0,13.0,463.0,0.0
19,Aska,130,Aska,95,,,,,,,,10.0,79.0,35.0,243.0,8.0,375.0,0.0,16.0,391.0,0.0
19,Aska,130,Aska,96,,,,,,,,4.0,343.0,41.0,237.0,12.0,637.0,0.0,20.0,657.0,0.0
19,Aska,130,Aska,97,,,,,,,,13.0,194.0,55.0,505.0,24.0,791.0,0.0,25.0,816.0,0.0
19,Aska,130,Aska,98,,,,,,,,3.0,244.0,43.0,413.0,28.0,731.0,0.0,14.0,745.0,0.0
19,Aska,130,Aska,99,,,,,,,,7.0,139.0,12.0,132.0,11.0,301.0,0.0,17.0,318.0,0.0
19,Aska,130,Aska,100,,,,,,,,3.0,412.0,59.0,227.0,7.0,708.0,0.0,11.0,719.0,0.0
19,Aska,130,Aska,101,,,,,,,,8.0,119.0,18.0,335.0,8.0,488.0,0.0,2.0,490.0,0.0
19,Aska,130,Aska,102,,,,,,,,1.0,361.0,55.0,215.0,8.0,640.0,0.0,11.0,651.0,0.0
19,Aska,130,Aska,103,,,,,,,,1.0,77.0,22.0,76.0,0.0,176.0,0.0,2.0,178.0,0.0
19,Aska,130,Aska,104,,,,,,,,8.0,221.0,33.0,78.0,0.0,340.0,0.0,3.0,343.0,0.0
