pc_id,pc_name,ac_id,ac_name,Serial No of polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Total valid Votes,No of rejected votes,NOTA,Total,NO of tendered Votes
16,Jagatsinghpur,111,Kakatpur,86,,,,,,,,145,146,3,2,0,231,3,0,530,0,3,533,0.0
16,Jagatsinghpur,111,Kakatpur,87,,,,,,,,223,121,4,4,1,235,2,4,594,0,3,597,0.0
16,Jagatsinghpur,111,Kakatpur,88,,,,,,,,99,74,7,5,2,330,2,7,526,0,5,531,0.0
16,Jagatsinghpur,111,Kakatpur,89,,,,,,,,373,136,15,3,3,109,3,3,645,0,7,652,0.0
16,Jagatsinghpur,111,Kakatpur,90,,,,,,,,314,138,3,1,2,139,0,5,602,0,4,606,0.0
16,Jagatsinghpur,111,Kakatpur,91,,,,,,,,103,44,0,0,0,91,0,1,239,0,0,239,0.0
16,Jagatsinghpur,111,Kakatpur,92,,,,,,,,381,132,8,5,2,181,2,8,719,0,7,726,0.0
16,Jagatsinghpur,111,Kakatpur,93,,,,,,,,439,125,6,3,1,342,1,6,923,0,2,925,0.0
16,Jagatsinghpur,111,Kakatpur,94,,,,,,,,266,154,9,2,2,248,5,6,692,0,16,708,0.0
16,Jagatsinghpur,111,Kakatpur,95,,,,,,,,245,156,23,4,2,290,3,5,728,0,9,737,0.0
16,Jagatsinghpur,111,Kakatpur,96,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0
16,Jagatsinghpur,111,Kakatpur,97,,,,,,,,321,182,8,3,6,339,6,2,867,0,6,873,0.0
16,Jagatsinghpur,111,Kakatpur,98,,,,,,,,265,103,3,1,0,233,0,3,608,0,0,608,0.0
16,Jagatsinghpur,111,Kakatpur,99,,,,,,,,162,53,12,2,2,359,3,4,597,0,8,605,0.0
16,Jagatsinghpur,111,Kakatpur,100,,,,,,,,222,103,0,0,0,50,0,0,375,0,0,375,0.0
