pc_id,pc_name,ac_id,ac_name,Polling Booth No,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Total of Valid Votes,No of Rejected Votes,NOTA,Total,No Of Tendered Votes
4,Keonjhar,26,Keonjhar,102,,,,,,,,12.0,236.0,305.0,15.0,3.0,6.0,89.0,3.0,9.0,14.0,692.0,0.0,28.0,720.0,0.0
4,Keonjhar,26,Keonjhar,103,,,,,,,,16.0,232.0,240.0,12.0,2.0,4.0,13.0,5.0,3.0,5.0,532.0,0.0,9.0,541.0,0.0
4,Keonjhar,26,Keonjhar,104,,,,,,,,5.0,118.0,180.0,12.0,2.0,3.0,19.0,2.0,3.0,2.0,346.0,0.0,7.0,353.0,0.0
4,Keonjhar,26,Keonjhar,105,,,,,,,,3.0,102.0,137.0,9.0,0.0,5.0,89.0,5.0,6.0,3.0,359.0,0.0,14.0,373.0,0.0
4,Keonjhar,26,Keonjhar,106,,,,,,,,1.0,38.0,50.0,7.0,1.0,5.0,142.0,2.0,2.0,5.0,253.0,0.0,5.0,258.0,0.0
4,Keonjhar,26,Keonjhar,107,,,,,,,,19.0,292.0,293.0,29.0,5.0,5.0,310.0,6.0,2.0,10.0,971.0,0.0,6.0,977.0,0.0
4,Keonjhar,26,Keonjhar,108,,,,,,,,9.0,213.0,273.0,46.0,5.0,4.0,17.0,1.0,6.0,0.0,574.0,0.0,7.0,581.0,0.0
4,Keonjhar,26,Keonjhar,109,,,,,,,,8.0,132.0,161.0,45.0,1.0,4.0,28.0,2.0,5.0,8.0,394.0,0.0,12.0,406.0,0.0
4,Keonjhar,26,Keonjhar,110,,,,,,,,10.0,168.0,139.0,18.0,2.0,4.0,128.0,7.0,6.0,10.0,492.0,0.0,20.0,512.0,0.0
4,Keonjhar,26,Keonjhar,111,,,,,,,,5.0,211.0,174.0,21.0,0.0,4.0,101.0,6.0,3.0,7.0,532.0,0.0,8.0,540.0,0.0
4,Keonjhar,26,Keonjhar,112,,,,,,,,6.0,126.0,214.0,13.0,1.0,3.0,107.0,2.0,3.0,6.0,481.0,0.0,3.0,484.0,0.0
4,Keonjhar,26,Keonjhar,113,,,,,,,,5.0,244.0,177.0,59.0,2.0,3.0,214.0,1.0,0.0,5.0,710.0,0.0,3.0,713.0,0.0
4,Keonjhar,26,Keonjhar,114,,,,,,,,4.0,416.0,348.0,53.0,2.0,3.0,101.0,1.0,8.0,12.0,948.0,0.0,6.0,954.0,0.0
4,Keonjhar,26,Keonjhar,115,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Keonjhar,26,Keonjhar,116,,,,,,,,4.0,107.0,104.0,29.0,1.0,2.0,149.0,1.0,3.0,2.0,402.0,0.0,3.0,405.0,0.0
4,Keonjhar,26,Keonjhar,117,,,,,,,,16.0,386.0,184.0,103.0,4.0,8.0,234.0,7.0,5.0,7.0,954.0,0.0,9.0,963.0,0.0
4,Keonjhar,26,Keonjhar,118,,,,,,,,7.0,136.0,182.0,30.0,2.0,3.0,48.0,0.0,0.0,5.0,413.0,0.0,5.0,418.0,0.0
4,Keonjhar,26,Keonjhar,119,,,,,,,,4.0,180.0,81.0,5.0,0.0,3.0,207.0,4.0,0.0,5.0,489.0,0.0,4.0,493.0,0.0
4,Keonjhar,26,Keonjhar,120,,,,,,,,2.0,121.0,78.0,38.0,2.0,3.0,179.0,0.0,1.0,3.0,427.0,0.0,3.0,430.0,0.0
4,Keonjhar,26,Keonjhar,121,,,,,,,,4.0,164.0,98.0,85.0,1.0,4.0,220.0,3.0,0.0,26.0,605.0,0.0,4.0,609.0,0.0
4,Keonjhar,26,Keonjhar,122,,,,,,,,2.0,142.0,49.0,7.0,0.0,0.0,30.0,0.0,0.0,1.0,231.0,0.0,1.0,232.0,0.0
4,Keonjhar,26,Keonjhar,123,,,,,,,,4.0,154.0,88.0,22.0,0.0,1.0,155.0,1.0,0.0,0.0,425.0,0.0,2.0,427.0,0.0
4,Keonjhar,26,Keonjhar,124,,,,,,,,6.0,238.0,143.0,20.0,2.0,5.0,158.0,3.0,1.0,2.0,578.0,0.0,4.0,582.0,0.0
4,Keonjhar,26,Keonjhar,125,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Keonjhar,26,Keonjhar,126,,,,,,,,9.0,116.0,83.0,16.0,8.0,6.0,207.0,2.0,3.0,5.0,455.0,0.0,6.0,461.0,0.0
4,Keonjhar,26,Keonjhar,127,,,,,,,,8.0,362.0,26.0,64.0,0.0,0.0,18.0,1.0,2.0,1.0,482.0,0.0,1.0,483.0,0.0
4,Keonjhar,26,Keonjhar,128,,,,,,,,3.0,171.0,26.0,6.0,3.0,0.0,3.0,3.0,3.0,6.0,224.0,0.0,6.0,230.0,0.0
4,Keonjhar,26,Keonjhar,129,,,,,,,,11.0,451.0,110.0,85.0,1.0,5.0,9.0,4.0,3.0,3.0,682.0,0.0,6.0,688.0,0.0
4,Keonjhar,26,Keonjhar,130,,,,,,,,6.0,273.0,98.0,7.0,5.0,6.0,37.0,4.0,2.0,3.0,441.0,0.0,8.0,449.0,0.0
4,Keonjhar,26,Keonjhar,131,,,,,,,,9.0,212.0,130.0,136.0,10.0,4.0,42.0,17.0,9.0,10.0,579.0,0.0,9.0,588.0,0.0
4,Keonjhar,26,Keonjhar,132,,,,,,,,21.0,198.0,114.0,7.0,1.0,3.0,5.0,3.0,2.0,3.0,357.0,0.0,9.0,366.0,0.0
4,Keonjhar,26,Keonjhar,133,,,,,,,,8.0,348.0,243.0,36.0,3.0,6.0,27.0,5.0,6.0,3.0,685.0,0.0,9.0,694.0,0.0
4,Keonjhar,26,Keonjhar,134,,,,,,,,19.0,346.0,268.0,36.0,3.0,6.0,79.0,1.0,7.0,1.0,766.0,0.0,9.0,775.0,0.0
4,Keonjhar,26,Keonjhar,135,,,,,,,,6.0,322.0,87.0,64.0,7.0,7.0,34.0,1.0,5.0,9.0,542.0,0.0,11.0,553.0,0.0
4,Keonjhar,26,Keonjhar,136,,,,,,,,11.0,242.0,108.0,12.0,1.0,5.0,181.0,7.0,5.0,8.0,580.0,0.0,9.0,589.0,0.0
4,Keonjhar,26,Keonjhar,137,,,,,,,,9.0,337.0,280.0,14.0,2.0,2.0,24.0,3.0,4.0,3.0,678.0,0.0,11.0,689.0,0.0
4,Keonjhar,26,Keonjhar,138,,,,,,,,8.0,274.0,195.0,7.0,1.0,0.0,34.0,2.0,3.0,2.0,526.0,0.0,4.0,530.0,0.0
4,Keonjhar,26,Keonjhar,139,,,,,,,,15.0,202.0,128.0,6.0,10.0,4.0,11.0,3.0,12.0,5.0,396.0,0.0,9.0,405.0,0.0
4,Keonjhar,26,Keonjhar,140,,,,,,,,6.0,384.0,87.0,7.0,2.0,4.0,24.0,0.0,4.0,6.0,524.0,0.0,8.0,532.0,0.0
4,Keonjhar,26,Keonjhar,141,,,,,,,,11.0,354.0,150.0,15.0,2.0,5.0,23.0,0.0,1.0,2.0,563.0,0.0,3.0,566.0,0.0
4,Keonjhar,26,Keonjhar,142,,,,,,,,3.0,455.0,107.0,11.0,1.0,1.0,19.0,3.0,7.0,9.0,616.0,0.0,14.0,630.0,0.0
4,Keonjhar,26,Keonjhar,143,,,,,,,,7.0,437.0,131.0,14.0,0.0,3.0,23.0,4.0,5.0,3.0,627.0,0.0,9.0,636.0,0.0
4,Keonjhar,26,Keonjhar,144,,,,,,,,3.0,360.0,91.0,13.0,0.0,3.0,123.0,3.0,7.0,4.0,607.0,0.0,22.0,629.0,0.0
4,Keonjhar,26,Keonjhar,145,,,,,,,,6.0,109.0,231.0,161.0,4.0,3.0,83.0,3.0,2.0,2.0,604.0,0.0,9.0,613.0,0.0
4,Keonjhar,26,Keonjhar,146,,,,,,,,1.0,163.0,143.0,44.0,1.0,4.0,208.0,19.0,3.0,1.0,587.0,0.0,2.0,589.0,0.0
4,Keonjhar,26,Keonjhar,147,,,,,,,,1.0,109.0,105.0,47.0,3.0,0.0,41.0,0.0,0.0,1.0,307.0,0.0,4.0,311.0,0.0
4,Keonjhar,26,Keonjhar,148,,,,,,,,6.0,354.0,275.0,21.0,1.0,3.0,46.0,3.0,1.0,1.0,711.0,0.0,2.0,713.0,0.0
4,Keonjhar,26,Keonjhar,149,,,,,,,,3.0,88.0,156.0,61.0,1.0,3.0,52.0,3.0,1.0,1.0,369.0,0.0,0.0,369.0,0.0
4,Keonjhar,26,Keonjhar,150,,,,,,,,3.0,68.0,90.0,28.0,3.0,5.0,213.0,3.0,0.0,1.0,414.0,0.0,2.0,416.0,0.0
4,Keonjhar,26,Keonjhar,151,,,,,,,,1.0,60.0,93.0,34.0,1.0,4.0,169.0,3.0,1.0,2.0,368.0,0.0,5.0,373.0,0.0
4,Keonjhar,26,Keonjhar,152,,,,,,,,3.0,192.0,151.0,28.0,2.0,4.0,357.0,1.0,4.0,5.0,747.0,0.0,4.0,751.0,0.0
4,Keonjhar,26,Keonjhar,153,,,,,,,,9.0,311.0,249.0,13.0,3.0,0.0,39.0,2.0,0.0,1.0,627.0,0.0,7.0,634.0,0.0
4,Keonjhar,26,Keonjhar,154,,,,,,,,9.0,240.0,226.0,41.0,3.0,2.0,77.0,3.0,2.0,0.0,603.0,0.0,4.0,607.0,0.0
4,Keonjhar,26,Keonjhar,155,,,,,,,,5.0,78.0,94.0,209.0,6.0,7.0,100.0,18.0,7.0,7.0,531.0,0.0,9.0,540.0,0.0
4,Keonjhar,26,Keonjhar,156,,,,,,,,0.0,178.0,160.0,156.0,4.0,2.0,47.0,32.0,8.0,9.0,596.0,0.0,11.0,607.0,0.0
