pc_id,pc_name,ac_id,ac_name,Sl. No of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Total of valid votes,No. of Rejected votes,NOTA,Total,No. of tendered votes
16,Jagatsinghpur,105,Nimapara,205,,,,,,,,4.0,461.0,83.0,141.0,2.0,1.0,692,0,7.0,699,0.0
16,Jagatsinghpur,105,Nimapara,206,,,,,,,,0.0,375.0,268.0,112.0,0.0,0.0,755,0,3.0,758,0.0
16,Jagatsinghpur,105,Nimapara,207,,,,,,,,2.0,256.0,28.0,87.0,0.0,1.0,374,0,1.0,375,0.0
16,Jagatsinghpur,105,Nimapara,208,,,,,,,,3.0,509.0,247.0,138.0,2.0,1.0,900,0,3.0,903,0.0
16,Jagatsinghpur,105,Nimapara,209,,,,,,,,2.0,255.0,59.0,41.0,1.0,0.0,358,0,0.0,358,0.0
16,Jagatsinghpur,105,Nimapara,210,,,,,,,,0.0,182.0,69.0,80.0,0.0,1.0,332,0,2.0,334,0.0
16,Jagatsinghpur,105,Nimapara,211,,,,,,,,2.0,126.0,64.0,28.0,0.0,0.0,220,0,0.0,220,0.0
16,Jagatsinghpur,105,Nimapara,212,,,,,,,,0.0,200.0,111.0,102.0,0.0,1.0,414,0,2.0,416,0.0
16,Jagatsinghpur,105,Nimapara,213,,,,,,,,7.0,350.0,188.0,115.0,1.0,3.0,664,0,1.0,665,0.0
16,Jagatsinghpur,105,Nimapara,214,,,,,,,,3.0,367.0,154.0,160.0,3.0,1.0,688,0,5.0,693,0.0
16,Jagatsinghpur,105,Nimapara,215,,,,,,,,1.0,386.0,138.0,177.0,1.0,0.0,703,0,0.0,703,0.0
16,Jagatsinghpur,105,Nimapara,216,,,,,,,,5.0,455.0,288.0,108.0,1.0,1.0,858,0,6.0,864,0.0
16,Jagatsinghpur,105,Nimapara,217,,,,,,,,1.0,366.0,172.0,120.0,0.0,0.0,659,0,1.0,660,0.0
16,Jagatsinghpur,105,Nimapara,218,,,,,,,,2.0,226.0,145.0,80.0,0.0,0.0,453,0,3.0,456,0.0
16,Jagatsinghpur,105,Nimapara,219,,,,,,,,1.0,527.0,142.0,134.0,1.0,0.0,805,0,3.0,808,0.0
16,Jagatsinghpur,105,Nimapara,220,,,,,,,,1.0,116.0,30.0,108.0,0.0,0.0,255,0,2.0,257,0.0
16,Jagatsinghpur,105,Nimapara,221,,,,,,,,3.0,331.0,119.0,94.0,0.0,0.0,547,0,0.0,547,0.0
16,Jagatsinghpur,105,Nimapara,222,,,,,,,,1.0,354.0,207.0,112.0,10.0,0.0,684,0,1.0,685,0.0
16,Jagatsinghpur,105,Nimapara,223,,,,,,,,2.0,250.0,180.0,54.0,1.0,0.0,487,0,0.0,487,0.0
16,Jagatsinghpur,105,Nimapara,224,,,,,,,,4.0,363.0,173.0,74.0,1.0,0.0,615,0,1.0,616,0.0
16,Jagatsinghpur,105,Nimapara,225,,,,,,,,2.0,440.0,198.0,127.0,1.0,0.0,768,0,0.0,768,0.0
16,Jagatsinghpur,105,Nimapara,226,,,,,,,,1.0,181.0,39.0,92.0,0.0,0.0,313,0,1.0,314,0.0
16,Jagatsinghpur,105,Nimapara,227,,,,,,,,2.0,498.0,51.0,175.0,0.0,1.0,727,0,0.0,727,0.0
16,Jagatsinghpur,105,Nimapara,228,,,,,,,,3.0,351.0,92.0,211.0,1.0,0.0,658,0,6.0,664,0.0
16,Jagatsinghpur,105,Nimapara,229,,,,,,,,4.0,433.0,131.0,90.0,2.0,0.0,660,0,4.0,664,0.0
16,Jagatsinghpur,105,Nimapara,230,,,,,,,,4.0,548.0,161.0,189.0,3.0,1.0,906,0,1.0,907,0.0
16,Jagatsinghpur,105,Nimapara,231,,,,,,,,2.0,406.0,190.0,126.0,0.0,0.0,724,0,0.0,724,0.0
16,Jagatsinghpur,105,Nimapara,232,,,,,,,,3.0,411.0,180.0,68.0,1.0,2.0,665,0,2.0,667,0.0
16,Jagatsinghpur,105,Nimapara,233,,,,,,,,4.0,508.0,231.0,87.0,0.0,0.0,830,0,1.0,831,0.0
16,Jagatsinghpur,105,Nimapara,234,,,,,,,,1.0,233.0,44.0,71.0,0.0,0.0,349,0,1.0,350,0.0
16,Jagatsinghpur,105,Nimapara,235,,,,,,,,1.0,222.0,57.0,46.0,0.0,1.0,327,0,0.0,327,0.0
16,Jagatsinghpur,105,Nimapara,236,,,,,,,,3.0,335.0,199.0,60.0,0.0,0.0,597,0,1.0,598,0.0
16,Jagatsinghpur,105,Nimapara,237,,,,,,,,2.0,404.0,181.0,199.0,0.0,0.0,786,0,1.0,787,0.0
16,Jagatsinghpur,105,Nimapara,238,,,,,,,,1.0,446.0,110.0,90.0,1.0,1.0,649,0,1.0,650,0.0
16,Jagatsinghpur,105,Nimapara,239,,,,,,,,2.0,316.0,149.0,49.0,0.0,2.0,518,0,1.0,519,0.0
16,Jagatsinghpur,105,Nimapara,240,,,,,,,,1.0,246.0,62.0,217.0,2.0,0.0,528,0,0.0,528,0.0
16,Jagatsinghpur,105,Nimapara,241,,,,,,,,3.0,365.0,121.0,165.0,0.0,0.0,654,0,0.0,654,0.0
16,Jagatsinghpur,105,Nimapara,242,,,,,,,,7.0,278.0,157.0,100.0,0.0,0.0,542,0,0.0,542,0.0
16,Jagatsinghpur,105,Nimapara,243,,,,,,,,1.0,501.0,97.0,95.0,0.0,0.0,694,0,0.0,694,0.0
16,Jagatsinghpur,105,Nimapara,244,,,,,,,,0.0,235.0,41.0,23.0,0.0,0.0,299,0,1.0,300,0.0
16,Jagatsinghpur,105,Nimapara,245,,,,,,,,2.0,559.0,107.0,96.0,0.0,1.0,765,0,2.0,767,0.0
16,Jagatsinghpur,105,Nimapara,246,,,,,,,,1.0,259.0,121.0,67.0,0.0,1.0,449,0,0.0,449,0.0
16,Jagatsinghpur,105,Nimapara,247,,,,,,,,4.0,383.0,242.0,108.0,1.0,1.0,739,0,7.0,746,0.0
16,Jagatsinghpur,105,Nimapara,248,,,,,,,,0.0,113.0,177.0,32.0,0.0,1.0,323,0,2.0,325,0.0
16,Jagatsinghpur,105,Nimapara,249,,,,,,,,1.0,169.0,39.0,51.0,1.0,0.0,261,0,0.0,261,0.0
16,Jagatsinghpur,105,Nimapara,250,,,,,,,,0.0,221.0,22.0,21.0,0.0,1.0,265,0,0.0,265,0.0
16,Jagatsinghpur,105,Nimapara,251,,,,,,,,1.0,213.0,98.0,108.0,0.0,0.0,420,0,2.0,422,0.0
16,Jagatsinghpur,105,Nimapara,252,,,,,,,,2.0,509.0,102.0,43.0,1.0,0.0,657,0,0.0,657,0.0
16,Jagatsinghpur,105,Nimapara,253,,,,,,,,0.0,356.0,16.0,14.0,0.0,0.0,386,0,0.0,386,0.0
16,Jagatsinghpur,105,Nimapara,254,,,,,,,,4.0,423.0,158.0,71.0,0.0,0.0,656,0,0.0,656,0.0
16,Jagatsinghpur,105,Nimapara,255,,,,,,,,0.0,622.0,63.0,147.0,1.0,1.0,834,0,2.0,836,0.0
16,Jagatsinghpur,105,Nimapara,256,,,,,,,,0.0,504.0,112.0,139.0,2.0,1.0,758,0,1.0,759,0.0
16,Jagatsinghpur,105,Nimapara,257,,,,,,,,0.0,455.0,17.0,72.0,0.0,0.0,544,0,3.0,547,0.0
16,Jagatsinghpur,105,Nimapara,258,,,,,,,,0.0,472.0,9.0,156.0,1.0,0.0,638,0,2.0,640,0.0
16,Jagatsinghpur,105,Nimapara,259,,,,,,,,1.0,181.0,14.0,69.0,0.0,0.0,265,0,0.0,265,0.0
16,Jagatsinghpur,105,Nimapara,260,,,,,,,,0.0,243.0,39.0,79.0,0.0,0.0,361,0,1.0,362,0.0
16,Jagatsinghpur,105,Nimapara,261,,,,,,,,0.0,277.0,119.0,119.0,0.0,0.0,515,0,2.0,517,0.0
16,Jagatsinghpur,105,Nimapara,262,,,,,,,,2.0,418.0,176.0,68.0,0.0,2.0,666,0,3.0,669,0.0
16,Jagatsinghpur,105,Nimapara,263,,,,,,,,0.0,248.0,63.0,57.0,0.0,0.0,368,0,0.0,368,0.0
16,Jagatsinghpur,105,Nimapara,264,,,,,,,,1.0,392.0,38.0,196.0,0.0,1.0,628,0,4.0,632,0.0
16,Jagatsinghpur,105,Nimapara,265,,,,,,,,1.0,301.0,171.0,78.0,0.0,3.0,554,0,0.0,554,0.0
16,Jagatsinghpur,105,Nimapara,266,,,,,,,,0.0,343.0,261.0,85.0,0.0,2.0,691,0,2.0,693,0.0
16,Jagatsinghpur,105,Nimapara,267,,,,,,,,3.0,417.0,248.0,165.0,2.0,1.0,836,0,2.0,838,0.0
16,Jagatsinghpur,105,Nimapara,268,,,,,,,,1.0,308.0,150.0,118.0,3.0,1.0,581,0,3.0,584,0.0
16,Jagatsinghpur,105,Nimapara,269,,,,,,,,1.0,341.0,98.0,125.0,0.0,4.0,569,0,3.0,572,0.0
16,Jagatsinghpur,105,Nimapara,270,,,,,,,,0.0,343.0,122.0,51.0,1.0,0.0,517,0,1.0,518,0.0
16,Jagatsinghpur,105,Nimapara,271,,,,,,,,2.0,291.0,177.0,68.0,1.0,0.0,539,0,0.0,539,0.0
16,Jagatsinghpur,105,Nimapara,272,,,,,,,,1.0,441.0,213.0,144.0,4.0,1.0,804,0,6.0,810,0.0
16,Jagatsinghpur,105,Nimapara,273,,,,,,,,9.0,412.0,235.0,127.0,0.0,1.0,784,0,1.0,785,0.0
16,Jagatsinghpur,105,Nimapara,274,,,,,,,,2.0,398.0,97.0,58.0,3.0,0.0,558,0,0.0,558,0.0
16,Jagatsinghpur,105,Nimapara,275,,,,,,,,3.0,567.0,125.0,85.0,1.0,3.0,784,0,0.0,784,0.0
16,Jagatsinghpur,105,Nimapara,276,,,,,,,,2.0,296.0,213.0,118.0,1.0,1.0,631,0,1.0,632,0.0
16,Jagatsinghpur,105,Nimapara,277,,,,,,,,1.0,536.0,112.0,186.0,0.0,0.0,835,0,1.0,836,0.0
16,Jagatsinghpur,105,Nimapara,278,,,,,,,,7.0,412.0,232.0,139.0,2.0,0.0,792,0,5.0,797,0.0
16,Jagatsinghpur,105,Nimapara,279,,,,,,,,4.0,311.0,140.0,56.0,0.0,0.0,511,0,2.0,513,0.0
16,Jagatsinghpur,105,Nimapara,280,,,,,,,,4.0,541.0,263.0,91.0,2.0,3.0,904,0,2.0,906,0.0
