pc_id,pc_name,ac_id,ac_name,Serial No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Candidate 11,Total of Valid votes,No. of Rejected votes,NOTA,Total,No. of Tendered Votes
8,Jajpur,55,Korei,246,,,,,,,,271.0,2.0,31.0,568.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,881.0,0.0,7.0,888.0,0.0
8,Jajpur,55,Korei,247,,,,,,,,229.0,0.0,27.0,692.0,4.0,2.0,1.0,2.0,1.0,4.0,7.0,969.0,0.0,9.0,978.0,0.0
8,Jajpur,55,Korei,248,,,,,,,,326.0,0.0,14.0,438.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,781.0,0.0,1.0,782.0,0.0
8,Jajpur,55,Korei,249,,,,,,,,177.0,1.0,3.0,247.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,432.0,0.0,3.0,435.0,0.0
8,Jajpur,55,Korei,250,,,,,,,,120.0,1.0,25.0,418.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,574.0,0.0,1.0,575.0,0.0
8,Jajpur,55,Korei,251,,,,,,,,193.0,1.0,27.0,282.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,505.0,0.0,0.0,505.0,0.0
8,Jajpur,55,Korei,252,,,,,,,,247.0,3.0,28.0,416.0,6.0,4.0,1.0,2.0,2.0,2.0,2.0,713.0,0.0,1.0,714.0,0.0
8,Jajpur,55,Korei,253,,,,,,,,253.0,2.0,20.0,524.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,810.0,0.0,2.0,812.0,0.0
8,Jajpur,55,Korei,254,,,,,,,,139.0,6.0,15.0,413.0,7.0,4.0,2.0,1.0,0.0,1.0,1.0,589.0,0.0,2.0,591.0,0.0
8,Jajpur,55,Korei,255,,,,,,,,40.0,0.0,8.0,186.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,243.0,0.0,3.0,246.0,0.0
8,Jajpur,55,Korei,256,,,,,,,,247.0,4.0,25.0,607.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,898.0,0.0,1.0,899.0,0.0
8,Jajpur,55,Korei,257,,,,,,,,300.0,2.0,58.0,509.0,2.0,1.0,3.0,1.0,2.0,7.0,4.0,889.0,0.0,8.0,897.0,0.0
8,Jajpur,55,Korei,258,,,,,,,,258.0,6.0,45.0,491.0,9.0,6.0,7.0,11.0,12.0,7.0,2.0,854.0,0.0,13.0,867.0,0.0
8,Jajpur,55,Korei,259,,,,,,,,329.0,3.0,18.0,307.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,663.0,0.0,7.0,670.0,0.0
8,Jajpur,55,Korei,260,,,,,,,,257.0,6.0,19.0,304.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,589.0,0.0,0.0,589.0,0.0
8,Jajpur,55,Korei,261,,,,,,,,351.0,1.0,75.0,374.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,811.0,0.0,0.0,811.0,0.0
8,Jajpur,55,Korei,262,,,,,,,,167.0,6.0,44.0,357.0,6.0,5.0,0.0,0.0,2.0,0.0,1.0,588.0,0.0,3.0,591.0,0.0
8,Jajpur,55,Korei,263,,,,,,,,237.0,1.0,57.0,279.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,579.0,0.0,5.0,584.0,0.0
8,Jajpur,55,Korei,264,,,,,,,,160.0,4.0,31.0,212.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,413.0,0.0,2.0,415.0,1.0
8,Jajpur,55,Korei,265,,,,,,,,248.0,2.0,36.0,423.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,717.0,0.0,5.0,722.0,0.0
8,Jajpur,55,Korei,266,,,,,,,,153.0,1.0,58.0,387.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,604.0,0.0,3.0,607.0,0.0
8,Jajpur,55,Korei,267,,,,,,,,228.0,2.0,26.0,364.0,2.0,1.0,3.0,5.0,0.0,3.0,1.0,635.0,0.0,5.0,640.0,0.0
8,Jajpur,55,Korei,268,,,,,,,,333.0,3.0,36.0,368.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,744.0,0.0,1.0,745.0,0.0
8,Jajpur,55,Korei,269,,,,,,,,378.0,1.0,122.0,505.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,1014.0,0.0,3.0,1017.0,0.0
8,Jajpur,55,Korei,270,,,,,,,,305.0,1.0,30.0,273.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,615.0,0.0,4.0,619.0,0.0
8,Jajpur,55,Korei,271,,,,,,,,282.0,1.0,88.0,650.0,9.0,1.0,3.0,5.0,3.0,1.0,8.0,1051.0,0.0,10.0,1061.0,0.0
8,Jajpur,55,Korei,272,,,,,,,,225.0,1.0,149.0,242.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,630.0,0.0,3.0,633.0,0.0
