pc_id,pc_name,ac_id,ac_name,candidate name,candidate number
17,Puri,114,Brahmagiri,Ashok Chandra Panda,1
17,Puri,114,Brahmagiri,Babu Singh,2
17,Puri,114,Brahmagiri,Binapani Bhoi,3
17,Puri,114,Brahmagiri,Bharat Chandra Sethi,4
17,Puri,114,Brahmagiri,Rashmi Mohapatra,5
17,Puri,114,Brahmagiri,Diptimayi Mahapatra,6
17,Puri,114,Brahmagiri,Narayan Dalua,7
17,Puri,114,Brahmagiri,Sumit Kumar Mishra,8
17,Puri,114,Brahmagiri,Swapna Bijayani,9
17,Puri,114,Brahmagiri,Jnanendra Mohanty,10
17,Puri,114,Brahmagiri,Visma Narayan Nayak,11
17,Puri,114,Brahmagiri,Rabindranath Dash,12
17,Puri,114,Brahmagiri,Satyajit Jena,13
17,Puri,114,Brahmagiri,Saroj Kumar Panda,14
