pc_id,pc_name,ac_id,ac_name,candidate name,candidate number
2,Sundargar,12,Rourkela,Nihar Ray,1
2,Sundargar,12,Rourkela,Biren Senapaty,2
2,Sundargar,12,Rourkela,Bishnu Charan Mahanta,3
2,Sundargar,12,Rourkela,Sarada Prasad Nayak,4
2,Sundargar,12,Rourkela,Surama Mishra,5
2,Sundargar,12,Rourkela,Lambodar Mohanta,6
2,Sundargar,12,Rourkela,Dharmendra Mohapatra,7
2,Sundargar,12,Rourkela,Pitabasa Mishra,8
2,Sundargar,12,Rourkela,Bikash Mansingh,9
2,Sundargar,12,Rourkela,Mahammad Rizwan Rahi,10
