pc_id,pc_name,ac_id,ac_name,candidate name,candidate number
8,Jajpur,54,Jajpur,PRADEEP BAL SAMANTA,1
8,Jajpur,54,Jajpur,PRITIRANJAN GHARAI,2
8,Jajpur,54,Jajpur,SARAT RAUT,3
8,Jajpur,54,Jajpur,DIPAKA KUMAR NAYAK,4
8,Jajpur,54,Jajpur,BRAJAMOHAN HEMBRAM,5
8,Jajpur,54,Jajpur,JADUMANI MOHANTA,6
8,Jajpur,54,Jajpur,ASHOK KUMAR BEHERA,7
8,Jajpur,54,Jajpur,UMESH CHANDRA KHILAR,8
8,Jajpur,54,Jajpur,DWIJENDRA KUMAR GHOSE,9
8,Jajpur,54,Jajpur,SUVAKANTA MOHANTY,10
8,Jajpur,54,Jajpur,SANDIP CHAKRA,11
