pc_id,pc_name,ac_id,ac_name,candidate name,candidate number
9,Dhenkanal,59,Kamakhyanagar,ASHOK MOHANTY,1
9,Dhenkanal,59,Kamakhyanagar,BINODA BIHARI BOITA,2
9,Dhenkanal,59,Kamakhyanagar,MINA PRADHAN,3
9,Dhenkanal,59,Kamakhyanagar,MUKESH KUMAR PAL,4
9,Dhenkanal,59,Kamakhyanagar,SUBRAT GARNAYAK,5
9,Dhenkanal,59,Kamakhyanagar,NIRMALA PRADHAN,6
9,Dhenkanal,59,Kamakhyanagar,BIJAYA KUMAR BEHERA,7
9,Dhenkanal,59,Kamakhyanagar,DOLA GOBINDA MOHAPATRA,8
9,Dhenkanal,59,Kamakhyanagar,SAROJINI SAHOO,9
9,Dhenkanal,59,Kamakhyanagar,SUNDEEP KUMAR PRADHAN,10
