pc_id,pc_name,ac_id,ac_name,candidate name,candidate number
11,Kalahandi,72,Khariar,Adhiraj Mohan Panigrahi,1
11,Kalahandi,72,Khariar,Purna Chandra Netam,2
11,Kalahandi,72,Khariar,Ritarani Bagartti,3
11,Kalahandi,72,Khariar,Lambodar Nial,4
11,Kalahandi,72,Khariar,Rangadhar Majhi,5
11,Kalahandi,72,Khariar,Sanjay Kumar Naik,6
11,Kalahandi,72,Khariar,Pramod Kumar Dandsena,7
11,Kalahandi,72,Khariar,Budharu Bihari,8
11,Kalahandi,72,Khariar,Bhubaneswar Majhi,9
11,Kalahandi,72,Khariar,Radheshyam Sagar,10
