pc_id,pc_name,ac_id,ac_name,candidate name,candidate number
17,Puri,112,Nayagarh,ANANTA NARAYAN JENA,1
17,Puri,112,Nayagarh,JAGANNATH PRADHAN,2
17,Puri,112,Nayagarh,PRADIP KUMAR BHUYAN,3
17,Puri,112,Nayagarh,BIRENDRA NAYAK,4
17,Puri,112,Nayagarh,RAJEEB KUMAR PATTANAIK,5
17,Puri,112,Nayagarh,NILAMADHAV BEHERA,6
17,Puri,112,Nayagarh,PRADEEP KUMAR DAS,7
17,Puri,112,Nayagarh,SUBHADRA MISHRA,8
17,Puri,112,Nayagarh,SUBHASIS PATANAIK,9
17,Puri,112,Nayagarh,SUMANTA KUMAR SWAIN,10
17,Puri,112,Nayagarh,MAHESH CHANDRA SETHI,11
17,Puri,112,Nayagarh,RANJANA JENA,12
17,Puri,112,Nayagarh,SUNIL KUMAR AGRAWAL,13
